Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
ALK_ex_8	chr2	29445168	29445304	137	1261	1716	1568.03
ALK_ex_9	chr2	29445348	29445487	140	946	1504	1329.88
ALK_ex_10	chr2	29446178	29446811	634	1130	2069	1765.97
ALK_ex_11	chr2	29446818	29448463	1646	1492	2169	1883.62
SLC8A1_ex	chr2	40655614	40657081	1468	1219	2242	1914.6
SLC8A1_ex_2	chr2	40657084	40657440	357	1357	2124	1867.34
LRRTM4_ex	chr2	77745452	77746964	1513	796	1725	1396.08
REG3A_ex	chr2	79384672	79384750	79	591	804	734.152
REG3A_ex_2	chr2	79384762	79384840	79	429	738	600.468
REG3A_ex_3	chr2	79385437	79385543	107	788	1121	1014.75
CTNNA2_ex	chr2	80085113	80085323	211	667	1420	1144.18
CTNNA2_ex_2	chr2	80101198	80101492	295	599	1274	1060.46
CTNNA2_ex_3	chr2	80136708	80136972	265	588	1004	861.566
LRRTM1_ex	chr2	80529410	80530860	1451	388	1608	1278.18
ST6GAL2_ex	chr2	107423111	107423415	305	668	1466	1203.95
CNTNAP5_ex	chr2	125261856	125262161	306	614	1346	1060.72
LRP1B_ex	chr2	141242897	141243115	219	753	1315	1110.14
LRP1B_ex_2	chr2	141665412	141665650	239	538	992	836.682
KCNJ3_ex	chr2	155711255	155711854	600	762	1437	1251.72
NFE2L2_ex	chr2	178095482	178096587	1106	868	1685	1476.48
NFE2L2_ex_2	chr2	178096587	178096759	173	882	1469	1342.05
NFE2L2_ex_3	chr2	178097127	178097309	183	901	1496	1281.31
NFE2L2_ex_4	chr2	178097952	178098091	140	606	939	815.036
NFE2L2_ex_5	chr2	178098702	178099022	321	736	1734	1319.04
SF3B1_ex	chr2	198267256	198267583	328	458	1304	1004.8
ERBB4_ex	chr2	212286709	212286845	137	744	1119	971.672
ERBB4_ex_2	chr2	212288844	212289051	208	738	1237	1062.36
ERBB4_ex_3	chr2	212293094	212293234	141	736	1087	952.766
ERBB4_ex_4	chr2	212295644	212295847	204	741	1320	1130.05
ERBB4_ex_5	chr2	212426604	212426850	247	777	1383	1157.13
ERBB4_ex_6	chr2	212483874	212484009	136	712	1188	1038.71
ERBB4_ex_7	chr2	212488614	212488802	189	785	1417	1209.61
CUL3_ex	chr2	225338940	225339104	165	731	1281	1117.92
CUL3_ex_2	chr2	225342895	225343098	204	794	1328	1116.57
CUL3_ex_3	chr2	225346585	225346828	244	767	1447	1233.11
CUL3_ex_4	chr2	225360525	225360695	171	628	1296	1083.47
CUL3_ex_5	chr2	225362445	225362591	147	818	1382	1192.93
CUL3_ex_6	chr2	225365045	225365224	180	826	1290	1120.49
CUL3_ex_7	chr2	225367655	225367800	146	809	1217	1063.74
CUL3_ex_8	chr2	225368335	225368547	213	725	1235	1051.52
CUL3_ex_9	chr2	225370650	225370855	206	661	1333	1106.89
CUL3_ex_10	chr2	225371545	225371754	210	838	1340	1150.11
CUL3_ex_11	chr2	225376050	225376300	251	692	1173	1007.55
CUL3_ex_12	chr2	225378220	225378390	171	538	1027	857.111
CUL3_ex_13	chr2	225379295	225379508	214	791	1475	1219.66
CUL3_ex_14	chr2	225400220	225400397	178	748	1296	1123.9
CUL3_ex_15	chr2	225422350	225422599	250	271	1380	1006.07
CUL3_ex_16	chr2	225449620	225449754	135	551	874	743.281
ASB18_ex	chr2	237172815	237172971	157	670	988	858.408
RAF1_ex	chr3	12625987	12626199	213	847	1414	1209.62
RAF1_ex_2	chr3	12632272	12632487	216	666	1293	1077.44
RAF1_ex_3	chr3	12633172	12633310	139	800	1158	1034.01
MYD88_ex	chr3	38182589	38182802	214	563	1458	1170.24
CTNNB1_ex	chr3	41266046	41266203	158	781	1156	1021.23
FOXP1_ex	chr3	71015043	71015201	159	914	1370	1207.82
PDZRN3_ex	chr3	73432596	73433959	1364	671	1533	1277
ROBO1_ex	chr3	78766421	78766566	146	691	1063	934.959
ZIC4_ex	chr3	147108706	147109059	354	454	1001	832.181
ZIC4_ex_2	chr3	147113616	147114276	661	761	1480	1138.96
ZIC1_ex	chr3	147127941	147128721	781	635	1258	1033.3
ZIC1_ex_2	chr3	147128786	147128884	99	825	1200	1062.67
IQCJ_ex	chr3	158982995	158983175	181	873	1488	1264.15
MECOM_ex	chr3	168840358	168840506	149	793	1300	1130.74
MYNN_ex	chr3	169501222	169501373	152	840	1374	1174.28
SAMD7_ex	chr3	169646232	169646375	144	813	1244	1074.51
PHC3_ex	chr3	169896647	169896721	75	886	1115	1029.71
CLDN11_ex	chr3	170140951	170141100	150	657	1104	944.7
SLC2A2_ex	chr3	170716001	170716143	143	662	1036	907.706
PIK3CA_ex	chr3	178916514	178916999	486	758	1424	1221.86
PIK3CA_ex_2	chr3	178921304	178921594	291	822	1327	1158.33
PIK3CA_ex_3	chr3	178927964	178928132	169	718	1321	1115.52
PIK3CA_ex_4	chr3	178935989	178936159	171	568	1071	889.485
PIK3CA_ex_5	chr3	178951854	178952172	319	765	1307	1143.15
SOX2_ex	chr3	181430124	181430303	180	291	907	678.15
SOX2_ex_2	chr3	181430354	181430630	277	835	1392	1186.36
SOX2_ex_3	chr3	181430674	181430922	249	770	1264	1092.4
SOX2_ex_4	chr3	181430929	181431073	145	623	1132	938.048
ATP11B_ex	chr3	182584062	182584219	158	548	902	746.361
MCCC1_ex	chr3	182733212	182733363	152	712	1216	1060.06
MCF2L2_ex	chr3	183014776	183014924	149	933	1429	1235.09
KLHL6_ex	chr3	183273223	183273359	137	799	1260	1104.21
HTR3E_ex	chr3	183818283	183818415	133	822	1134	1022.13
TP63_ex	chr3	189455494	189455678	185	662	1167	973.573
TP63_ex_2	chr3	189526039	189526349	311	694	1295	1105.99
TP63_ex_3	chr3	189586344	189586525	182	784	1283	1110.1
GABRA2_ex	chr4	46252300	46252618	319	810	1466	1259.16
FRYL_ex	chr4	48622620	48622811	192	876	1451	1242.14
PDGFRA_ex	chr4	55139671	55139926	256	749	1329	1117.25
PDGFRA_ex_2	chr4	55140661	55140810	150	773	1228	1071.41
PDGFRA_ex_3	chr4	55140976	55141165	190	888	1327	1155.42
PDGFRA_ex_4	chr4	55143521	55143671	151	1005	1469	1295.95
PDGFRA_ex_5	chr4	55144041	55144214	174	630	1085	909.057
PDGFRA_ex_6	chr4	55144496	55144724	229	848	1375	1213.13
PDGFRA_ex_7	chr4	55146461	55146680	220	391	1093	852.009
PDGFRA_ex_8	chr4	55151506	55151679	174	753	1231	1092.66
PDGFRA_ex_9	chr4	55151986	55152174	189	631	1144	946.053
PDGFRA_ex_10	chr4	55153571	55153751	181	801	1185	1033.14
PDGFRA_ex_11	chr4	55154941	55155077	137	773	1103	994.533
PDGFRA_ex_12	chr4	55155151	55155322	172	1063	1445	1303.21
KIT_ex	chr4	55592001	55592232	232	791	1478	1242.92
KIT_ex_2	chr4	55593361	55593499	139	872	1327	1198.01
KIT_ex_3	chr4	55593551	55593724	174	910	1367	1236.5
KIT_ex_4	chr4	55593961	55594111	151	953	1316	1208.72
KIT_ex_5	chr4	55594151	55594327	177	878	1394	1231.47
KIT_ex_6	chr4	55595471	55595693	223	622	1141	928.112
KIT_ex_7	chr4	55597456	55597604	149	749	1073	954.309
KIT_ex_8	chr4	55598001	55598189	189	637	1615	1226.34
KIT_ex_9	chr4	55599211	55599391	181	706	1193	1008.5
KIT_ex_10	chr4	55602631	55602806	176	908	1451	1303
KIT_ex_11	chr4	55602856	55602999	144	823	1184	1092.83
KIT_ex_12	chr4	55603311	55603491	181	725	1208	1061.69
KDR_ex	chr4	55955013	55955154	142	816	1192	1055.33
KDR_ex_2	chr4	55962373	55962551	179	709	1162	1022.63
KDR_ex_3	chr4	55964278	55964468	191	681	1250	1054.03
FBXW7_ex	chr4	153247190	153247405	216	677	1203	1027.79
MARCH1_ex	chr4	164534436	164534688	253	819	1560	1282.85
TRIP13_ex	chr5	917097	917247	151	3241	4782	4212.07
NKD2_ex	chr5	1034312	1034466	155	3578	5698	4944.25
SLC6A19_ex	chr5	1216902	1217054	153	2555	4653	3950.86
TERT_ex	chr5	1295072	1295271	200	212	595	417.69
FBXL7_ex	chr5	15927993	15928621	629	2825	5516	4582.81
CDH18_ex	chr5	19473429	19473853	425	3348	6214	5361.31
CDH12_ex	chr5	21751830	21752361	532	4118	7848	7142.99
CDH12_ex_2	chr5	22078530	22078784	255	4749	7811	6927.29
CDH9_ex	chr5	26881229	26881749	521	1325	2351	2026.05
CDH9_ex_2	chr5	26906034	26906250	217	1148	1978	1687.27
CDH9_ex_3	chr5	26915729	26916048	320	1015	2021	1680.61
ADAMTS12_ex	chr5	33576138	33577189	1052	1442	2525	2180.66
ADAMTS12_ex_2	chr5	33683948	33684170	223	989	1573	1352.65
SLC45A2_ex	chr5	33947248	33947491	244	1203	2149	1844.03
UGT3A2_ex	chr5	36037928	36038001	74	1200	1483	1399.78
UGT3A2_ex_2	chr5	36038013	36038091	79	990	1423	1261.92
SKP2_ex	chr5	36183948	36184102	155	976	1789	1537.24
SLC1A3_ex	chr5	36679773	36679913	141	1010	1677	1460.94
NUP155_ex	chr5	37370928	37371073	146	722	1256	1063.29
EGFLAM_ex	chr5	38352293	38352437	145	1026	1653	1447.27
C9_ex	chr5	39306733	39306870	138	1172	1685	1492.13
HCN1_ex	chr5	45262028	45262905	878	1206	2355	2093.71
HCN1_ex_2	chr5	45267168	45267374	207	1289	2095	1822.61
HCN1_ex_3	chr5	45353198	45353353	156	923	1476	1285.11
HTR1A_ex	chr5	63256324	63257490	1167	786	1525	1294.93
HAPLN1_ex	chr5	82937302	82937528	227	455	873	736.062
FBN2_ex	chr5	127648290	127648512	223	772	1311	1130.24
PDGFRB_ex	chr5	149498288	149498434	147	1083	1687	1477.39
PDGFRB_ex_2	chr5	149499008	149499153	146	1058	1673	1436.79
PDGFRB_ex_3	chr5	149499553	149499723	171	1169	2023	1751.36
PDGFRB_ex_4	chr5	149500428	149500605	178	1179	1737	1533.46
PDGFRB_ex_5	chr5	149500738	149500927	190	994	1567	1366.78
PDGFRB_ex_6	chr5	149501418	149501626	209	981	1833	1529.95
PDGFRB_ex_7	chr5	149502573	149502798	226	992	2142	1726.39
PDGFRB_ex_8	chr5	149503788	149503961	174	1201	1749	1543.24
PDGFRB_ex_9	chr5	149504258	149504418	161	504	876	755.019
PDGFRB_ex_10	chr5	149504978	149505164	187	666	1410	1155.93
GABRA6_ex	chr5	161128482	161128768	287	1684	3787	3097.63
SLIT3_ex	chr5	168134946	168135167	222	1413	2494	2099.61
ROS1_ex	chr6	117609633	117609983	351	399	778	644.809
ROS1_ex_2	chr6	117622113	117622313	201	386	851	671.657
ROS1_ex_3	chr6	117629933	117630106	174	345	721	597.741
ROS1_ex_4	chr6	117631223	117631463	241	438	751	651.909
ROS1_ex_5	chr6	117632148	117632288	141	460	701	605.475
ROS1_ex_6	chr6	117638273	117638470	198	419	707	600.379
ROS1_ex_7	chr6	117639298	117639453	156	432	681	592.442
ROS1_ex_8	chr6	117641008	117641428	421	441	884	762.276
ROS1_ex_9	chr6	117641438	117642993	1556	339	847	689.345
ROS1_ex_10	chr6	117645158	117646127	970	580	856	716.637
ROS1_ex_11	chr6	117647288	117648778	1491	600	928	762.622
ROS1_ex_12	chr6	117648943	117650620	1678	605	913	764.953
ROS1_ex_13	chr6	117657883	117658535	653	356	757	604.818
PARK2_ex	chr6	161969889	161970031	143	502	703	609.58
PACRG_ex	chr6	163149267	163149420	154	759	1280	1084.06
C6orf118_ex	chr6	165715051	165715324	274	705	1328	1188.18
C6orf118_ex_2	chr6	165715336	165715696	361	944	1518	1366.04
HDAC9_ex	chr7	18705854	18706045	192	1381	2346	2062.44
POM121L12_ex	chr7	53103391	53104267	877	1414	2753	2275.3
VSTM2A_ex	chr7	54617611	54617769	159	1017	1845	1595.35
EGFR_ex	chr7	55241591	55241759	169	1512	2311	2037.92
EGFR_ex_2	chr7	55242381	55242526	146	1593	2391	2118.5
EGFR_ex_3	chr7	55248951	55249200	250	1578	2434	2182.13
EGFR_ex_4	chr7	55259376	55259601	226	1466	2682	2269.23
EGFR_ex_5	chr7	55260416	55260574	159	1310	2080	1826.3
EGFR_ex_6	chr7	55266386	55266601	216	1366	2550	2161.44
EGFR_ex_7	chr7	55267986	55268123	138	1713	2467	2175.83
LANCL2_ex	chr7	55492961	55493101	141	1697	2471	2204.37
ZNF713_ex	chr7	55990836	55990988	153	1446	2202	1943.52
ZAN_ex	chr7	100385525	100385744	220	1178	1995	1694.31
MET_ex	chr7	116411893	116412071	179	1853	3102	2657.21
MET_ex_2	chr7	116417408	116417550	143	1835	2717	2413.64
MET_ex_3	chr7	116418808	116419051	244	1713	2876	2473.63
MET_ex_4	chr7	116422018	116422192	175	1214	2048	1761.02
MET_ex_5	chr7	116423323	116423536	214	1930	2850	2578.48
MET_ex_6	chr7	116435673	116435857	185	1216	2555	2147.38
MET_ex_7	chr7	116435918	116436202	285	1713	3039	2667.14
KCND2_ex	chr7	119914661	119915728	1068	1266	2799	2400.32
GRM8_ex	chr7	126172979	126173946	968	1205	2937	2585.04
CHRM2_ex	chr7	136699601	136701045	1445	1515	3194	2706.87
BRAF_ex	chr7	140434372	140434446	75	1263	1680	1505.61
BRAF_ex_2	chr7	140434482	140434561	80	647	1523	1064.78
BRAF_ex_3	chr7	140439682	140439757	76	951	1187	1096.49
BRAF_ex_4	chr7	140449052	140449119	68	1282	1610	1489.63
BRAF_ex_5	chr7	140449177	140449255	79	908	1350	1194.53
BRAF_ex_6	chr7	140453047	140453225	179	1119	1797	1569.78
BRAF_ex_7	chr7	140453937	140454069	133	1355	2089	1843.81
BRAF_ex_8	chr7	140476747	140476828	82	985	1609	1351.8
BRAF_ex_9	chr7	140476842	140476919	78	1288	1746	1596.79
BRAF_ex_10	chr7	140477762	140477913	152	1336	2252	1958.59
BRAF_ex_11	chr7	140481379	140481507	129	450	868	736.558
CNTNAP2_ex	chr7	146829378	146829605	228	1462	2369	2054.07
CSMD1_ex	chr8	2855544	2855681	138	681	1025	889.138
SGCZ_ex	chr8	13959864	13960019	156	592	971	829.199
LPL_ex	chr8	19809280	19809487	208	1001	1404	1289.64
WHSC1L1_ex	chr8	38173423	38173569	147	757	1101	974.34
FGFR1_ex	chr8	38271413	38271567	155	674	1112	966.89
FGFR1_ex_2	chr8	38271643	38271843	201	794	1233	1070.25
FGFR1_ex_3	chr8	38272033	38272174	142	704	947	848.824
FGFR1_ex_4	chr8	38272268	38272446	179	840	1320	1154.86
FGFR1_ex_5	chr8	38273358	38273606	249	700	1371	1107.49
FGFR1_ex_6	chr8	38274798	38274969	172	574	909	790.424
FGFR1_ex_7	chr8	38275353	38275526	174	587	1217	990.454
DCAF4L2_ex	chr8	88885057	88885301	245	951	1546	1342.49
DCAF4L2_ex_2	chr8	88885302	88885455	154	871	1189	1035.17
DCAF4L2_ex_3	chr8	88885462	88885546	85	853	1025	927.235
DCAF4L2_ex_4	chr8	88885557	88886235	679	823	1606	1358.53
CSMD3_ex	chr8	113256609	113256816	208	781	1374	1145.99
CSMD3_ex_2	chr8	113301569	113301781	213	763	1293	1082.38
CSMD3_ex_3	chr8	113304734	113304955	222	721	1306	1095.89
CSMD3_ex_4	chr8	113568979	113569192	214	688	1261	1071.72
CSMD3_ex_5	chr8	113694634	113694887	254	725	1281	1092.02
CSMD3_ex_6	chr8	113697629	113697972	344	878	1451	1269.92
MYC_ex	chr8	128750807	128750953	147	615	1157	960.034
TG_ex	chr8	133905914	133906161	248	924	1642	1366.69
FAM135B_ex	chr8	139151207	139151354	148	617	1150	956.514
FAM135B_ex_2	chr8	139163432	139165467	2036	356	1569	1319.91
COL22A1_ex	chr8	139606232	139606449	218	623	1115	945.596
PTPRD_ex	chr9	8528610	8528754	145	779	1191	1030.52
CDKN2A_ex	chr9	21968154	21968293	140	724	1444	1178.04
CDKN2A_ex_2	chr9	21968669	21968817	149	703	1017	895.839
CDKN2A_ex_3	chr9	21970869	21971023	155	506	749	649.548
CDKN2A_ex_4	chr9	21971074	21971146	73	351	592	525.356
CDKN2A_ex_5	chr9	21974444	21974836	393	404	1646	1176.81
ASTN2_ex	chr9	119976629	119976988	360	687	1520	1218.86
ABL1_ex	chr9	133738125	133738431	307	942	1574	1376.93
ABL1_ex_2	chr9	133747485	133747622	138	739	1121	978.986
ABL1_ex_3	chr9	133748215	133748439	225	767	1333	1134.48
ABL1_ex_4	chr9	133750230	133750477	248	882	1315	1189.55
ABL1_ex_5	chr9	133753770	133753998	229	682	1209	1028.34
ABL1_ex_6	chr9	133755415	133755561	147	748	1179	1035.77
NOTCH1_ex	chr9	139390492	139392023	1532	567	1405	1150.69
NOTCH1_ex_2	chr9	139396697	139396976	280	241	941	675.864
NOTCH1_ex_3	chr9	139397602	139397822	221	597	1212	988.946
NOTCH1_ex_4	chr9	139399092	139399590	499	333	979	752.521
RET_ex	chr10	43606627	43609247	2621	12	1451	1247.74
RET_ex_2	chr10	43609672	43612193	2522	696	1533	1231.58
RET_ex_3	chr10	43613787	43613935	149	426	623	549.074
RET_ex_4	chr10	43614952	43615241	290	578	1107	884.986
RET_ex_5	chr10	43615497	43615675	179	759	1231	1065.79
RET_ex_6	chr10	43617347	43617495	149	845	1281	1111.6
RET_ex_7	chr10	43619092	43619274	183	941	1404	1215.95
RET_ex_8	chr10	43620297	43620443	147	877	1253	1125.74
GRID1_ex	chr10	87628744	87628948	205	841	1477	1236.11
PTEN_ex	chr10	89624272	89624350	79	891	1088	1008.59
PTEN_ex_2	chr10	89653752	89653825	74	438	711	599.378
PTEN_ex_3	chr10	89653832	89653909	78	523	756	674.423
PTEN_ex_4	chr10	89685272	89685376	105	578	759	697.295
PTEN_ex_5	chr10	89690752	89690894	143	685	1080	943.189
PTEN_ex_6	chr10	89692737	89692810	74	511	777	648.581
PTEN_ex_7	chr10	89692877	89692951	75	868	1030	978.267
PTEN_ex_8	chr10	89692972	89693037	66	696	986	864.212
PTEN_ex_9	chr10	89711887	89711966	80	625	758	703.4
PTEN_ex_10	chr10	89717577	89717776	200	440	1053	832.035
PTEN_ex_11	chr10	89720642	89720880	239	298	1184	869.741
PTEN_ex_12	chr10	89725022	89725169	148	468	759	659.432
FGFR2_ex	chr10	123243190	123243329	140	814	1183	1043.86
FGFR2_ex_2	chr10	123244880	123245060	181	746	1312	1158.77
FGFR2_ex_3	chr10	123246830	123246966	137	605	990	875.168
FGFR2_ex_4	chr10	123247475	123247652	178	713	1101	954.562
FGFR2_ex_5	chr10	123256010	123256272	263	710	1317	1115.87
FGFR2_ex_6	chr10	123257975	123258163	189	499	967	815.942
FGFR2_ex_7	chr10	123260315	123260496	182	686	1084	939.731
HRAS_ex	chr11	533740	533979	240	697	1257	1045.42
HRAS_ex_2	chr11	534190	534303	114	634	905	812.044
MS4A3_ex	chr11	59828607	59828816	210	644	1314	1084.63
MRGPRD_ex	chr11	68747893	68748040	148	696	1079	915.128
TPCN2_ex	chr11	68822653	68822798	146	522	802	695.014
MYEOV_ex	chr11	69063388	69063542	155	932	1412	1229.48
CCND1_ex	chr11	69458601	69458742	142	814	1157	1018.01
FGF3_ex	chr11	69631066	69631206	141	749	1172	1011.63
NCAM1_ex	chr11	113102866	113103090	225	679	1225	1042.2
NTM_ex	chr11	132081890	132082058	169	545	1171	950.189
ABCC9_ex	chr12	22068669	22068839	171	1079	1695	1459.71
KRAS_ex	chr12	25378518	25378628	111	743	1031	959.27
KRAS_ex_2	chr12	25378668	25378736	69	712	972	848.058
KRAS_ex_3	chr12	25380138	25380301	164	577	1077	918.915
KRAS_ex_4	chr12	25380308	25380385	78	525	927	737.577
KRAS_ex_5	chr12	25398223	25398302	80	361	455	425.913
IFLTD1_ex	chr12	25702298	25702436	139	766	1284	1102.06
MDM2_ex	chr12	69233264	69233407	144	3995	6075	5338.31
NAV3_ex	chr12	78400185	78400668	484	422	828	717.124
NAV3_ex_2	chr12	78400730	78401224	495	471	789	718.537
TUBA3C_ex	chr13	19748070	19748146	77	321	430	393.506
TPTE2_ex	chr13	20039425	20039497	73	348	430	401.37
MPHOSPH8_ex	chr13	20240560	20240714	155	388	577	500.968
PSPC1_ex	chr13	20346455	20346607	153	293	499	430.503
ZMYM5_ex	chr13	20412927	20413034	108	419	588	519.139
RB1_ex	chr13	48878015	48878209	195	82	269	187.585
RB1_ex_2	chr13	48881385	48881558	174	407	652	577.489
RB1_ex_3	chr13	48916700	48917022	323	395	760	662.991
RB1_ex_4	chr13	48919190	48919357	168	331	654	533.423
RB1_ex_5	chr13	48921900	48922036	137	320	493	421.912
RB1_ex_6	chr13	48923050	48923182	133	362	561	478.376
RB1_ex_7	chr13	48934130	48934295	166	432	687	591.38
RB1_ex_8	chr13	48936925	48937127	203	364	665	551.877
RB1_ex_9	chr13	48938995	48939127	133	353	529	465.632
RB1_ex_10	chr13	48941595	48941782	188	458	702	602.995
RB1_ex_11	chr13	48942630	48942761	132	416	621	552.417
RB1_ex_12	chr13	48947500	48947645	146	270	428	374.753
RB1_ex_13	chr13	48951030	48951209	180	438	720	615
RB1_ex_14	chr13	48953715	48953810	96	406	544	495.167
RB1_ex_15	chr13	48954170	48954235	66	159	333	229.758
RB1_ex_16	chr13	48954295	48954404	110	387	528	476.582
RB1_ex_17	chr13	48955375	48955626	252	359	678	588.548
LPAR6_ex	chr13	48985970	48986111	142	420	731	624.648
RB1_ex_18	chr13	49027105	49027282	178	293	581	480.831
RB1_ex_19	chr13	49030315	49030517	203	370	631	551.128
RB1_ex_20	chr13	49033800	49034007	208	466	740	634.668
RB1_ex_21	chr13	49037835	49037984	150	337	540	469.54
RB1_ex_22	chr13	49039110	49039277	168	159	638	435.357
RB1_ex_23	chr13	49039315	49039518	204	534	763	687.338
RB1_ex_24	chr13	49047430	49047576	147	352	590	490.653
RB1_ex_25	chr13	49050815	49050983	169	515	793	697.497
RB1_ex_26	chr13	49051440	49051572	133	315	495	428.887
RB1_ex_27	chr13	49054085	49054245	161	348	631	529.988
KLHL1_ex	chr13	70681316	70681856	541	752	1599	1394.54
SLITRK1_ex	chr13	84453597	84455634	2038	859	1707	1466.98
LRFN5_ex	chr14	42355817	42357220	1404	672	1514	1284.94
C14orf177_ex	chr14	99183471	99183646	176	662	1091	930.188
AKT1_ex	chr14	105246390	105246570	181	848	1333	1187.18
MKRN3_ex	chr15	23810934	23812061	1128	391	871	708.809
MKRN3_ex_2	chr15	23812104	23812496	393	475	847	724.338
MAP2K1_ex	chr15	66727329	66727602	274	326	506	430.522
MAP2K1_ex_2	chr15	66729049	66729123	75	376	567	480.96
MAP2K1_ex_3	chr15	66729139	66729253	115	351	585	500.27
MAP2K1_ex_4	chr15	66735574	66735650	77	267	447	355.377
MAP2K1_ex_5	chr15	66735664	66735738	75	384	481	445.76
MAP2K1_ex_6	chr15	66737009	66737088	80	262	311	286.562
MAP2K1_ex_7	chr15	66774059	66774241	183	373	613	532.049
MAP2K1_ex_8	chr15	66777294	66777550	257	348	826	678.276
MAP2K1_ex_9	chr15	66779539	66779676	138	311	576	488.558
MAP2K1_ex_10	chr15	66781504	66781654	151	332	515	449.185
MAP2K1_ex_11	chr15	66781994	66782146	153	355	660	547.712
MAP2K1_ex_12	chr15	66782804	66782984	181	415	640	554.525
TP53_ex	chr17	7572889	7573037	149	401	616	536.349
TP53_ex_2	chr17	7573894	7574051	158	260	455	391.772
TP53_ex_3	chr17	7576809	7576957	149	531	790	704.631
TP53_ex_4	chr17	7576984	7577173	190	352	656	570.979
TP53_ex_5	chr17	7577469	7577648	180	331	654	532.228
TP53_ex_6	chr17	7578154	7578326	173	402	589	530.653
TP53_ex_7	chr17	7578339	7578589	251	491	681	595.701
TP53_ex_8	chr17	7579289	7579605	317	435	752	614.142
TP53_ex_9	chr17	7579639	7579772	134	70	522	430.149
TP53_ex_10	chr17	7579804	7579954	151	431	612	559.245
POLDIP2_ex	chr17	26684291	26684509	219	105	495	347.32
ERBB2_ex	chr17	37879768	37879938	171	1060	2069	1693.47
ERBB2_ex_2	chr17	37880143	37880277	135	1270	1785	1586.87
ERBB2_ex_3	chr17	37880943	37881204	262	1166	1872	1619.78
ERBB2_ex_4	chr17	37881268	37881488	221	1344	1818	1650.22
ERBB2_ex_5	chr17	37881538	37881678	141	787	1515	1309.62
ERBB2_ex_6	chr17	37881938	37882156	219	1125	1975	1664.44
