Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TRIM58_ex	chr1	248039192	248039764	573	1314	3657	2901.13
DDX1_ex	chr2	15760345	15760498	154	477	728	628.792
MYCN_ex	chr2	16082505	16082642	138	31	72	55.0072
ALK_ex	chr2	29416068	29416797	730	724	3408	2689.18
ALK_ex_2	chr2	29419608	29419751	144	1220	1966	1697.03
ALK_ex_3	chr2	29420373	29420567	195	1545	2433	2114.82
ALK_ex_4	chr2	29430003	29430159	157	1159	1923	1639.31
ALK_ex_5	chr2	29432613	29432759	147	1401	2028	1790.51
ALK_ex_6	chr2	29436818	29436971	154	1122	1731	1506.47
ALK_ex_7	chr2	29443538	29443734	197	1140	1888	1589.5
ALK_ex_8	chr2	29445168	29445304	137	1450	2040	1854.51
ALK_ex_9	chr2	29445348	29445487	140	1079	1773	1497.61
ALK_ex_10	chr2	29446178	29446811	634	1433	2908	2456.64
ALK_ex_11	chr2	29446818	29448463	1646	1980	2871	2549.55
SLC8A1_ex	chr2	40655614	40657081	1468	1246	3108	2554.87
SLC8A1_ex_2	chr2	40657084	40657440	357	1737	2835	2500.38
LRRTM4_ex	chr2	77745452	77746964	1513	917	2524	1969.76
REG3A_ex	chr2	79384672	79384750	79	578	765	694.418
REG3A_ex_2	chr2	79384762	79384840	79	428	696	580.696
REG3A_ex_3	chr2	79385437	79385543	107	899	1215	1104.16
CTNNA2_ex	chr2	80085113	80085323	211	851	1743	1414.97
CTNNA2_ex_2	chr2	80101198	80101492	295	437	1589	1224.96
CTNNA2_ex_3	chr2	80136708	80136972	265	587	1118	949.581
LRRTM1_ex	chr2	80529410	80530860	1451	491	2237	1693.02
ST6GAL2_ex	chr2	107423111	107423415	305	802	1895	1496.11
CNTNAP5_ex	chr2	125261856	125262161	306	720	1602	1278.14
LRP1B_ex	chr2	141242897	141243115	219	949	1672	1391.29
LRP1B_ex_2	chr2	141665412	141665650	239	576	1097	913.787
KCNJ3_ex	chr2	155711255	155711854	600	960	2055	1727.79
NFE2L2_ex	chr2	178095482	178096587	1106	1084	2574	2028.97
NFE2L2_ex_2	chr2	178096587	178096759	173	1168	1960	1727.08
NFE2L2_ex_3	chr2	178097127	178097309	183	1173	1890	1600.21
NFE2L2_ex_4	chr2	178097952	178098091	140	615	890	786.793
NFE2L2_ex_5	chr2	178098702	178099022	321	918	2379	1759.41
SF3B1_ex	chr2	198267256	198267583	328	334	1509	1105.95
ERBB4_ex	chr2	212286709	212286845	137	935	1344	1190.08
ERBB4_ex_2	chr2	212288844	212289051	208	974	1522	1318.54
ERBB4_ex_3	chr2	212293094	212293234	141	893	1258	1124.27
ERBB4_ex_4	chr2	212295644	212295847	204	873	1711	1414.61
ERBB4_ex_5	chr2	212426604	212426850	247	1014	1863	1535.49
ERBB4_ex_6	chr2	212483874	212484009	136	842	1365	1195.05
ERBB4_ex_7	chr2	212488614	212488802	189	835	1813	1422.97
CUL3_ex	chr2	225338940	225339104	165	976	1537	1349.42
CUL3_ex_2	chr2	225342895	225343098	204	967	1623	1360.37
CUL3_ex_3	chr2	225346585	225346828	244	1116	1969	1691.9
CUL3_ex_4	chr2	225360525	225360695	171	829	1593	1324.23
CUL3_ex_5	chr2	225362445	225362591	147	1122	1711	1494
CUL3_ex_6	chr2	225365045	225365224	180	1035	1671	1420.83
CUL3_ex_7	chr2	225367655	225367800	146	1042	1470	1321.83
CUL3_ex_8	chr2	225368335	225368547	213	856	1467	1245.21
CUL3_ex_9	chr2	225370650	225370855	206	925	1691	1414.51
CUL3_ex_10	chr2	225371545	225371754	210	1059	1733	1462.39
CUL3_ex_11	chr2	225376050	225376300	251	886	1581	1305.29
CUL3_ex_12	chr2	225378220	225378390	171	636	1138	960.251
CUL3_ex_13	chr2	225379295	225379508	214	1050	2083	1688.23
CUL3_ex_14	chr2	225400220	225400397	178	911	1695	1434.85
CUL3_ex_15	chr2	225422350	225422599	250	268	1671	1152.82
CUL3_ex_16	chr2	225449620	225449754	135	631	921	793.815
ASB18_ex	chr2	237172815	237172971	157	747	1094	965.42
RAF1_ex	chr3	12625987	12626199	213	1078	1810	1539.65
RAF1_ex_2	chr3	12632272	12632487	216	699	1557	1270.04
RAF1_ex_3	chr3	12633172	12633310	139	971	1439	1292.37
MYD88_ex	chr3	38182589	38182802	214	684	1836	1441.58
CTNNB1_ex	chr3	41266046	41266203	158	976	1410	1225.53
FOXP1_ex	chr3	71015043	71015201	159	1105	1689	1487.5
PDZRN3_ex	chr3	73432596	73433959	1364	804	2002	1615.35
ROBO1_ex	chr3	78766421	78766566	146	820	1265	1101.57
ZIC4_ex	chr3	147108706	147109059	354	496	1199	945.353
ZIC4_ex_2	chr3	147113616	147114276	661	948	1942	1449.84
ZIC1_ex	chr3	147127941	147128721	781	700	1590	1239.42
ZIC1_ex_2	chr3	147128786	147128884	99	979	1479	1251.07
IQCJ_ex	chr3	158982995	158983175	181	1139	1907	1619.8
MECOM_ex	chr3	168840358	168840506	149	1007	1530	1350.84
MYNN_ex	chr3	169501222	169501373	152	1163	1696	1476.96
SAMD7_ex	chr3	169646232	169646375	144	1039	1491	1301.94
PHC3_ex	chr3	169896647	169896721	75	1039	1208	1146.85
CLDN11_ex	chr3	170140951	170141100	150	773	1343	1136.15
SLC2A2_ex	chr3	170716001	170716143	143	788	1143	1013.49
PIK3CA_ex	chr3	178916514	178916999	486	922	2152	1709.43
PIK3CA_ex_2	chr3	178921304	178921594	291	991	1828	1540.6
PIK3CA_ex_3	chr3	178927964	178928132	169	897	1735	1449.46
PIK3CA_ex_4	chr3	178935989	178936159	171	736	1247	1077.88
PIK3CA_ex_5	chr3	178951854	178952172	319	949	1639	1380.03
SOX2_ex	chr3	181430124	181430303	180	298	1086	707.822
SOX2_ex_2	chr3	181430354	181430630	277	1055	1935	1563
SOX2_ex_3	chr3	181430674	181430922	249	926	1485	1259.41
SOX2_ex_4	chr3	181430929	181431073	145	701	1344	1051.34
ATP11B_ex	chr3	182584062	182584219	158	614	924	780.608
MCCC1_ex	chr3	182733212	182733363	152	873	1374	1205.97
MCF2L2_ex	chr3	183014776	183014924	149	1156	1730	1513.73
KLHL6_ex	chr3	183273223	183273359	137	945	1394	1221.75
HTR3E_ex	chr3	183818283	183818415	133	955	1337	1189.08
TP63_ex	chr3	189455494	189455678	185	843	1454	1225.63
TP63_ex_2	chr3	189526039	189526349	311	840	1622	1338.66
TP63_ex_3	chr3	189586344	189586525	182	994	1527	1335.3
GABRA2_ex	chr4	46252300	46252618	319	1060	2053	1691.22
FRYL_ex	chr4	48622620	48622811	192	1224	1863	1585.99
PDGFRA_ex	chr4	55139671	55139926	256	923	1700	1416.93
PDGFRA_ex_2	chr4	55140661	55140810	150	901	1374	1210.53
PDGFRA_ex_3	chr4	55140976	55141165	190	1151	1614	1440.97
PDGFRA_ex_4	chr4	55143521	55143671	151	1331	1930	1710.34
PDGFRA_ex_5	chr4	55144041	55144214	174	759	1272	1083.83
PDGFRA_ex_6	chr4	55144496	55144724	229	964	1712	1454.01
PDGFRA_ex_7	chr4	55146461	55146680	220	288	1363	997.168
PDGFRA_ex_8	chr4	55151506	55151679	174	1025	1645	1454.01
PDGFRA_ex_9	chr4	55151986	55152174	189	489	1320	997.048
PDGFRA_ex_10	chr4	55153571	55153751	181	954	1447	1245.57
PDGFRA_ex_11	chr4	55154941	55155077	137	901	1234	1127.2
PDGFRA_ex_12	chr4	55155151	55155322	172	1370	1911	1697.75
KIT_ex	chr4	55592001	55592232	232	1044	1996	1647.96
KIT_ex_2	chr4	55593361	55593499	139	1097	1789	1548.02
KIT_ex_3	chr4	55593551	55593724	174	1143	1773	1592.38
KIT_ex_4	chr4	55593961	55594111	151	1176	1656	1496.68
KIT_ex_5	chr4	55594151	55594327	177	1159	1742	1571.74
KIT_ex_6	chr4	55595471	55595693	223	691	1309	1072.87
KIT_ex_7	chr4	55597456	55597604	149	871	1218	1098.68
KIT_ex_8	chr4	55598001	55598189	189	654	2004	1489.74
KIT_ex_9	chr4	55599211	55599391	181	803	1290	1106.53
KIT_ex_10	chr4	55602631	55602806	176	1245	1840	1649.41
KIT_ex_11	chr4	55602856	55602999	144	983	1538	1343.33
KIT_ex_12	chr4	55603311	55603491	181	838	1355	1208.93
KDR_ex	chr4	55955013	55955154	142	993	1389	1242.77
KDR_ex_2	chr4	55962373	55962551	179	6	1225	749.698
KDR_ex_3	chr4	55964278	55964468	191	847	1508	1271.15
FBXW7_ex	chr4	153247190	153247405	216	833	1516	1249.92
MARCH1_ex	chr4	164534436	164534688	253	1052	2149	1739.81
TRIP13_ex	chr5	917097	917247	151	3715	5393	4820.62
NKD2_ex	chr5	1034312	1034466	155	4300	6984	5998.21
SLC6A19_ex	chr5	1216902	1217054	153	2921	5141	4390.54
TERT_ex	chr5	1295072	1295271	200	175	412	298.145
FBXL7_ex	chr5	15927993	15928621	629	2940	7527	5480.32
CDH18_ex	chr5	19473429	19473853	425	4260	7695	6822.05
CDH12_ex	chr5	21751830	21752361	532	5028	7713	7083.52
CDH12_ex_2	chr5	22078530	22078784	255	6050	7658	7309.76
CDH9_ex	chr5	26881229	26881749	521	1689	3053	2702.59
CDH9_ex_2	chr5	26906034	26906250	217	1446	2779	2284.94
CDH9_ex_3	chr5	26915729	26916048	320	1267	2705	2176.43
ADAMTS12_ex	chr5	33576138	33577189	1052	1963	3628	3092.25
ADAMTS12_ex_2	chr5	33683948	33684170	223	1087	1770	1501.48
SLC45A2_ex	chr5	33947248	33947491	244	1586	2950	2457.79
UGT3A2_ex	chr5	36037928	36038001	74	1364	1669	1568.97
UGT3A2_ex_2	chr5	36038013	36038091	79	1049	1584	1388.06
SKP2_ex	chr5	36183948	36184102	155	1263	2115	1859.2
SLC1A3_ex	chr5	36679773	36679913	141	1245	1951	1695.8
NUP155_ex	chr5	37370928	37371073	146	785	1241	1061.65
EGFLAM_ex	chr5	38352293	38352437	145	1234	1827	1623.57
C9_ex	chr5	39306733	39306870	138	1459	2063	1838.78
HCN1_ex	chr5	45262028	45262905	878	1674	3433	2846.39
HCN1_ex_2	chr5	45267168	45267374	207	1751	2880	2461.99
HCN1_ex_3	chr5	45353198	45353353	156	1134	1721	1489.06
HTR1A_ex	chr5	63256324	63257490	1167	858	2128	1665.81
HAPLN1_ex	chr5	82937302	82937528	227	492	926	755.665
FBN2_ex	chr5	127648290	127648512	223	918	1551	1323.52
PDGFRB_ex	chr5	149498288	149498434	147	1302	1880	1664.01
PDGFRB_ex_2	chr5	149499008	149499153	146	1222	1872	1625.21
PDGFRB_ex_3	chr5	149499553	149499723	171	1549	2593	2239.54
PDGFRB_ex_4	chr5	149500428	149500605	178	1417	2145	1865.21
PDGFRB_ex_5	chr5	149500738	149500927	190	1185	1791	1553.54
PDGFRB_ex_6	chr5	149501418	149501626	209	900	2312	1831.13
PDGFRB_ex_7	chr5	149502573	149502798	226	1311	2775	2257.95
PDGFRB_ex_8	chr5	149503788	149503961	174	1356	2057	1761.64
PDGFRB_ex_9	chr5	149504258	149504418	161	426	888	719.199
PDGFRB_ex_10	chr5	149504978	149505164	187	757	1428	1185.21
GABRA6_ex	chr5	161128482	161128768	287	2122	5153	4101.88
SLIT3_ex	chr5	168134946	168135167	222	1685	3001	2498.7
ROS1_ex	chr6	117609633	117609983	351	471	1008	805.094
ROS1_ex_2	chr6	117622113	117622313	201	467	1037	821.776
ROS1_ex_3	chr6	117629933	117630106	174	484	892	749.822
ROS1_ex_4	chr6	117631223	117631463	241	256	928	691.062
ROS1_ex_5	chr6	117632148	117632288	141	575	876	751.887
ROS1_ex_6	chr6	117638273	117638470	198	510	801	670.672
ROS1_ex_7	chr6	117639298	117639453	156	534	794	693.212
ROS1_ex_8	chr6	117641008	117641428	421	554	1276	1080.9
ROS1_ex_9	chr6	117641438	117642993	1556	213	1196	924.434
ROS1_ex_10	chr6	117645158	117646127	970	768	1180	999.579
ROS1_ex_11	chr6	117647288	117648778	1491	184	1332	1010.43
ROS1_ex_12	chr6	117648943	117650620	1678	790	1311	1106.01
ROS1_ex_13	chr6	117657883	117658535	653	406	998	792.335
PARK2_ex	chr6	161969889	161970031	143	471	680	591.287
PACRG_ex	chr6	163149267	163149420	154	912	1443	1249.67
C6orf118_ex	chr6	165715051	165715324	274	855	1757	1519.19
C6orf118_ex_2	chr6	165715336	165715696	361	1310	2079	1802.49
HDAC9_ex	chr7	18705854	18706045	192	1650	2856	2464.75
POM121L12_ex	chr7	53103391	53104267	877	1614	3685	2826.75
VSTM2A_ex	chr7	54617611	54617769	159	1080	2013	1729.45
EGFR_ex	chr7	55241591	55241759	169	1700	2674	2333.68
EGFR_ex_2	chr7	55242381	55242526	146	1900	2805	2488.97
EGFR_ex_3	chr7	55248951	55249200	250	1778	2976	2585.7
EGFR_ex_4	chr7	55259376	55259601	226	1861	3459	2876.45
EGFR_ex_5	chr7	55260416	55260574	159	1382	2238	1962.2
EGFR_ex_6	chr7	55266386	55266601	216	1810	3193	2703.93
EGFR_ex_7	chr7	55267986	55268123	138	2127	3091	2717.28
LANCL2_ex	chr7	55492961	55493101	141	2248	2950	2681.33
ZNF713_ex	chr7	55990836	55990988	153	1931	2709	2418.58
ZAN_ex	chr7	100385525	100385744	220	1353	2373	1962.18
MET_ex	chr7	116411893	116412071	179	2580	4160	3558.08
MET_ex_2	chr7	116417408	116417550	143	2478	3526	3190.17
MET_ex_3	chr7	116418808	116419051	244	2370	3976	3386.72
MET_ex_4	chr7	116422018	116422192	175	1348	2194	1898.61
MET_ex_5	chr7	116423323	116423536	214	2634	3960	3540.73
MET_ex_6	chr7	116435673	116435857	185	1502	3334	2713.81
MET_ex_7	chr7	116435918	116436202	285	2272	4028	3505.71
KCND2_ex	chr7	119914661	119915728	1068	1456	4016	3127.89
GRM8_ex	chr7	126172979	126173946	968	1490	4141	3588.9
CHRM2_ex	chr7	136699601	136701045	1445	1797	4509	3831.35
BRAF_ex	chr7	140434372	140434446	75	1350	1927	1664.95
BRAF_ex_2	chr7	140434482	140434561	80	573	1538	1011.41
BRAF_ex_3	chr7	140439682	140439757	76	901	1110	1038.07
BRAF_ex_4	chr7	140449052	140449119	68	1450	1788	1663.63
BRAF_ex_5	chr7	140449177	140449255	79	913	1452	1223.19
BRAF_ex_6	chr7	140453047	140453225	179	1242	2023	1779.08
BRAF_ex_7	chr7	140453937	140454069	133	1711	2560	2295.62
BRAF_ex_8	chr7	140476747	140476828	82	1154	1927	1581.35
BRAF_ex_9	chr7	140476842	140476919	78	1417	1999	1817.99
BRAF_ex_10	chr7	140477762	140477913	152	1696	2752	2418.82
BRAF_ex_11	chr7	140481379	140481507	129	453	782	672.07
CNTNAP2_ex	chr7	146829378	146829605	228	1757	2994	2509.33
CSMD1_ex	chr8	2855544	2855681	138	748	1113	975.775
SGCZ_ex	chr8	13959864	13960019	156	653	1070	906.314
LPL_ex	chr8	19809280	19809487	208	1249	1891	1638.12
WHSC1L1_ex	chr8	38173423	38173569	147	853	1234	1091.67
FGFR1_ex	chr8	38271413	38271567	155	768	1147	1022.61
FGFR1_ex_2	chr8	38271643	38271843	201	973	1462	1264.71
FGFR1_ex_3	chr8	38272033	38272174	142	760	1057	935.289
FGFR1_ex_4	chr8	38272268	38272446	179	918	1541	1334.94
FGFR1_ex_5	chr8	38273358	38273606	249	841	1698	1356.12
FGFR1_ex_6	chr8	38274798	38274969	172	597	971	835.663
FGFR1_ex_7	chr8	38275353	38275526	174	711	1391	1138.56
DCAF4L2_ex	chr8	88885057	88885301	245	1243	2049	1748.14
DCAF4L2_ex_2	chr8	88885302	88885455	154	1005	1483	1248.96
DCAF4L2_ex_3	chr8	88885462	88885546	85	1024	1301	1148.58
DCAF4L2_ex_4	chr8	88885557	88886235	679	1037	2270	1842.81
CSMD3_ex	chr8	113256609	113256816	208	1082	1855	1555.4
CSMD3_ex_2	chr8	113301569	113301781	213	931	1610	1358.45
CSMD3_ex_3	chr8	113304734	113304955	222	910	1670	1379.43
CSMD3_ex_4	chr8	113568979	113569192	214	873	1693	1400.41
CSMD3_ex_5	chr8	113694634	113694887	254	905	1763	1447.04
CSMD3_ex_6	chr8	113697629	113697972	344	1180	1988	1684.71
MYC_ex	chr8	128750807	128750953	147	763	1349	1122.36
TG_ex	chr8	133905914	133906161	248	1129	1965	1616.58
FAM135B_ex	chr8	139151207	139151354	148	755	1264	1076.3
FAM135B_ex_2	chr8	139163432	139165467	2036	405	2295	1815.78
COL22A1_ex	chr8	139606232	139606449	218	650	1236	1037.44
PTPRD_ex	chr9	8528610	8528754	145	805	1319	1108.43
CDKN2A_ex	chr9	21968154	21968293	140	783	1774	1442.54
CDKN2A_ex_2	chr9	21968669	21968817	149	788	1147	1003.94
CDKN2A_ex_3	chr9	21970869	21971023	155	515	727	644.548
CDKN2A_ex_4	chr9	21971074	21971146	73	322	531	467.575
CDKN2A_ex_5	chr9	21974444	21974836	393	441	2042	1410.01
ASTN2_ex	chr9	119976629	119976988	360	834	2105	1599.18
ABL1_ex	chr9	133738125	133738431	307	1200	2080	1808.06
ABL1_ex_2	chr9	133747485	133747622	138	947	1324	1179.01
ABL1_ex_3	chr9	133748215	133748439	225	932	1678	1400.87
ABL1_ex_4	chr9	133750230	133750477	248	1054	1680	1474.28
ABL1_ex_5	chr9	133753770	133753998	229	898	1577	1332.15
ABL1_ex_6	chr9	133755415	133755561	147	963	1428	1274.09
NOTCH1_ex	chr9	139390492	139392023	1532	658	1780	1431.47
NOTCH1_ex_2	chr9	139396697	139396976	280	279	1037	740.643
NOTCH1_ex_3	chr9	139397602	139397822	221	703	1374	1136.39
NOTCH1_ex_4	chr9	139399092	139399590	499	305	1058	801.804
RET_ex	chr10	43606627	43609247	2621	13	1939	1525.93
RET_ex_2	chr10	43609672	43612193	2522	826	2101	1533.08
RET_ex_3	chr10	43613787	43613935	149	402	594	525.154
RET_ex_4	chr10	43614952	43615241	290	578	1181	933.279
RET_ex_5	chr10	43615497	43615675	179	922	1534	1305.52
RET_ex_6	chr10	43617347	43617495	149	1036	1581	1338.79
RET_ex_7	chr10	43619092	43619274	183	1063	1622	1385.94
RET_ex_8	chr10	43620297	43620443	147	1019	1440	1303.12
GRID1_ex	chr10	87628744	87628948	205	1128	1931	1609.53
PTEN_ex	chr10	89624272	89624350	79	985	1193	1106.32
PTEN_ex_2	chr10	89653752	89653825	74	454	717	602.014
PTEN_ex_3	chr10	89653832	89653909	78	551	760	682.897
PTEN_ex_4	chr10	89685272	89685376	105	594	780	714.019
PTEN_ex_5	chr10	89690752	89690894	143	852	1259	1116.68
PTEN_ex_6	chr10	89692737	89692810	74	492	863	668.77
PTEN_ex_7	chr10	89692877	89692951	75	1028	1191	1127.51
PTEN_ex_8	chr10	89692972	89693037	66	836	1135	1007.79
PTEN_ex_9	chr10	89711887	89711966	80	582	707	660.95
PTEN_ex_10	chr10	89717577	89717776	200	533	1174	945.565
PTEN_ex_11	chr10	89720642	89720880	239	200	1368	948.477
PTEN_ex_12	chr10	89725022	89725169	148	653	956	847.831
FGFR2_ex	chr10	123243190	123243329	140	969	1433	1265.81
FGFR2_ex_2	chr10	123244880	123245060	181	903	1695	1471.72
FGFR2_ex_3	chr10	123246830	123246966	137	722	1111	986.839
FGFR2_ex_4	chr10	123247475	123247652	178	774	1373	1169.06
FGFR2_ex_5	chr10	123256010	123256272	263	818	1657	1376.41
FGFR2_ex_6	chr10	123257975	123258163	189	552	1089	910.889
FGFR2_ex_7	chr10	123260315	123260496	182	758	1210	1042.71
HRAS_ex	chr11	533740	533979	240	782	1493	1189.55
HRAS_ex_2	chr11	534190	534303	114	680	992	883.298
MS4A3_ex	chr11	59828607	59828816	210	822	1727	1385.2
MRGPRD_ex	chr11	68747893	68748040	148	796	1166	1012.84
TPCN2_ex	chr11	68822653	68822798	146	542	770	677.164
MYEOV_ex	chr11	69063388	69063542	155	1076	1753	1509.56
CCND1_ex	chr11	69458601	69458742	142	958	1446	1264.15
FGF3_ex	chr11	69631066	69631206	141	828	1276	1119.73
NCAM1_ex	chr11	113102866	113103090	225	792	1474	1224.5
NTM_ex	chr11	132081890	132082058	169	636	1290	1055.83
ABCC9_ex	chr12	22068669	22068839	171	1256	1984	1715.05
KRAS_ex	chr12	25378518	25378628	111	910	1251	1161.2
KRAS_ex_2	chr12	25378668	25378736	69	790	1109	934.159
KRAS_ex_3	chr12	25380138	25380301	164	714	1280	1079.8
KRAS_ex_4	chr12	25380308	25380385	78	596	1052	857.641
KRAS_ex_5	chr12	25398223	25398302	80	327	407	377.562
IFLTD1_ex	chr12	25702298	25702436	139	1009	1502	1308.87
MDM2_ex	chr12	69233264	69233407	144	4528	6504	5738.31
NAV3_ex	chr12	78400185	78400668	484	541	1194	945.983
NAV3_ex_2	chr12	78400730	78401224	495	540	1130	969.83
TUBA3C_ex	chr13	19748070	19748146	77	280	372	341.117
TPTE2_ex	chr13	20039425	20039497	73	349	428	397.452
MPHOSPH8_ex	chr13	20240560	20240714	155	400	599	521.206
PSPC1_ex	chr13	20346455	20346607	153	334	569	491.307
ZMYM5_ex	chr13	20412927	20413034	108	519	687	611.963
RB1_ex	chr13	48878015	48878209	195	73	227	160.692
RB1_ex_2	chr13	48881385	48881558	174	533	857	755.034
RB1_ex_3	chr13	48916700	48917022	323	560	1047	880.495
RB1_ex_4	chr13	48919190	48919357	168	401	754	628.952
RB1_ex_5	chr13	48921900	48922036	137	368	543	470.292
RB1_ex_6	chr13	48923050	48923182	133	396	591	511.053
RB1_ex_7	chr13	48934130	48934295	166	502	763	671.651
RB1_ex_8	chr13	48936925	48937127	203	483	795	667.167
RB1_ex_9	chr13	48938995	48939127	133	419	623	535.541
RB1_ex_10	chr13	48941595	48941782	188	525	818	709.543
RB1_ex_11	chr13	48942630	48942761	132	546	770	685.477
RB1_ex_12	chr13	48947500	48947645	146	302	452	395.87
RB1_ex_13	chr13	48951030	48951209	180	570	927	799.794
RB1_ex_14	chr13	48953715	48953810	96	294	490	423.375
RB1_ex_15	chr13	48954170	48954235	66	78	245	149.591
RB1_ex_16	chr13	48954295	48954404	110	363	533	477.355
RB1_ex_17	chr13	48955375	48955626	252	434	957	790.341
LPAR6_ex	chr13	48985970	48986111	142	555	922	793.507
RB1_ex_18	chr13	49027105	49027282	178	354	655	557.433
RB1_ex_19	chr13	49030315	49030517	203	133	545	329.956
RB1_ex_20	chr13	49033800	49034007	208	82	811	552.808
RB1_ex_21	chr13	49037835	49037984	150	359	545	490.493
RB1_ex_22	chr13	49039110	49039277	168	37	767	434.423
RB1_ex_23	chr13	49039315	49039518	204	715	996	881.456
RB1_ex_24	chr13	49047430	49047576	147	471	740	624.701
RB1_ex_25	chr13	49050815	49050983	169	707	1013	891.74
RB1_ex_26	chr13	49051440	49051572	133	355	526	463.06
RB1_ex_27	chr13	49054085	49054245	161	411	720	603.845
KLHL1_ex	chr13	70681316	70681856	541	920	2141	1794.8
SLITRK1_ex	chr13	84453597	84455634	2038	1104	2431	2073.86
LRFN5_ex	chr14	42355817	42357220	1404	1002	2145	1777.07
C14orf177_ex	chr14	99183471	99183646	176	808	1301	1107.09
AKT1_ex	chr14	105246390	105246570	181	1044	1653	1467.2
MKRN3_ex	chr15	23810934	23812061	1128	446	1207	931.286
MKRN3_ex_2	chr15	23812104	23812496	393	624	1138	969.064
MAP2K1_ex	chr15	66727329	66727602	274	306	552	454.325
MAP2K1_ex_2	chr15	66729049	66729123	75	392	623	509.773
MAP2K1_ex_3	chr15	66729139	66729253	115	388	668	557.843
MAP2K1_ex_4	chr15	66735574	66735650	77	282	448	364.662
MAP2K1_ex_5	chr15	66735664	66735738	75	417	505	464.653
MAP2K1_ex_6	chr15	66737009	66737088	80	262	324	295.025
MAP2K1_ex_7	chr15	66774059	66774241	183	439	719	616.383
MAP2K1_ex_8	chr15	66777294	66777550	257	446	1127	893.942
MAP2K1_ex_9	chr15	66779539	66779676	138	349	605	513.101
MAP2K1_ex_10	chr15	66781504	66781654	151	324	515	452.384
MAP2K1_ex_11	chr15	66781994	66782146	153	428	697	591.451
MAP2K1_ex_12	chr15	66782804	66782984	181	462	689	606.403
TP53_ex	chr17	7572889	7573037	149	474	771	647.53
TP53_ex_2	chr17	7573894	7574051	158	271	494	418.633
TP53_ex_3	chr17	7576809	7576957	149	755	1023	925.611
TP53_ex_4	chr17	7576984	7577173	190	428	832	674.042
TP53_ex_5	chr17	7577469	7577648	180	327	878	667.256
TP53_ex_6	chr17	7578154	7578326	173	410	667	581.416
TP53_ex_7	chr17	7578339	7578589	251	609	893	751.454
TP53_ex_8	chr17	7579289	7579605	317	215	968	698.568
TP53_ex_9	chr17	7579639	7579772	134	23	496	207.619
TP53_ex_10	chr17	7579804	7579954	151	475	800	685.974
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1414	2539	2113.72
ERBB2_ex_2	chr17	37880143	37880277	135	1666	2202	1984.06
