Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
WHSC1L1_ex	chr8	38173423	38173569	147	960	1475	1294.53
FGFR1_ex	chr8	38271413	38271567	155	1032	1526	1367.68
FGFR1_ex_2	chr8	38271643	38271843	201	1186	1778	1560.29
FGFR1_ex_3	chr8	38272033	38272174	142	992	1341	1219.71
FGFR1_ex_4	chr8	38272268	38272446	179	1361	2159	1896.9
FGFR1_ex_5	chr8	38273358	38273606	249	981	2270	1772.2
FGFR1_ex_6	chr8	38274798	38274969	172	886	1355	1193.19
FGFR1_ex_7	chr8	38275353	38275526	174	884	1640	1378.41
DCAF4L2_ex	chr8	88885057	88885301	245	2279	3339	2956.71
DCAF4L2_ex_2	chr8	88885302	88885455	154	1676	2511	2079.34
DCAF4L2_ex_3	chr8	88885462	88885546	85	1603	1980	1781.58
DCAF4L2_ex_4	chr8	88885557	88886235	679	1767	3800	3043.21
CSMD3_ex	chr8	113256609	113256816	208	1848	3099	2621.18
CSMD3_ex_2	chr8	113301569	113301781	213	1513	2857	2379.55
CSMD3_ex_3	chr8	113304734	113304955	222	1652	2919	2475.37
CSMD3_ex_4	chr8	113568979	113569192	214	1489	2862	2388.87
CSMD3_ex_5	chr8	113694634	113694887	254	1712	3050	2600.07
CSMD3_ex_6	chr8	113697629	113697972	344	1992	3388	3013.57
MYC_ex	chr8	128750807	128750953	147	3742	7534	6334.23
TG_ex	chr8	133905914	133906161	248	2327	4111	3457.21
FAM135B_ex	chr8	139151207	139151354	148	1496	2560	2190.14
FAM135B_ex_2	chr8	139163432	139165467	2036	485	4189	3484.95
COL22A1_ex	chr8	139606232	139606449	218	1319	2496	2058.64
PTPRD_ex	chr9	8528610	8528754	145	1026	1534	1339.98
CDKN2A_ex	chr9	21968154	21968293	140	704	1475	1166.01
CDKN2A_ex_2	chr9	21968669	21968817	149	713	1027	905.228
CDKN2A_ex_3	chr9	21970869	21971023	155	427	601	528.265
CDKN2A_ex_4	chr9	21971074	21971146	73	293	470	419.753
CDKN2A_ex_5	chr9	21974444	21974836	393	399	1623	1151.52
ASTN2_ex	chr9	119976629	119976988	360	1024	2436	1922.16
ABL1_ex	chr9	133738125	133738431	307	1702	3013	2592.18
ABL1_ex_2	chr9	133747485	133747622	138	1429	2120	1863.97
ABL1_ex_3	chr9	133748215	133748439	225	1301	2696	2194.24
ABL1_ex_4	chr9	133750230	133750477	248	1832	2720	2432.57
ABL1_ex_5	chr9	133753770	133753998	229	1463	2473	2123.73
ABL1_ex_6	chr9	133755415	133755561	147	1455	2239	1961.22
NOTCH1_ex	chr9	139390492	139392023	1532	1127	2903	2432.64
NOTCH1_ex_2	chr9	139396697	139396976	280	496	1732	1249.87
NOTCH1_ex_3	chr9	139397602	139397822	221	1190	2288	1904.51
NOTCH1_ex_4	chr9	139399092	139399590	499	734	1928	1498.75
RET_ex	chr10	43606627	43609247	2621	986	3239	2688.38
RET_ex_2	chr10	43609672	43612193	2522	1284	3440	2550.57
RET_ex_3	chr10	43613787	43613935	149	654	992	873.631
RET_ex_4	chr10	43614952	43615241	290	971	2020	1567.7
RET_ex_5	chr10	43615497	43615675	179	1524	2444	2109.89
RET_ex_6	chr10	43617347	43617495	149	1585	2421	2125.31
RET_ex_7	chr10	43619092	43619274	183	1607	2511	2166.67
RET_ex_8	chr10	43620297	43620443	147	1542	2398	2122.05
GRID1_ex	chr10	87628744	87628948	205	1526	2612	2207.6
PTEN_ex	chr10	89624272	89624350	79	1007	1238	1145.04
PTEN_ex_2	chr10	89653752	89653825	74	606	937	801.054
PTEN_ex_3	chr10	89653832	89653909	78	725	983	894.167
PTEN_ex_4	chr10	89685272	89685376	105	657	870	799.19
PTEN_ex_5	chr10	89690752	89690894	143	1045	1719	1487.89
PTEN_ex_6	chr10	89692737	89692810	74	654	1026	838.419
PTEN_ex_7	chr10	89692877	89692951	75	1227	1471	1380.95
PTEN_ex_8	chr10	89692972	89693037	66	1084	1466	1321.74
PTEN_ex_9	chr10	89711887	89711966	80	776	893	851.8
PTEN_ex_10	chr10	89717577	89717776	200	653	1517	1215.2
PTEN_ex_11	chr10	89720642	89720880	239	599	1849	1398.63
PTEN_ex_12	chr10	89725022	89725169	148	703	1124	989.831
FGFR2_ex	chr10	123243190	123243329	140	1229	1849	1662.38
FGFR2_ex_2	chr10	123244880	123245060	181	1247	2237	1915.22
FGFR2_ex_3	chr10	123246830	123246966	137	922	1544	1368.07
FGFR2_ex_4	chr10	123247475	123247652	178	1154	1852	1596.79
FGFR2_ex_5	chr10	123256010	123256272	263	1162	2160	1822.85
FGFR2_ex_6	chr10	123257975	123258163	189	796	1560	1316.45
FGFR2_ex_7	chr10	123260315	123260496	182	969	1607	1382.46
HRAS_ex	chr11	533740	533979	240	1411	2291	1956.49
HRAS_ex_2	chr11	534190	534303	114	1036	1621	1438.18
MS4A3_ex	chr11	59828607	59828816	210	1136	2317	1886.87
MRGPRD_ex	chr11	68747893	68748040	148	1340	1966	1694.57
TPCN2_ex	chr11	68822653	68822798	146	851	1276	1112.86
MYEOV_ex	chr11	69063388	69063542	155	1738	2818	2478.06
CCND1_ex	chr11	69458601	69458742	142	1531	2127	1896.69
FGF3_ex	chr11	69631066	69631206	141	1493	2223	1944.04
NCAM1_ex	chr11	113102866	113103090	225	1273	2538	2068.61
NTM_ex	chr11	132081890	132082058	169	981	1990	1615.11
ABCC9_ex	chr12	22068669	22068839	171	1143	1897	1627.09
KRAS_ex	chr12	25378518	25378628	111	1306	1838	1684.06
KRAS_ex_2	chr12	25378668	25378736	69	1023	1543	1289.42
KRAS_ex_3	chr12	25380138	25380301	164	1043	1745	1536.04
KRAS_ex_4	chr12	25380308	25380385	78	840	1462	1180.68
KRAS_ex_5	chr12	25398223	25398302	80	540	650	615.325
IFLTD1_ex	chr12	25702298	25702436	139	1242	1876	1643.84
MDM2_ex	chr12	69233264	69233407	144	1037	1519	1336.33
NAV3_ex	chr12	78400185	78400668	484	1318	2592	2099.86
NAV3_ex_2	chr12	78400730	78401224	495	1192	2482	2133.27
TUBA3C_ex	chr13	19748070	19748146	77	414	506	471.013
TPTE2_ex	chr13	20039425	20039497	73	801	967	910.918
MPHOSPH8_ex	chr13	20240560	20240714	155	1065	1570	1385.61
PSPC1_ex	chr13	20346455	20346607	153	936	1425	1263.87
ZMYM5_ex	chr13	20412927	20413034	108	1263	1626	1491.19
RB1_ex	chr13	48878015	48878209	195	198	639	450.815
RB1_ex_2	chr13	48881385	48881558	174	1197	1882	1639.9
RB1_ex_3	chr13	48916700	48917022	323	1233	2054	1775.47
RB1_ex_4	chr13	48919190	48919357	168	954	1744	1458.93
RB1_ex_5	chr13	48921900	48922036	137	797	1232	1078.5
RB1_ex_6	chr13	48923050	48923182	133	941	1368	1183.7
RB1_ex_7	chr13	48934130	48934295	166	1054	1740	1486.19
RB1_ex_8	chr13	48936925	48937127	203	1114	1894	1584.79
RB1_ex_9	chr13	48938995	48939127	133	980	1334	1204.78
RB1_ex_10	chr13	48941595	48941782	188	1183	1723	1525.95
RB1_ex_11	chr13	48942630	48942761	132	1277	1808	1590.91
RB1_ex_12	chr13	48947500	48947645	146	785	1152	1021.14
RB1_ex_13	chr13	48951030	48951209	180	1228	2003	1725.73
RB1_ex_14	chr13	48953715	48953810	96	868	1171	1069.62
RB1_ex_15	chr13	48954170	48954235	66	358	754	528.394
RB1_ex_16	chr13	48954295	48954404	110	840	1269	1134.43
RB1_ex_17	chr13	48955375	48955626	252	988	2011	1664.05
LPAR6_ex	chr13	48985970	48986111	142	1263	1892	1674.72
RB1_ex_18	chr13	49027105	49027282	178	881	1475	1272.16
RB1_ex_19	chr13	49030315	49030517	203	964	1794	1511.57
RB1_ex_20	chr13	49033800	49034007	208	1264	2036	1764.96
RB1_ex_21	chr13	49037835	49037984	150	753	1194	1053.87
RB1_ex_22	chr13	49039110	49039277	168	413	1498	1049.46
RB1_ex_23	chr13	49039315	49039518	204	1441	2177	1885.19
RB1_ex_24	chr13	49047430	49047576	147	1048	1569	1372.86
RB1_ex_25	chr13	49050815	49050983	169	1565	2395	2095.64
RB1_ex_26	chr13	49051440	49051572	133	688	1089	956.233
RB1_ex_27	chr13	49054085	49054245	161	854	1415	1198.54
KLHL1_ex	chr13	70681316	70681856	541	1082	2318	1979.78
SLITRK1_ex	chr13	84453597	84455634	2038	1164	2608	2257.13
LRFN5_ex	chr14	42355817	42357220	1404	1148	3020	2484.55
C14orf177_ex	chr14	99183471	99183646	176	1325	2108	1797.31
AKT1_ex	chr14	105246390	105246570	181	1799	2954	2575.24
MKRN3_ex	chr15	23810934	23812061	1128	1335	3182	2563.26
MKRN3_ex_2	chr15	23812104	23812496	393	1529	2858	2488.66
MAP2K1_ex	chr15	66727329	66727602	274	969	1624	1311.66
MAP2K1_ex_2	chr15	66729049	66729123	75	1192	1798	1527.71
MAP2K1_ex_3	chr15	66729139	66729253	115	1181	1832	1609.06
MAP2K1_ex_4	chr15	66735574	66735650	77	958	1464	1223.08
MAP2K1_ex_5	chr15	66735664	66735738	75	1297	1646	1512.19
MAP2K1_ex_6	chr15	66737009	66737088	80	828	1032	960.538
MAP2K1_ex_7	chr15	66774059	66774241	183	1218	1949	1667.2
MAP2K1_ex_8	chr15	66777294	66777550	257	1474	2947	2443.42
MAP2K1_ex_9	chr15	66779539	66779676	138	959	1736	1486.33
MAP2K1_ex_10	chr15	66781504	66781654	151	881	1454	1264.63
MAP2K1_ex_11	chr15	66781994	66782146	153	1172	1771	1547.51
MAP2K1_ex_12	chr15	66782804	66782984	181	1166	1927	1656.41
TP53_ex	chr17	7572889	7573037	149	1170	1963	1666.31
TP53_ex_2	chr17	7573894	7574051	158	745	1217	1063.65
TP53_ex_3	chr17	7576809	7576957	149	1908	2455	2258.05
TP53_ex_4	chr17	7576984	7577173	190	1062	2039	1729.06
TP53_ex_5	chr17	7577469	7577648	180	857	1870	1524.25
