#STAMP depth report v1.2
#date=Sat Feb  6 11:30:58 PST 2016
#bam=SampleB.barcode-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130725
#min=0
#max=3630
#avg=2061.74
#med=2095
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
PDZRN3_ex	chr3	73432596	73433959	1364	1058	3003	2257.97	2331.5
ROBO1_ex	chr3	78766421	78766566	146	1175	1789	1586.46	1632.5
ZIC4_ex	chr3	147108706	147109059	354	700	1639	1304.94	1381
ZIC4_ex_2	chr3	147113616	147114276	661	1477	2696	2109.1	2051
ZIC1_ex	chr3	147127941	147128721	781	915	2497	1752.45	1702
ZIC1_ex_2	chr3	147128786	147128884	99	1571	2237	1892.13	1941
IQCJ_ex	chr3	158982995	158983175	181	1659	2540	2187.76	2241
MECOM_ex	chr3	168840358	168840506	149	1197	1720	1540.35	1592
MYNN_ex	chr3	169501222	169501373	152	1418	2168	1905.01	1929
SAMD7_ex	chr3	169646232	169646375	144	1456	2069	1813.14	1813
PHC3_ex	chr3	169896647	169896721	75	1305	1652	1546.64	1569
CLDN11_ex	chr3	170140951	170141100	150	1136	1788	1568.47	1627.5
SLC2A2_ex	chr3	170716001	170716143	143	1061	1570	1378.88	1393
PIK3CA_ex	chr3	178916514	178916999	486	1387	2986	2436.25	2551
PIK3CA_ex_2	chr3	178921304	178921594	291	1369	2664	2223.12	2321
PIK3CA_ex_3	chr3	178927964	178928132	169	1237	2332	1946.72	2037
PIK3CA_ex_4	chr3	178935989	178936159	171	1057	1711	1491.66	1545
PIK3CA_ex_5	chr3	178951854	178952172	319	1234	2337	1970.92	2085
SOX2_ex	chr3	181430124	181430303	180	366	1507	948.678	951.5
SOX2_ex_2	chr3	181430354	181430630	277	1325	2591	2080.22	2152
SOX2_ex_3	chr3	181430674	181430922	249	1312	1864	1650.06	1730
SOX2_ex_4	chr3	181430929	181431073	145	876	1672	1331.2	1368
ATP11B_ex	chr3	182584062	182584219	158	754	1196	1024.7	1054
MCCC1_ex	chr3	182733212	182733363	152	1353	2037	1768.55	1828
MCF2L2_ex	chr3	183014776	183014924	149	1368	2011	1777.29	1782
KLHL6_ex	chr3	183273223	183273359	137	1518	2111	1871.3	1885
HTR3E_ex	chr3	183818283	183818415	133	1342	1874	1673.59	1714
TP63_ex	chr3	189455494	189455678	185	1175	1869	1597.28	1645
TP63_ex_2	chr3	189526039	189526349	311	955	2062	1700.45	1757
TP63_ex_3	chr3	189586344	189586525	182	1201	1956	1681.04	1720.5
GABRA2_ex	chr4	46252300	46252618	319	1402	2877	2318.87	2409
FRYL_ex	chr4	48622620	48622811	192	1639	2608	2250.74	2302.5
PDGFRA_ex	chr4	55139671	55139926	256	1224	2184	1834.83	1876.5
PDGFRA_ex_2	chr4	55140661	55140810	150	1388	2158	1883.28	1944
PDGFRA_ex_3	chr4	55140976	55141165	190	1684	2332	2065.51	2103
PDGFRA_ex_4	chr4	55143521	55143671	151	1893	2839	2525.99	2584
PDGFRA_ex_5	chr4	55144041	55144214	174	1165	1795	1572.08	1628.5
PDGFRA_ex_6	chr4	55144496	55144724	229	1339	2310	1978.71	2046
PDGFRA_ex_7	chr4	55146461	55146680	220	402	1683	1247.6	1397
PDGFRA_ex_8	chr4	55151506	55151679	174	1625	2591	2258.3	2333
PDGFRA_ex_9	chr4	55151986	55152174	189	338	1622	1150.68	1245
PDGFRA_ex_10	chr4	55153571	55153751	181	1252	1915	1656.38	1703
PDGFRA_ex_11	chr4	55154941	55155077	137	1278	1931	1706.55	1771
PDGFRA_ex_12	chr4	55155151	55155322	172	2117	2921	2599.44	2606.5
KIT_ex	chr4	55592001	55592232	232	1397	2623	2183.12	2257.5
KIT_ex_2	chr4	55593361	55593499	139	1565	2478	2115.29	2197
KIT_ex_3	chr4	55593551	55593724	174	1716	2657	2372.41	2468
KIT_ex_4	chr4	55593961	55594111	151	1597	2398	2177.84	2280
KIT_ex_5	chr4	55594151	55594327	177	1698	2541	2283.64	2381
KIT_ex_6	chr4	55595471	55595693	223	1025	1885	1597.48	1697
KIT_ex_7	chr4	55597456	55597604	149	1110	1740	1516.64	1579
KIT_ex_8	chr4	55598001	55598189	189	856	2538	1907.79	1967
KIT_ex_9	chr4	55599211	55599391	181	1149	1769	1546.97	1615
KIT_ex_10	chr4	55602631	55602806	176	1654	2719	2375.88	2484.5
KIT_ex_11	chr4	55602856	55602999	144	1265	2131	1751.25	1813
KIT_ex_12	chr4	55603311	55603491	181	1230	1839	1667.99	1728
KDR_ex	chr4	55955013	55955154	142	1340	1892	1652.72	1685.5
KDR_ex_2	chr4	55962373	55962551	179	1198	1941	1696.42	1762
KDR_ex_3	chr4	55964278	55964468	191	1117	1771	1511.27	1550
FBXW7_ex	chr4	153247190	153247405	216	1133	2081	1762.19	1844
MARCH1_ex	chr4	164534436	164534688	253	1521	2989	2406.86	2465
TRIP13_ex	chr5	917097	917247	151	1164	1680	1485.86	1531
NKD2_ex	chr5	1034312	1034466	155	1379	2168	1884.45	1932
SLC6A19_ex	chr5	1216902	1217054	153	918	1656	1409.6	1440
TERT_ex	chr5	1295072	1295271	200	42	132	96.5	99
FBXL7_ex	chr5	15927993	15928621	629	977	2654	1906.69	2111
CDH18_ex	chr5	19473429	19473853	425	1390	2854	2379.06	2502
CDH12_ex	chr5	21751830	21752361	532	1250	3419	2610.42	2785
CDH12_ex_2	chr5	22078530	22078784	255	1473	2849	2364.28	2430
CDH9_ex	chr5	26881229	26881749	521	1665	3178	2658.41	2791
CDH9_ex_2	chr5	26906034	26906250	217	1420	2683	2230.16	2357
CDH9_ex_3	chr5	26915729	26916048	320	1315	2745	2236.89	2369.5
ADAMTS12_ex	chr5	33576138	33577189	1052	1925	3630	3195.14	3295
ADAMTS12_ex_2	chr5	33683948	33684170	223	1050	1721	1461.86	1486
SLC45A2_ex	chr5	33947248	33947491	244	1792	2913	2520.87	2654
UGT3A2_ex	chr5	36037928	36038001	74	1255	1604	1504.77	1542.5
UGT3A2_ex_2	chr5	36038013	36038091	79	1014	1549	1336.73	1370
SKP2_ex	chr5	36183948	36184102	155	1340	2231	1957.7	2033
SLC1A3_ex	chr5	36679773	36679913	141	1287	2141	1825.73	1898
NUP155_ex	chr5	37370928	37371073	146	765	1203	1027.34	1040
EGFLAM_ex	chr5	38352293	38352437	145	1209	1895	1666.67	1721
C9_ex	chr5	39306733	39306870	138	1270	1789	1601.25	1612
HCN1_ex	chr5	45262028	45262905	878	1527	3034	2617.78	2686.5
HCN1_ex_2	chr5	45267168	45267374	207	1689	2814	2397.55	2479
HCN1_ex_3	chr5	45353198	45353353	156	1131	1690	1479.35	1529.5
HTR1A_ex	chr5	63256324	63257490	1167	1022	2840	2162.2	2211
HAPLN1_ex	chr5	82937302	82937528	227	577	1031	862.537	887
FBN2_ex	chr5	127648290	127648512	223	1189	2115	1757.37	1809
PDGFRB_ex	chr5	149498288	149498434	147	1336	1927	1712.46	1756
PDGFRB_ex_2	chr5	149499008	149499153	146	1359	2111	1790.98	1817.5
PDGFRB_ex_3	chr5	149499553	149499723	171	1749	2651	2300.75	2335
PDGFRB_ex_4	chr5	149500428	149500605	178	1317	2069	1805.36	1849
PDGFRB_ex_5	chr5	149500738	149500927	190	1202	1849	1577.04	1609
PDGFRB_ex_6	chr5	149501418	149501626	209	1265	2464	2015.13	2077
PDGFRB_ex_7	chr5	149502573	149502798	226	1479	2849	2330.31	2393
PDGFRB_ex_8	chr5	149503788	149503961	174	1333	2011	1754.35	1812.5
PDGFRB_ex_9	chr5	149504258	149504418	161	430	801	672.224	701
PDGFRB_ex_10	chr5	149504978	149505164	187	818	1440	1193.85	1233
GABRA6_ex	chr5	161128482	161128768	287	934	2187	1729.63	1824
SLIT3_ex	chr5	168134946	168135167	222	1261	2325	1899.18	1958.5
ROS1_ex	chr6	117609633	117609983	351	1068	2090	1721.1	1781
ROS1_ex_2	chr6	117622113	117622313	201	1300	2497	2049.48	2100
ROS1_ex_3	chr6	117629933	117630106	174	1239	2139	1835.24	1888
ROS1_ex_4	chr6	117631223	117631463	241	1318	2266	1933.19	2024
ROS1_ex_5	chr6	117632148	117632288	141	1390	1984	1776.38	1820
ROS1_ex_6	chr6	117638273	117638470	198	1192	1805	1548.86	1566.5
ROS1_ex_7	chr6	117639298	117639453	156	1181	1648	1479.67	1518.5
ROS1_ex_8	chr6	117641008	117641428	421	1308	3097	2494.32	2601
ROS1_ex_9	chr6	117641438	117642993	1556	433	2868	2366.44	2517
ROS1_ex_10	chr6	117645158	117646127	970	2028	3079	2554.12	2530
ROS1_ex_11	chr6	117647288	117648778	1491	641	3111	2547.36	2602
ROS1_ex_12	chr6	117648943	117650620	1678	2062	3176	2719.19	2792
ROS1_ex_13	chr6	117657883	117658535	653	1000	2714	2206.48	2448
PARK2_ex	chr6	161969889	161970031	143	634	871	773.301	782
PACRG_ex	chr6	163149267	163149420	154	1113	1778	1555.49	1585.5
C6orf118_ex	chr6	165715051	165715324	274	1095	2409	2034.68	2216
C6orf118_ex_2	chr6	165715336	165715696	361	1872	3119	2664.04	2731
HDAC9_ex	chr7	18705854	18706045	192	1370	2301	1999.12	2067.5
POM121L12_ex	chr7	53103391	53104267	877	1108	2613	2044.38	2169
VSTM2A_ex	chr7	54617611	54617769	159	826	1422	1241	1251
EGFR_ex	chr7	55241591	55241759	169	1405	2076	1830.53	1865
EGFR_ex_2	chr7	55242381	55242526	146	1480	2278	1993.93	2018.5
EGFR_ex_3	chr7	55248951	55249200	250	1399	2191	1937.59	2007
EGFR_ex_4	chr7	55259376	55259601	226	1490	2678	2264.8	2335
EGFR_ex_5	chr7	55260416	55260574	159	1093	1684	1480.64	1518
EGFR_ex_6	chr7	55266386	55266601	216	1409	2373	2017.9	2104
EGFR_ex_7	chr7	55267986	55268123	138	1698	2265	2012.85	2037.5
LANCL2_ex	chr7	55492961	55493101	141	1793	2540	2261.69	2314
ZNF713_ex	chr7	55990836	55990988	153	1495	2178	1921.52	1962
ZAN_ex	chr7	100385525	100385744	220	640	1296	1051.05	1119.5
MET_ex	chr7	116411893	116412071	179	1882	2935	2513.65	2563
MET_ex_2	chr7	116417408	116417550	143	1764	2483	2222.8	2271
MET_ex_3	chr7	116418808	116419051	244	1708	2782	2400.2	2468
MET_ex_4	chr7	116422018	116422192	175	987	1494	1286.22	1315
MET_ex_5	chr7	116423323	116423536	214	1955	2826	2499.9	2589
MET_ex_6	chr7	116435673	116435857	185	1161	2529	2045.37	2168
MET_ex_7	chr7	116435918	116436202	285	1602	2986	2564.97	2695
KCND2_ex	chr7	119914661	119915728	1068	1085	3128	2411.35	2494
GRM8_ex	chr7	126172979	126173946	968	1058	3065	2653.56	2800
CHRM2_ex	chr7	136699601	136701045	1445	1402	3412	2822.37	2890
BRAF_ex	chr7	140434372	140434446	75	997	1434	1241.09	1255
BRAF_ex_2	chr7	140434482	140434561	80	407	1140	759.725	760
BRAF_ex_3	chr7	140439682	140439757	76	614	740	690.039	691.5
BRAF_ex_4	chr7	140449052	140449119	68	878	1177	1041.75	1048.5
BRAF_ex_5	chr7	140449177	140449255	79	668	1062	884.734	901
BRAF_ex_6	chr7	140453047	140453225	179	921	1445	1243.85	1264
BRAF_ex_7	chr7	140453937	140454069	133	1331	2018	1793.86	1827
BRAF_ex_8	chr7	140476747	140476828	82	934	1513	1256.66	1313
BRAF_ex_9	chr7	140476842	140476919	78	1078	1533	1370.92	1429
BRAF_ex_10	chr7	140477762	140477913	152	1249	1973	1745.3	1786
BRAF_ex_11	chr7	140481379	140481507	129	325	471	416.798	431
CNTNAP2_ex	chr7	146829378	146829605	228	1183	2193	1809.82	1861.5
CSMD1_ex	chr8	2855544	2855681	138	1047	1511	1330.53	1347
SGCZ_ex	chr8	13959864	13960019	156	863	1433	1222.69	1248
LPL_ex	chr8	19809280	19809487	208	1844	2572	2305.14	2367.5
WHSC1L1_ex	chr8	38173423	38173569	147	1178	1724	1518.87	1526
FGFR1_ex	chr8	38271413	38271567	155	977	1541	1396.48	1455
FGFR1_ex_2	chr8	38271643	38271843	201	1175	1972	1696.33	1770
FGFR1_ex_3	chr8	38272033	38272174	142	1068	1476	1311.89	1344
FGFR1_ex_4	chr8	38272268	38272446	179	1394	2282	2001.75	2042
FGFR1_ex_5	chr8	38273358	38273606	249	981	2301	1809.63	1885
FGFR1_ex_6	chr8	38274798	38274969	172	899	1446	1258.61	1300
FGFR1_ex_7	chr8	38275353	38275526	174	1017	1761	1501.91	1557.5
DCAF4L2_ex	chr8	88885057	88885301	245	1734	2704	2371.76	2437
DCAF4L2_ex_2	chr8	88885302	88885455	154	1298	2073	1660.49	1656.5
DCAF4L2_ex_3	chr8	88885462	88885546	85	1235	1501	1364.85	1342
DCAF4L2_ex_4	chr8	88885557	88886235	679	1345	3161	2478.09	2578
CSMD3_ex	chr8	113256609	113256816	208	1404	2392	2022.51	2051
CSMD3_ex_2	chr8	113301569	113301781	213	1083	2141	1761.82	1809
CSMD3_ex_3	chr8	113304734	113304955	222	1268	2128	1780.21	1833.5
CSMD3_ex_4	chr8	113568979	113569192	214	1208	2163	1810.61	1896
CSMD3_ex_5	chr8	113694634	113694887	254	1197	2132	1823.35	1889
CSMD3_ex_6	chr8	113697629	113697972	344	1578	2555	2247.99	2353
MYC_ex	chr8	128750807	128750953	147	1210	2011	1710.54	1778
TG_ex	chr8	133905914	133906161	248	1709	2929	2443.13	2518.5
FAM135B_ex	chr8	139151207	139151354	148	987	1799	1539.33	1606.5
FAM135B_ex_2	chr8	139163432	139165467	2036	481	3098	2465.07	2578
COL22A1_ex	chr8	139606232	139606449	218	786	1544	1282.95	1347.5
PTPRD_ex	chr9	8528610	8528754	145	1340	2064	1742.37	1774
CDKN2A_ex	chr9	21968154	21968293	140	859	2074	1649.66	1777.5
CDKN2A_ex_2	chr9	21968669	21968817	149	1070	1547	1351.83	1375
CDKN2A_ex_3	chr9	21970869	21971023	155	638	842	743.832	741
CDKN2A_ex_4	chr9	21971074	21971146	73	388	633	556.384	578
CDKN2A_ex_5	chr9	21974444	21974836	393	610	2610	1799.85	1860
ASTN2_ex	chr9	119976629	119976988	360	1164	2731	2114.93	2193
ABL1_ex	chr9	133738125	133738431	307	1587	2774	2388.99	2454
ABL1_ex_2	chr9	133747485	133747622	138	1434	2005	1791.67	1824
ABL1_ex_3	chr9	133748215	133748439	225	1261	2479	2037.11	2101
ABL1_ex_4	chr9	133750230	133750477	248	1693	2544	2244.35	2345.5
ABL1_ex_5	chr9	133753770	133753998	229	1417	2421	2068.93	2144
ABL1_ex_6	chr9	133755415	133755561	147	1519	2147	1876.84	1909
NOTCH1_ex	chr9	139390492	139392023	1532	917	2651	2181.73	2176.5
NOTCH1_ex_2	chr9	139396697	139396976	280	476	1445	1066.69	1114.5
NOTCH1_ex_3	chr9	139397602	139397822	221	1059	2054	1704.73	1743
NOTCH1_ex_4	chr9	139399092	139399590	499	602	1548	1237.78	1312
RET_ex	chr10	43606627	43609247	2621	1559	3404	2687.56	2715
RET_ex_2	chr10	43609672	43612193	2522	1249	3327	2504.39	2490.5
RET_ex_3	chr10	43613787	43613935	149	677	975	868.188	874
RET_ex_4	chr10	43614952	43615241	290	862	1763	1387.3	1437
RET_ex_5	chr10	43615497	43615675	179	1458	2545	2171.5	2247
RET_ex_6	chr10	43617347	43617495	149	1596	2304	2050.58	2100
RET_ex_7	chr10	43619092	43619274	183	1529	2246	1962.66	1994
RET_ex_8	chr10	43620297	43620443	147	1500	2301	2040.47	2077
GRID1_ex	chr10	87628744	87628948	205	1633	2811	2373.04	2432
PTEN_ex	chr10	89624272	89624350	79	1200	1439	1325.09	1328
PTEN_ex_2	chr10	89653752	89653825	74	675	1054	896.892	906.5
PTEN_ex_3	chr10	89653832	89653909	78	864	1146	1038.87	1069
PTEN_ex_4	chr10	89685272	89685376	105	829	1080	992.657	1011
PTEN_ex_5	chr10	89690752	89690894	143	892	1834	1455.31	1486
PTEN_ex_6	chr10	89692737	89692810	74	739	1146	941.419	941.5
PTEN_ex_7	chr10	89692877	89692951	75	1459	1753	1652.67	1687
PTEN_ex_8	chr10	89692972	89693037	66	1218	1727	1510.7	1513.5
PTEN_ex_9	chr10	89711887	89711966	80	771	960	900.013	912
PTEN_ex_10	chr10	89717577	89717776	200	805	1644	1338.56	1392
PTEN_ex_11	chr10	89720642	89720880	239	223	1844	1263.13	1440
PTEN_ex_12	chr10	89725022	89725169	148	861	1252	1111.59	1149.5
FGFR2_ex	chr10	123243190	123243329	140	1303	1992	1776.59	1834
FGFR2_ex_2	chr10	123244880	123245060	181	1462	2334	2051.22	2126
FGFR2_ex_3	chr10	123246830	123246966	137	905	1403	1223.45	1266
FGFR2_ex_4	chr10	123247475	123247652	178	1307	1994	1707.97	1756
FGFR2_ex_5	chr10	123256010	123256272	263	1122	2419	1950.51	2070
FGFR2_ex_6	chr10	123257975	123258163	189	774	1572	1303.4	1369
FGFR2_ex_7	chr10	123260315	123260496	182	1086	1759	1520.38	1560
HRAS_ex	chr11	533740	533979	240	1311	2462	1997.72	2055
HRAS_ex_2	chr11	534190	534303	114	1019	1540	1351.96	1402
MS4A3_ex	chr11	59828607	59828816	210	1060	2165	1748.36	1792
MRGPRD_ex	chr11	68747893	68748040	148	1149	1715	1483.43	1489
TPCN2_ex	chr11	68822653	68822798	146	667	938	828.267	845.5
MYEOV_ex	chr11	69063388	69063542	155	1760	2659	2336.96	2370
CCND1_ex	chr11	69458601	69458742	142	1362	1974	1720.91	1747
FGF3_ex	chr11	69631066	69631206	141	1291	1900	1672.08	1690
NCAM1_ex	chr11	113102866	113103090	225	1087	2221	1798.45	1896
NTM_ex	chr11	132081890	132082058	169	977	1875	1550.03	1625
ABCC9_ex	chr12	22068669	22068839	171	1067	1836	1577.85	1640
KRAS_ex	chr12	25378518	25378628	111	1361	1934	1751.85	1804
KRAS_ex_2	chr12	25378668	25378736	69	1226	1719	1471.57	1451
KRAS_ex_3	chr12	25380138	25380301	164	1136	1862	1633.93	1685.5
KRAS_ex_4	chr12	25380308	25380385	78	900	1568	1284.81	1290.5
KRAS_ex_5	chr12	25398223	25398302	80	516	606	565.013	564
IFLTD1_ex	chr12	25702298	25702436	139	1327	1914	1680.39	1736
MDM2_ex	chr12	69233264	69233407	144	947	1285	1141.98	1161.5
NAV3_ex	chr12	78400185	78400668	484	1348	2912	2314.82	2268.5
NAV3_ex_2	chr12	78400730	78401224	495	1296	2753	2341.83	2435
TUBA3C_ex	chr13	19748070	19748146	77	406	513	473.091	473
TPTE2_ex	chr13	20039425	20039497	73	780	933	872.301	876
MPHOSPH8_ex	chr13	20240560	20240714	155	1030	1619	1410.57	1443
PSPC1_ex	chr13	20346455	20346607	153	874	1343	1178.44	1216
ZMYM5_ex	chr13	20412927	20413034	108	1213	1646	1506.13	1527.5
RB1_ex	chr13	48878015	48878209	195	233	672	488.241	504
RB1_ex_2	chr13	48881385	48881558	174	1410	2149	1919.09	2000.5
RB1_ex_3	chr13	48916700	48917022	323	1510	2447	2167.72	2292
RB1_ex_4	chr13	48919190	48919357	168	1238	2082	1797.31	1838.5
RB1_ex_5	chr13	48921900	48922036	137	914	1319	1155.98	1166
RB1_ex_6	chr13	48923050	48923182	133	1030	1524	1326.39	1333
RB1_ex_7	chr13	48934130	48934295	166	1226	1945	1706.83	1745
RB1_ex_8	chr13	48936925	48937127	203	1315	2178	1841.76	1890
RB1_ex_9	chr13	48938995	48939127	133	1085	1443	1302.59	1326
