#STAMP depth report v1.2
#date=Sat Feb  6 11:23:37 PST 2016
#bam=SampleA.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=53
#max=2021
#avg=1190.58
#med=1203
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
CUL3_ex_16	chr2	225449620	225449754	135	695	1026	894.067	906
ASB18_ex	chr2	237172815	237172971	157	652	1037	869.962	886
RAF1_ex	chr3	12625987	12626199	213	847	1306	1156.69	1202
RAF1_ex_2	chr3	12632272	12632487	216	626	1205	1006.79	1037
RAF1_ex_3	chr3	12633172	12633310	139	784	1205	1057.03	1077
MYD88_ex	chr3	38182589	38182802	214	669	1616	1287.08	1379
CTNNB1_ex	chr3	41266046	41266203	158	733	1098	955.405	984
FOXP1_ex	chr3	71015043	71015201	159	939	1398	1245.11	1284
PDZRN3_ex	chr3	73432596	73433959	1364	645	1380	1166.29	1194.5
ROBO1_ex	chr3	78766421	78766566	146	749	1167	1019.52	1059
ZIC4_ex	chr3	147108706	147109059	354	477	1035	859.209	892
ZIC4_ex_2	chr3	147113616	147114276	661	821	1380	1133.99	1172
ZIC1_ex	chr3	147127941	147128721	781	668	1208	1011.5	1035
ZIC1_ex_2	chr3	147128786	147128884	99	808	1129	1014.14	1063
IQCJ_ex	chr3	158982995	158983175	181	820	1255	1086.24	1105
MECOM_ex	chr3	168840358	168840506	149	707	1201	1044.89	1078
MYNN_ex	chr3	169501222	169501373	152	894	1351	1182.28	1201.5
SAMD7_ex	chr3	169646232	169646375	144	853	1339	1142.06	1160
PHC3_ex	chr3	169896647	169896721	75	926	1153	1061.87	1075
CLDN11_ex	chr3	170140951	170141100	150	694	1116	974.46	1012.5
SLC2A2_ex	chr3	170716001	170716143	143	689	947	839.797	847
PIK3CA_ex	chr3	178916514	178916999	486	947	1514	1348.59	1396
PIK3CA_ex_2	chr3	178921304	178921594	291	851	1410	1220.18	1252
PIK3CA_ex_3	chr3	178927964	178928132	169	710	1276	1095.9	1141
PIK3CA_ex_4	chr3	178935989	178936159	171	612	1154	955.825	979
PIK3CA_ex_5	chr3	178951854	178952172	319	716	1327	1135.32	1207
SOX2_ex	chr3	181430124	181430303	180	318	918	685.711	731.5
SOX2_ex_2	chr3	181430354	181430630	277	824	1322	1136.04	1154
SOX2_ex_3	chr3	181430674	181430922	249	773	1172	1014.51	1057
SOX2_ex_4	chr3	181430929	181431073	145	565	1012	849.034	878
ATP11B_ex	chr3	182584062	182584219	158	558	928	780.367	800.5
MCCC1_ex	chr3	182733212	182733363	152	755	1149	1001.37	1025.5
MCF2L2_ex	chr3	183014776	183014924	149	912	1357	1196.6	1216
KLHL6_ex	chr3	183273223	183273359	137	907	1321	1173.04	1210
HTR3E_ex	chr3	183818283	183818415	133	781	1103	982.481	992
TP63_ex	chr3	189455494	189455678	185	650	1078	925.481	967
TP63_ex_2	chr3	189526039	189526349	311	674	1435	1177.69	1236
TP63_ex_3	chr3	189586344	189586525	182	676	1270	1075.06	1113
GABRA2_ex	chr4	46252300	46252618	319	898	1570	1353.56	1409
FRYL_ex	chr4	48622620	48622811	192	895	1486	1281.41	1323.5
PDGFRA_ex	chr4	55139671	55139926	256	700	1195	1029.61	1086.5
PDGFRA_ex_2	chr4	55140661	55140810	150	758	1189	1034.04	1065
PDGFRA_ex_3	chr4	55140976	55141165	190	819	1140	1032.81	1067
PDGFRA_ex_4	chr4	55143521	55143671	151	956	1310	1188.99	1219
PDGFRA_ex_5	chr4	55144041	55144214	174	629	1022	871.011	895
PDGFRA_ex_6	chr4	55144496	55144724	229	721	1206	1057	1100
PDGFRA_ex_7	chr4	55146461	55146680	220	444	1071	845.318	875
PDGFRA_ex_8	chr4	55151506	55151679	174	702	1240	1072.01	1106.5
PDGFRA_ex_9	chr4	55151986	55152174	189	657	1052	896.127	927
PDGFRA_ex_10	chr4	55153571	55153751	181	729	1129	976.823	1006
PDGFRA_ex_11	chr4	55154941	55155077	137	816	1097	991.927	1007
PDGFRA_ex_12	chr4	55155151	55155322	172	1136	1451	1325.62	1354.5
KIT_ex	chr4	55592001	55592232	232	773	1393	1181.39	1227.5
KIT_ex_2	chr4	55593361	55593499	139	834	1143	1052.86	1087
KIT_ex_3	chr4	55593551	55593724	174	921	1308	1195.87	1222
KIT_ex_4	chr4	55593961	55594111	151	948	1267	1178.98	1201
KIT_ex_5	chr4	55594151	55594327	177	878	1296	1180.47	1228
KIT_ex_6	chr4	55595471	55595693	223	617	1065	898.637	914
KIT_ex_7	chr4	55597456	55597604	149	691	1063	937.517	966
KIT_ex_8	chr4	55598001	55598189	189	574	1536	1158.95	1189
KIT_ex_9	chr4	55599211	55599391	181	595	1018	869.956	902
KIT_ex_10	chr4	55602631	55602806	176	818	1242	1116.81	1153.5
KIT_ex_11	chr4	55602856	55602999	144	772	1069	995.056	1020
KIT_ex_12	chr4	55603311	55603491	181	712	1061	955.558	989
KDR_ex	chr4	55955013	55955154	142	715	1003	896.951	928.5
KDR_ex_2	chr4	55962373	55962551	179	674	1068	938.436	986
KDR_ex_3	chr4	55964278	55964468	191	607	1078	925.675	973
FBXW7_ex	chr4	153247190	153247405	216	800	1280	1124.45	1176
MARCH1_ex	chr4	164534436	164534688	253	897	1722	1441.36	1491
TRIP13_ex	chr5	917097	917247	151	770	1136	1003.25	1024
NKD2_ex	chr5	1034312	1034466	155	796	1282	1122.69	1151
SLC6A19_ex	chr5	1216902	1217054	153	652	1166	982.948	1009
TERT_ex	chr5	1295072	1295271	200	53	135	97.64	99
FBXL7_ex	chr5	15927993	15928621	629	790	1454	1245.8	1305
CDH18_ex	chr5	19473429	19473853	425	1029	1866	1601.4	1674
CDH12_ex	chr5	21751830	21752361	532	873	1803	1548.99	1648
CDH12_ex_2	chr5	22078530	22078784	255	902	1677	1420.75	1465
CDH9_ex	chr5	26881229	26881749	521	1072	1854	1631.51	1689
CDH9_ex_2	chr5	26906034	26906250	217	987	1825	1505.76	1578
CDH9_ex_3	chr5	26915729	26916048	320	900	1671	1398.2	1462.5
ADAMTS12_ex	chr5	33576138	33577189	1052	1038	1693	1496.26	1510
ADAMTS12_ex_2	chr5	33683948	33684170	223	703	1082	957.906	987
SLC45A2_ex	chr5	33947248	33947491	244	918	1427	1259.26	1336.5
UGT3A2_ex	chr5	36037928	36038001	74	836	995	941.581	955
UGT3A2_ex_2	chr5	36038013	36038091	79	658	956	841.506	877
SKP2_ex	chr5	36183948	36184102	155	756	1263	1093.28	1130
SLC1A3_ex	chr5	36679773	36679913	141	913	1393	1216.68	1233
NUP155_ex	chr5	37370928	37371073	146	679	1072	915.616	929
EGFLAM_ex	chr5	38352293	38352437	145	701	1103	953.062	981
C9_ex	chr5	39306733	39306870	138	833	1204	1069.7	1106.5
HCN1_ex	chr5	45262028	45262905	878	994	2021	1692.38	1720
HCN1_ex_2	chr5	45267168	45267374	207	1037	1608	1419.08	1493
HCN1_ex_3	chr5	45353198	45353353	156	747	1173	1013	1030.5
HTR1A_ex	chr5	63256324	63257490	1167	715	1561	1311.71	1348
HAPLN1_ex	chr5	82937302	82937528	227	514	810	719.427	754
FBN2_ex	chr5	127648290	127648512	223	794	1302	1120.61	1158
PDGFRB_ex	chr5	149498288	149498434	147	796	1193	1045.12	1071
PDGFRB_ex_2	chr5	149499008	149499153	146	812	1224	1047.45	1059
PDGFRB_ex_3	chr5	149499553	149499723	171	877	1265	1121.8	1145
PDGFRB_ex_4	chr5	149500428	149500605	178	804	1210	1051.17	1076.5
PDGFRB_ex_5	chr5	149500738	149500927	190	702	1090	939.763	969.5
PDGFRB_ex_6	chr5	149501418	149501626	209	754	1266	1097.34	1150
PDGFRB_ex_7	chr5	149502573	149502798	226	759	1472	1232.84	1274.5
PDGFRB_ex_8	chr5	149503788	149503961	174	844	1249	1107.53	1136
PDGFRB_ex_9	chr5	149504258	149504418	161	425	671	595.006	627
PDGFRB_ex_10	chr5	149504978	149505164	187	518	986	806.947	827
GABRA6_ex	chr5	161128482	161128768	287	701	1490	1233.93	1303
SLIT3_ex	chr5	168134946	168135167	222	674	1097	942.086	972.5
ROS1_ex	chr6	117609633	117609983	351	664	1278	1060.56	1104
ROS1_ex_2	chr6	117622113	117622313	201	719	1367	1143.65	1184
ROS1_ex_3	chr6	117629933	117630106	174	615	1185	988.161	1040
ROS1_ex_4	chr6	117631223	117631463	241	717	1184	1042.27	1084
ROS1_ex_5	chr6	117632148	117632288	141	788	1089	971.355	989
ROS1_ex_6	chr6	117638273	117638470	198	703	1127	977.566	1005
ROS1_ex_7	chr6	117639298	117639453	156	736	1116	974.026	1006.5
ROS1_ex_8	chr6	117641008	117641428	421	777	1562	1337.96	1397
ROS1_ex_9	chr6	117641438	117642993	1556	601	1372	1204.2	1246
ROS1_ex_10	chr6	117645158	117646127	970	1081	1368	1242.73	1257
ROS1_ex_11	chr6	117647288	117648778	1491	850	1572	1323.42	1338
ROS1_ex_12	chr6	117648943	117650620	1678	1034	1610	1324.87	1345
ROS1_ex_13	chr6	117657883	117658535	653	664	1392	1137.75	1189
PARK2_ex	chr6	161969889	161970031	143	491	699	615.937	628
PACRG_ex	chr6	163149267	163149420	154	688	1189	1018.67	1049
C6orf118_ex	chr6	165715051	165715324	274	655	1306	1129.2	1214.5
C6orf118_ex_2	chr6	165715336	165715696	361	1016	1589	1387.98	1402
HDAC9_ex	chr7	18705854	18706045	192	864	1333	1189.91	1242
POM121L12_ex	chr7	53103391	53104267	877	845	1596	1283.78	1323
VSTM2A_ex	chr7	54617611	54617769	159	566	999	875.755	909
EGFR_ex	chr7	55241591	55241759	169	725	1117	981.533	997
EGFR_ex_2	chr7	55242381	55242526	146	772	1178	1040.88	1070
EGFR_ex_3	chr7	55248951	55249200	250	753	1154	1034.81	1052
EGFR_ex_4	chr7	55259376	55259601	226	716	1274	1101.14	1137
EGFR_ex_5	chr7	55260416	55260574	159	629	928	821.421	838
EGFR_ex_6	chr7	55266386	55266601	216	646	1179	1004.38	1044
EGFR_ex_7	chr7	55267986	55268123	138	817	1193	1054.51	1079
LANCL2_ex	chr7	55492961	55493101	141	1043	1570	1397.15	1444
ZNF713_ex	chr7	55990836	55990988	153	796	1200	1043.77	1071
ZAN_ex	chr7	100385525	100385744	220	659	1079	940.6	969
MET_ex	chr7	116411893	116412071	179	913	1519	1297.64	1350
MET_ex_2	chr7	116417408	116417550	143	923	1360	1202.74	1244
MET_ex_3	chr7	116418808	116419051	244	925	1474	1282.67	1336.5
MET_ex_4	chr7	116422018	116422192	175	660	1155	978.709	1005
MET_ex_5	chr7	116423323	116423536	214	1055	1426	1304.92	1354.5
MET_ex_6	chr7	116435673	116435857	185	695	1354	1150.29	1242
MET_ex_7	chr7	116435918	116436202	285	938	1452	1320.68	1353
KCND2_ex	chr7	119914661	119915728	1068	778	1642	1416.68	1459.5
GRM8_ex	chr7	126172979	126173946	968	671	1675	1483.35	1547.5
CHRM2_ex	chr7	136699601	136701045	1445	856	1775	1583.21	1616
BRAF_ex	chr7	140434372	140434446	75	738	1026	905.867	926
BRAF_ex_2	chr7	140434482	140434561	80	399	918	652.025	645.5
BRAF_ex_3	chr7	140439682	140439757	76	538	683	634.158	645
BRAF_ex_4	chr7	140449052	140449119	68	647	861	782.368	796
BRAF_ex_5	chr7	140449177	140449255	79	525	810	688.924	696
BRAF_ex_6	chr7	140453047	140453225	179	661	995	877.229	896
BRAF_ex_7	chr7	140453937	140454069	133	787	1261	1101.81	1146
BRAF_ex_8	chr7	140476747	140476828	82	621	983	812.024	811.5
BRAF_ex_9	chr7	140476842	140476919	78	773	1056	962.91	1003
BRAF_ex_10	chr7	140477762	140477913	152	712	1212	1067.26	1089
BRAF_ex_11	chr7	140481379	140481507	129	278	472	396.86	400
CNTNAP2_ex	chr7	146829378	146829605	228	926	1434	1261.68	1303
CSMD1_ex	chr8	2855544	2855681	138	804	1173	1019.54	1035
SGCZ_ex	chr8	13959864	13960019	156	711	1102	956.218	994.5
LPL_ex	chr8	19809280	19809487	208	963	1377	1245.77	1288
WHSC1L1_ex	chr8	38173423	38173569	147	832	1229	1048.5	1079
FGFR1_ex	chr8	38271413	38271567	155	787	1199	1075.11	1113
FGFR1_ex_2	chr8	38271643	38271843	201	870	1301	1160.02	1182
FGFR1_ex_3	chr8	38272033	38272174	142	721	1009	912.211	925.5
FGFR1_ex_4	chr8	38272268	38272446	179	966	1415	1288.02	1328
FGFR1_ex_5	chr8	38273358	38273606	249	687	1559	1243.07	1294
FGFR1_ex_6	chr8	38274798	38274969	172	642	1067	923.657	952
FGFR1_ex_7	chr8	38275353	38275526	174	668	1287	1069.23	1107
DCAF4L2_ex	chr8	88885057	88885301	245	1106	1701	1499.31	1536
DCAF4L2_ex_2	chr8	88885302	88885455	154	981	1359	1190.87	1204.5
DCAF4L2_ex_3	chr8	88885462	88885546	85	956	1130	1018.64	1008
DCAF4L2_ex_4	chr8	88885557	88886235	679	854	1682	1463.37	1541
CSMD3_ex	chr8	113256609	113256816	208	938	1626	1371.35	1413
CSMD3_ex_2	chr8	113301569	113301781	213	852	1568	1322.6	1343
CSMD3_ex_3	chr8	113304734	113304955	222	891	1693	1393.58	1434
CSMD3_ex_4	chr8	113568979	113569192	214	793	1509	1275.21	1308.5
CSMD3_ex_5	chr8	113694634	113694887	254	932	1523	1327.69	1378
CSMD3_ex_6	chr8	113697629	113697972	344	1056	1669	1514.58	1560
MYC_ex	chr8	128750807	128750953	147	759	1362	1133.53	1191
TG_ex	chr8	133905914	133906161	248	944	1685	1429.34	1515
FAM135B_ex	chr8	139151207	139151354	148	631	1165	982.608	1035.5
FAM135B_ex_2	chr8	139163432	139165467	2036	96	1520	1276.62	1326
COL22A1_ex	chr8	139606232	139606449	218	542	916	804.115	840
PTPRD_ex	chr9	8528610	8528754	145	810	1226	1074.99	1096
CDKN2A_ex	chr9	21968154	21968293	140	677	1405	1169.04	1213
CDKN2A_ex_2	chr9	21968669	21968817	149	741	1119	986.02	1010
CDKN2A_ex_3	chr9	21970869	21971023	155	549	780	711.29	729
CDKN2A_ex_4	chr9	21971074	21971146	73	381	647	562.301	585
CDKN2A_ex_5	chr9	21974444	21974836	393	444	1506	1117.87	1176
ASTN2_ex	chr9	119976629	119976988	360	654	1239	1051.87	1119
ABL1_ex	chr9	133738125	133738431	307	839	1427	1235.42	1262
ABL1_ex_2	chr9	133747485	133747622	138	718	1090	953.739	976.5
ABL1_ex_3	chr9	133748215	133748439	225	647	1290	1067.94	1108
ABL1_ex_4	chr9	133750230	133750477	248	884	1255	1147.5	1189.5
ABL1_ex_5	chr9	133753770	133753998	229	698	1140	993.397	1026
ABL1_ex_6	chr9	133755415	133755561	147	742	1170	1004.07	1018
NOTCH1_ex	chr9	139390492	139392023	1532	608	1442	1256.36	1268
NOTCH1_ex_2	chr9	139396697	139396976	280	300	1101	789	826
NOTCH1_ex_3	chr9	139397602	139397822	221	733	1325	1142.41	1198
NOTCH1_ex_4	chr9	139399092	139399590	499	451	1093	907.419	944
RET_ex	chr10	43606627	43609247	2621	635	1490	1276.38	1289
RET_ex_2	chr10	43609672	43612193	2522	714	1512	1268.33	1257
RET_ex_3	chr10	43613787	43613935	149	464	729	640.51	647
RET_ex_4	chr10	43614952	43615241	290	588	1172	936.741	963.5
RET_ex_5	chr10	43615497	43615675	179	815	1329	1159.63	1204
RET_ex_6	chr10	43617347	43617495	149	789	1289	1119.71	1172
RET_ex_7	chr10	43619092	43619274	183	956	1455	1287.52	1330
RET_ex_8	chr10	43620297	43620443	147	937	1363	1216.46	1246
GRID1_ex	chr10	87628744	87628948	205	770	1336	1119.88	1158
PTEN_ex	chr10	89624272	89624350	79	974	1197	1108.66	1113
PTEN_ex_2	chr10	89653752	89653825	74	497	729	633.108	645.5
PTEN_ex_3	chr10	89653832	89653909	78	516	733	653.679	669
PTEN_ex_4	chr10	89685272	89685376	105	604	801	723.105	732
PTEN_ex_5	chr10	89690752	89690894	143	747	1206	1050.07	1083
PTEN_ex_6	chr10	89692737	89692810	74	551	762	688.946	706
PTEN_ex_7	chr10	89692877	89692951	75	879	966	932.107	934
PTEN_ex_8	chr10	89692972	89693037	66	680	991	857.015	864
PTEN_ex_9	chr10	89711887	89711966	80	592	730	684.75	706
PTEN_ex_10	chr10	89717577	89717776	200	497	1165	911.605	941
PTEN_ex_11	chr10	89720642	89720880	239	310	1176	897.351	968
PTEN_ex_12	chr10	89725022	89725169	148	461	795	686.149	718
FGFR2_ex	chr10	123243190	123243329	140	679	1099	949.557	977
FGFR2_ex_2	chr10	123244880	123245060	181	657	1101	947.287	971
FGFR2_ex_3	chr10	123246830	123246966	137	469	799	692.526	713
FGFR2_ex_4	chr10	123247475	123247652	178	577	926	798.506	830.5
FGFR2_ex_5	chr10	123256010	123256272	263	553	1021	886.951	938
FGFR2_ex_6	chr10	123257975	123258163	189	456	870	737.63	772
FGFR2_ex_7	chr10	123260315	123260496	182	593	1011	859.132	898.5
HRAS_ex	chr11	533740	533979	240	1002	1616	1418.19	1475
HRAS_ex_2	chr11	534190	534303	114	858	1236	1096.71	1113
MS4A3_ex	chr11	59828607	59828816	210	609	1157	957.595	971
MRGPRD_ex	chr11	68747893	68748040	148	721	1034	910.649	925
TPCN2_ex	chr11	68822653	68822798	146	606	969	825.438	843
MYEOV_ex	chr11	69063388	69063542	155	940	1396	1262.31	1311
CCND1_ex	chr11	69458601	69458742	142	836	1212	1066.98	1087.5
FGF3_ex	chr11	69631066	69631206	141	730	1088	953.929	965
NCAM1_ex	chr11	113102866	113103090	225	572	1102	908.876	929
NTM_ex	chr11	132081890	132082058	169	561	1079	875.746	904
ABCC9_ex	chr12	22068669	22068839	171	747	1163	996.515	1016
KRAS_ex	chr12	25378518	25378628	111	805	1160	1065.35	1114
KRAS_ex_2	chr12	25378668	25378736	69	753	1080	938.261	934
KRAS_ex_3	chr12	25380138	25380301	164	694	1246	1073.26	1126.5
KRAS_ex_4	chr12	25380308	25380385	78	634	1081	881.474	876.5
KRAS_ex_5	chr12	25398223	25398302	80	489	581	550.925	559.5
IFLTD1_ex	chr12	25702298	25702436	139	654	1108	947.54	975
MDM2_ex	chr12	69233264	69233407	144	747	1104	982.236	1017.5
NAV3_ex	chr12	78400185	78400668	484	910	1561	1374.83	1390
NAV3_ex_2	chr12	78400730	78401224	495	885	1615	1438.06	1475
TUBA3C_ex	chr13	19748070	19748146	77	332	431	392.312	393
TPTE2_ex	chr13	20039425	20039497	73	594	708	664.466	665
MPHOSPH8_ex	chr13	20240560	20240714	155	716	1117	966.723	977
PSPC1_ex	chr13	20346455	20346607	153	640	959	848.595	886
ZMYM5_ex	chr13	20412927	20413034	108	758	992	899.352	904.5
RB1_ex	chr13	48878015	48878209	195	238	705	506.169	542
RB1_ex_2	chr13	48881385	48881558	174	893	1381	1235.75	1292
RB1_ex_3	chr13	48916700	48917022	323	764	1288	1140.49	1186
RB1_ex_4	chr13	48919190	48919357	168	654	1135	967.048	988
RB1_ex_5	chr13	48921900	48922036	137	593	946	832.219	854
RB1_ex_6	chr13	48923050	48923182	133	662	957	838.008	861
RB1_ex_7	chr13	48934130	48934295	166	702	1161	1008.82	1056
RB1_ex_8	chr13	48936925	48937127	203	708	1262	1053.34	1086
RB1_ex_9	chr13	48938995	48939127	133	757	1074	962.865	978
RB1_ex_10	chr13	48941595	48941782	188	741	1185	1024.69	1061.5
RB1_ex_11	chr13	48942630	48942761	132	824	1181	1058.06	1088.5
RB1_ex_12	chr13	48947500	48947645	146	543	902	781.836	814.5
RB1_ex_13	chr13	48951030	48951209	180	773	1306	1100.95	1115
RB1_ex_14	chr13	48953715	48953810	96	717	981	883.802	898.5
RB1_ex_15	chr13	48954170	48954235	66	263	569	394.758	383.5
RB1_ex_16	chr13	48954295	48954404	110	631	968	861.236	871.5
RB1_ex_17	chr13	48955375	48955626	252	656	1292	1091.37	1152.5
LPAR6_ex	chr13	48985970	48986111	142	1026	1500	1332.54	1355.5
RB1_ex_18	chr13	49027105	49027282	178	622	1123	945.899	973
RB1_ex_19	chr13	49030315	49030517	203	682	1238	1053.41	1133
RB1_ex_20	chr13	49033800	49034007	208	764	1225	1059.94	1100
RB1_ex_21	chr13	49037835	49037984	150	569	890	774.64	807.5
