#STAMP depth report v1.2
#date=Sat Feb  6 11:17:18 PST 2016
#bam=TruQ3_146.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=50
#max=3768
#avg=1958.19
#med=1998
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
PDGFRA_ex_4	chr4	55143521	55143671	151	1743	2591	2316.69	2372
PDGFRA_ex_5	chr4	55144041	55144214	174	1042	1677	1426.75	1447
PDGFRA_ex_6	chr4	55144496	55144724	229	1261	2096	1815.29	1885
PDGFRA_ex_7	chr4	55146461	55146680	220	648	1708	1310.9	1371.5
PDGFRA_ex_8	chr4	55151506	55151679	174	1430	2436	2097.78	2162.5
PDGFRA_ex_9	chr4	55151986	55152174	189	1029	1704	1428.59	1482
PDGFRA_ex_10	chr4	55153571	55153751	181	1080	1837	1561.22	1593
PDGFRA_ex_11	chr4	55154941	55155077	137	1287	1728	1588.45	1634
PDGFRA_ex_12	chr4	55155151	55155322	172	2053	2718	2430.34	2457.5
KIT_ex	chr4	55592001	55592232	232	1279	2440	2032.49	2100.5
KIT_ex_2	chr4	55593361	55593499	139	1212	2106	1793.38	1908
KIT_ex_3	chr4	55593551	55593724	174	1505	2273	2067.3	2134
KIT_ex_4	chr4	55593961	55594111	151	1509	2088	1914.79	1948
KIT_ex_5	chr4	55594151	55594327	177	1417	2096	1904.47	1963
KIT_ex_6	chr4	55595471	55595693	223	945	1674	1415.95	1476
KIT_ex_7	chr4	55597456	55597604	149	883	1434	1235.14	1276
KIT_ex_8	chr4	55598001	55598189	189	985	2293	1743.98	1777
KIT_ex_9	chr4	55599211	55599391	181	904	1629	1376.49	1423
KIT_ex_10	chr4	55602631	55602806	176	1484	2453	2152.14	2208.5
KIT_ex_11	chr4	55602856	55602999	144	1220	1837	1637.17	1717.5
KIT_ex_12	chr4	55603311	55603491	181	1158	1720	1546.97	1580
KDR_ex	chr4	55955013	55955154	142	1266	1828	1618.97	1654.5
KDR_ex_2	chr4	55962373	55962551	179	1078	1830	1570.2	1618
KDR_ex_3	chr4	55964278	55964468	191	1016	1754	1470.41	1526
FBXW7_ex	chr4	153247190	153247405	216	972	1776	1506.59	1553
MARCH1_ex	chr4	164534436	164534688	253	1381	2587	2103.6	2187
TRIP13_ex	chr5	917097	917247	151	1027	1493	1312.69	1347
NKD2_ex	chr5	1034312	1034466	155	1282	2200	1870.92	1933
SLC6A19_ex	chr5	1216902	1217054	153	883	1646	1374.65	1404
TERT_ex	chr5	1295072	1295271	200	53	141	97.65	102
FBXL7_ex	chr5	15927993	15928621	629	1073	2183	1756.73	1812
CDH18_ex	chr5	19473429	19473853	425	1230	2454	2112.65	2245
CDH12_ex	chr5	21751830	21752361	532	1079	2611	2168.27	2385
CDH12_ex_2	chr5	22078530	22078784	255	1085	2412	1953.72	2037
CDH9_ex	chr5	26881229	26881749	521	1473	2711	2342.08	2510
CDH9_ex_2	chr5	26906034	26906250	217	1239	2261	1846.36	1903
CDH9_ex_3	chr5	26915729	26916048	320	1090	2197	1795.83	1895.5
ADAMTS12_ex	chr5	33576138	33577189	1052	1627	3055	2673.13	2737.5
ADAMTS12_ex_2	chr5	33683948	33684170	223	963	1558	1329.57	1361
SLC45A2_ex	chr5	33947248	33947491	244	1513	2752	2318.65	2455.5
UGT3A2_ex	chr5	36037928	36038001	74	1083	1355	1271.08	1295.5
UGT3A2_ex_2	chr5	36038013	36038091	79	822	1278	1098.46	1128
SKP2_ex	chr5	36183948	36184102	155	1127	1939	1674.72	1736
SLC1A3_ex	chr5	36679773	36679913	141	1112	1831	1590.44	1635
NUP155_ex	chr5	37370928	37371073	146	655	1155	973.377	1001
EGFLAM_ex	chr5	38352293	38352437	145	1050	1643	1423.63	1453
C9_ex	chr5	39306733	39306870	138	1089	1676	1465.8	1478
HCN1_ex	chr5	45262028	45262905	878	1245	2836	2402.2	2470
HCN1_ex_2	chr5	45267168	45267374	207	1359	2460	2084.5	2180
HCN1_ex_3	chr5	45353198	45353353	156	979	1428	1262.12	1299
HTR1A_ex	chr5	63256324	63257490	1167	930	2628	2038.04	2073
HAPLN1_ex	chr5	82937302	82937528	227	538	1022	850.643	892
FBN2_ex	chr5	127648290	127648512	223	1076	1880	1583.53	1631
PDGFRB_ex	chr5	149498288	149498434	147	1260	1795	1561.27	1596
PDGFRB_ex_2	chr5	149499008	149499153	146	1206	1818	1553.47	1574
PDGFRB_ex_3	chr5	149499553	149499723	171	1590	2543	2196.43	2230
PDGFRB_ex_4	chr5	149500428	149500605	178	1231	1972	1706.21	1752
PDGFRB_ex_5	chr5	149500738	149500927	190	1074	1670	1469.88	1527.5
PDGFRB_ex_6	chr5	149501418	149501626	209	1129	2240	1836.88	1914
PDGFRB_ex_7	chr5	149502573	149502798	226	1309	2907	2312.9	2336
PDGFRB_ex_8	chr5	149503788	149503961	174	1343	1977	1715.66	1739
PDGFRB_ex_9	chr5	149504258	149504418	161	515	784	684.317	713
PDGFRB_ex_10	chr5	149504978	149505164	187	693	1438	1165.73	1213
GABRA6_ex	chr5	161128482	161128768	287	956	2020	1639.85	1707
SLIT3_ex	chr5	168134946	168135167	222	1203	2172	1793.8	1869
ROS1_ex	chr6	117609633	117609983	351	1001	2081	1686.87	1759
ROS1_ex_2	chr6	117622113	117622313	201	1169	2210	1847.37	1928
ROS1_ex_3	chr6	117629933	117630106	174	1091	1937	1648.01	1702.5
ROS1_ex_4	chr6	117631223	117631463	241	1322	2042	1801.4	1891
ROS1_ex_5	chr6	117632148	117632288	141	1237	1767	1559.67	1586
ROS1_ex_6	chr6	117638273	117638470	198	1031	1680	1429.81	1466
ROS1_ex_7	chr6	117639298	117639453	156	1059	1609	1412.74	1460
ROS1_ex_8	chr6	117641008	117641428	421	1418	2655	2314	2405
ROS1_ex_9	chr6	117641438	117642993	1556	488	2637	2194.09	2246
ROS1_ex_10	chr6	117645158	117646127	970	1518	2596	2286.27	2322.5
ROS1_ex_11	chr6	117647288	117648778	1491	1051	2674	2334.81	2410
ROS1_ex_12	chr6	117648943	117650620	1678	1975	2751	2403.65	2410
ROS1_ex_13	chr6	117657883	117658535	653	999	2349	1948.12	2139
PARK2_ex	chr6	161969889	161970031	143	615	867	760.161	770
PACRG_ex	chr6	163149267	163149420	154	950	1508	1319.08	1354.5
C6orf118_ex	chr6	165715051	165715324	274	1088	2264	1933.93	2113
C6orf118_ex_2	chr6	165715336	165715696	361	1672	2731	2428.02	2485
HDAC9_ex	chr7	18705854	18706045	192	1062	2021	1764.84	1830
POM121L12_ex	chr7	53103391	53104267	877	1326	2861	2242.1	2335
VSTM2A_ex	chr7	54617611	54617769	159	881	1587	1357.7	1392
EGFR_ex	chr7	55241591	55241759	169	1458	2261	1980.21	1981
EGFR_ex_2	chr7	55242381	55242526	146	1479	2383	2073.25	2124
EGFR_ex_3	chr7	55248951	55249200	250	1469	2235	2010.6	2066.5
EGFR_ex_4	chr7	55259376	55259601	226	1416	2954	2413.34	2508
EGFR_ex_5	chr7	55260416	55260574	159	1170	1799	1582.19	1622
EGFR_ex_6	chr7	55266386	55266601	216	1521	2541	2189.97	2282.5
EGFR_ex_7	chr7	55267986	55268123	138	1775	2569	2258.75	2321.5
LANCL2_ex	chr7	55492961	55493101	141	1796	2616	2315.02	2362
ZNF713_ex	chr7	55990836	55990988	153	1623	2329	2061.73	2108
ZAN_ex	chr7	100385525	100385744	220	970	2160	1681.13	1798
MET_ex	chr7	116411893	116412071	179	1799	2915	2449.3	2499
MET_ex_2	chr7	116417408	116417550	143	1729	2542	2249.38	2293
MET_ex_3	chr7	116418808	116419051	244	1707	2980	2521.89	2620.5
MET_ex_4	chr7	116422018	116422192	175	1074	1655	1435.11	1475
MET_ex_5	chr7	116423323	116423536	214	1999	2806	2552.08	2652
MET_ex_6	chr7	116435673	116435857	185	1203	2469	2077.25	2238
MET_ex_7	chr7	116435918	116436202	285	1701	3122	2625.54	2710
KCND2_ex	chr7	119914661	119915728	1068	1167	3281	2497.15	2540
GRM8_ex	chr7	126172979	126173946	968	1165	3239	2751.27	2893
CHRM2_ex	chr7	136699601	136701045	1445	1424	3389	2839.08	2915
BRAF_ex	chr7	140434372	140434446	75	1108	1538	1343.49	1353
BRAF_ex_2	chr7	140434482	140434561	80	606	1404	983.087	976
BRAF_ex_3	chr7	140439682	140439757	76	501	846	790.263	803
BRAF_ex_4	chr7	140449052	140449119	68	935	1220	1103.32	1120.5
BRAF_ex_5	chr7	140449177	140449255	79	723	1075	943.152	961
BRAF_ex_6	chr7	140453047	140453225	179	932	1518	1315.82	1343
BRAF_ex_7	chr7	140453937	140454069	133	1480	2221	1952.5	1995
BRAF_ex_8	chr7	140476747	140476828	82	907	1445	1218.2	1259
BRAF_ex_9	chr7	140476842	140476919	78	1137	1486	1377.68	1428.5
BRAF_ex_10	chr7	140477762	140477913	152	1247	2175	1884.59	1947.5
BRAF_ex_11	chr7	140481379	140481507	129	313	518	444.566	461
CNTNAP2_ex	chr7	146829378	146829605	228	1390	2373	1983.74	2054
CSMD1_ex	chr8	2855544	2855681	138	1008	1522	1315.83	1333.5
SGCZ_ex	chr8	13959864	13960019	156	835	1308	1125.96	1153
LPL_ex	chr8	19809280	19809487	208	1652	2417	2172.1	2254
WHSC1L1_ex	chr8	38173423	38173569	147	1073	1601	1412.03	1439
FGFR1_ex	chr8	38271413	38271567	155	1058	1554	1372.55	1381
FGFR1_ex_2	chr8	38271643	38271843	201	1173	1826	1585.75	1632
FGFR1_ex_3	chr8	38272033	38272174	142	1018	1390	1249.45	1272
FGFR1_ex_4	chr8	38272268	38272446	179	1306	2190	1947.42	2001
FGFR1_ex_5	chr8	38273358	38273606	249	997	2195	1714.15	1762
FGFR1_ex_6	chr8	38274798	38274969	172	837	1354	1161.81	1174.5
FGFR1_ex_7	chr8	38275353	38275526	174	880	1782	1490.78	1577
DCAF4L2_ex	chr8	88885057	88885301	245	2121	3235	2808.4	2871
DCAF4L2_ex_2	chr8	88885302	88885455	154	1582	2348	1967.31	1984.5
DCAF4L2_ex_3	chr8	88885462	88885546	85	1510	1904	1698.75	1680
DCAF4L2_ex_4	chr8	88885557	88886235	679	1708	3620	2924.99	3018
CSMD3_ex	chr8	113256609	113256816	208	1556	2774	2318.51	2394.5
CSMD3_ex_2	chr8	113301569	113301781	213	1318	2468	2069.9	2118
CSMD3_ex_3	chr8	113304734	113304955	222	1515	2620	2184.15	2230
CSMD3_ex_4	chr8	113568979	113569192	214	1295	2538	2109.26	2204
CSMD3_ex_5	chr8	113694634	113694887	254	1602	2699	2312.49	2369.5
CSMD3_ex_6	chr8	113697629	113697972	344	1778	3110	2741.44	2881
MYC_ex	chr8	128750807	128750953	147	1327	2498	2074.86	2191
TG_ex	chr8	133905914	133906161	248	1893	3425	2850.87	2979
FAM135B_ex	chr8	139151207	139151354	148	1356	2266	1935.73	2011.5
FAM135B_ex_2	chr8	139163432	139165467	2036	272	3768	3044.74	3119
COL22A1_ex	chr8	139606232	139606449	218	992	1996	1654.55	1716
PTPRD_ex	chr9	8528610	8528754	145	1165	1784	1558.29	1608
CDKN2A_ex	chr9	21968154	21968293	140	1016	2261	1789.02	1857
CDKN2A_ex_2	chr9	21968669	21968817	149	1048	1448	1289.83	1317
CDKN2A_ex_3	chr9	21970869	21971023	155	621	881	763.735	761
CDKN2A_ex_4	chr9	21971074	21971146	73	407	647	580.616	597
CDKN2A_ex_5	chr9	21974444	21974836	393	620	2442	1704.54	1791
ASTN2_ex	chr9	119976629	119976988	360	1083	2516	1983.23	2062
ABL1_ex	chr9	133738125	133738431	307	1650	2854	2476.96	2573
ABL1_ex_2	chr9	133747485	133747622	138	1286	1938	1682.85	1710
ABL1_ex_3	chr9	133748215	133748439	225	1273	2566	2102.34	2156
ABL1_ex_4	chr9	133750230	133750477	248	1730	2592	2300.7	2430
ABL1_ex_5	chr9	133753770	133753998	229	1353	2455	2076.88	2154
ABL1_ex_6	chr9	133755415	133755561	147	1495	2200	1928.8	1955
NOTCH1_ex	chr9	139390492	139392023	1532	995	2762	2258.21	2266
NOTCH1_ex_2	chr9	139396697	139396976	280	394	1591	1090.87	1153.5
NOTCH1_ex_3	chr9	139397602	139397822	221	1024	2133	1733.86	1775
NOTCH1_ex_4	chr9	139399092	139399590	499	575	1679	1306.04	1351
RET_ex	chr10	43606627	43609247	2621	724	3017	2499.85	2515
RET_ex_2	chr10	43609672	43612193	2522	1173	3094	2349.81	2317
RET_ex_3	chr10	43613787	43613935	149	554	829	721.181	733
RET_ex_4	chr10	43614952	43615241	290	840	1818	1394.44	1435.5
RET_ex_5	chr10	43615497	43615675	179	1416	2280	1959.42	2010
RET_ex_6	chr10	43617347	43617495	149	1339	2122	1871.52	1937
RET_ex_7	chr10	43619092	43619274	183	1420	2278	1956.02	2000
RET_ex_8	chr10	43620297	43620443	147	1445	2139	1892.37	1922
GRID1_ex	chr10	87628744	87628948	205	1435	2500	2080.88	2125
PTEN_ex	chr10	89624272	89624350	79	1077	1312	1212.66	1220
PTEN_ex_2	chr10	89653752	89653825	74	576	936	778.662	783.5
PTEN_ex_3	chr10	89653832	89653909	78	751	999	916.09	949.5
PTEN_ex_4	chr10	89685272	89685376	105	707	954	881.962	907
PTEN_ex_5	chr10	89690752	89690894	143	982	1540	1359.73	1408
PTEN_ex_6	chr10	89692737	89692810	74	647	1002	828.919	839.5
PTEN_ex_7	chr10	89692877	89692951	75	1183	1387	1318.95	1341
PTEN_ex_8	chr10	89692972	89693037	66	939	1328	1174.91	1191
PTEN_ex_9	chr10	89711887	89711966	80	727	867	819.013	832.5
PTEN_ex_10	chr10	89717577	89717776	200	629	1433	1141.48	1189.5
PTEN_ex_11	chr10	89720642	89720880	239	632	1800	1390.44	1460
PTEN_ex_12	chr10	89725022	89725169	148	677	1038	905.534	933
FGFR2_ex	chr10	123243190	123243329	140	1453	2279	2002.61	2055
FGFR2_ex_2	chr10	123244880	123245060	181	1515	2736	2364.24	2480
FGFR2_ex_3	chr10	123246830	123246966	137	1088	1738	1550.07	1609
FGFR2_ex_4	chr10	123247475	123247652	178	1539	2390	2048.69	2103
FGFR2_ex_5	chr10	123256010	123256272	263	1307	2418	2050.82	2162
FGFR2_ex_6	chr10	123257975	123258163	189	905	1842	1537.34	1639
FGFR2_ex_7	chr10	123260315	123260496	182	1052	1849	1586.84	1624.5
HRAS_ex	chr11	533740	533979	240	1241	2344	1920.24	1958
HRAS_ex_2	chr11	534190	534303	114	859	1391	1209.25	1268.5
MS4A3_ex	chr11	59828607	59828816	210	1012	1986	1613.6	1661
MRGPRD_ex	chr11	68747893	68748040	148	1020	1576	1356.59	1360
TPCN2_ex	chr11	68822653	68822798	146	642	989	862.575	879
MYEOV_ex	chr11	69063388	69063542	155	1420	2304	2031.05	2087
CCND1_ex	chr11	69458601	69458742	142	1208	1729	1526.36	1563.5
FGF3_ex	chr11	69631066	69631206	141	1235	1955	1695.6	1740
NCAM1_ex	chr11	113102866	113103090	225	988	1980	1626.13	1725
NTM_ex	chr11	132081890	132082058	169	843	1739	1430.24	1492
ABCC9_ex	chr12	22068669	22068839	171	1094	1728	1488.78	1540
KRAS_ex	chr12	25378518	25378628	111	1201	1658	1528.76	1596
KRAS_ex_2	chr12	25378668	25378736	69	856	1451	1223.49	1229
KRAS_ex_3	chr12	25380138	25380301	164	915	1539	1344.37	1399.5
KRAS_ex_4	chr12	25380308	25380385	78	727	1310	1038.23	1035.5
KRAS_ex_5	chr12	25398223	25398302	80	432	498	467.812	467.5
IFLTD1_ex	chr12	25702298	25702436	139	1090	1650	1439.4	1466
MDM2_ex	chr12	69233264	69233407	144	881	1348	1187.72	1229
NAV3_ex	chr12	78400185	78400668	484	1219	2420	2050.69	2044.5
NAV3_ex_2	chr12	78400730	78401224	495	1156	2472	2078.76	2137
TUBA3C_ex	chr13	19748070	19748146	77	448	577	528.364	526
TPTE2_ex	chr13	20039425	20039497	73	869	1042	982.822	998
MPHOSPH8_ex	chr13	20240560	20240714	155	1042	1591	1382.68	1418
PSPC1_ex	chr13	20346455	20346607	153	932	1428	1269.35	1315
ZMYM5_ex	chr13	20412927	20413034	108	1196	1654	1476.22	1496.5
RB1_ex	chr13	48878015	48878209	195	221	612	445.503	460
RB1_ex_2	chr13	48881385	48881558	174	1196	1928	1688.16	1753.5
RB1_ex_3	chr13	48916700	48917022	323	1350	2036	1854.05	1933
RB1_ex_4	chr13	48919190	48919357	168	983	1843	1529.83	1581
RB1_ex_5	chr13	48921900	48922036	137	788	1167	1019.18	1050
RB1_ex_6	chr13	48923050	48923182	133	1004	1483	1275.15	1292
RB1_ex_7	chr13	48934130	48934295	166	1238	1978	1712.48	1764
RB1_ex_8	chr13	48936925	48937127	203	1151	2015	1686.43	1728
RB1_ex_9	chr13	48938995	48939127	133	1020	1378	1243.53	1266
