Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
PDZRN3_ex	chr3	73432596	73433959	1364	870	2157	1727.49
ROBO1_ex	chr3	78766421	78766566	146	1054	1607	1406.88
ZIC4_ex	chr3	147108706	147109059	354	586	1353	1087.89
ZIC4_ex_2	chr3	147113616	147114276	661	1103	2265	1661.33
ZIC1_ex	chr3	147127941	147128721	781	725	1685	1342.47
ZIC1_ex_2	chr3	147128786	147128884	99	1120	1584	1404.37
IQCJ_ex	chr3	158982995	158983175	181	1203	1851	1588.64
MECOM_ex	chr3	168840358	168840506	149	970	1623	1415.15
MYNN_ex	chr3	169501222	169501373	152	1361	1956	1703.94
SAMD7_ex	chr3	169646232	169646375	144	1151	1772	1506.32
PHC3_ex	chr3	169896647	169896721	75	1184	1454	1345.45
CLDN11_ex	chr3	170140951	170141100	150	888	1466	1249.94
SLC2A2_ex	chr3	170716001	170716143	143	823	1125	998.462
PIK3CA_ex	chr3	178916514	178916999	486	1313	2541	2134.93
PIK3CA_ex_2	chr3	178921304	178921594	291	1138	2177	1789.71
PIK3CA_ex_3	chr3	178927964	178928132	169	1028	1828	1561.03
PIK3CA_ex_4	chr3	178935989	178936159	171	915	1524	1311.72
PIK3CA_ex_5	chr3	178951854	178952172	319	920	1987	1627.75
SOX2_ex	chr3	181430124	181430303	180	351	1243	819.906
SOX2_ex_2	chr3	181430354	181430630	277	1113	2000	1642.7
SOX2_ex_3	chr3	181430674	181430922	249	1068	1563	1355.99
SOX2_ex_4	chr3	181430929	181431073	145	606	1248	967.228
ATP11B_ex	chr3	182584062	182584219	158	679	1069	922.329
MCCC1_ex	chr3	182733212	182733363	152	1008	1433	1277.33
MCF2L2_ex	chr3	183014776	183014924	149	1271	1870	1653.98
KLHL6_ex	chr3	183273223	183273359	137	1215	1711	1542.64
HTR3E_ex	chr3	183818283	183818415	133	1099	1488	1324.71
TP63_ex	chr3	189455494	189455678	185	937	1520	1301.41
TP63_ex_2	chr3	189526039	189526349	311	766	1902	1481.55
TP63_ex_3	chr3	189586344	189586525	182	1006	1781	1501.53
GABRA2_ex	chr4	46252300	46252618	319	1335	2697	2187.69
FRYL_ex	chr4	48622620	48622811	192	1482	2356	2046.31
PDGFRA_ex	chr4	55139671	55139926	256	956	1765	1472.04
PDGFRA_ex_2	chr4	55140661	55140810	150	1020	1535	1347.21
PDGFRA_ex_3	chr4	55140976	55141165	190	1167	1685	1480.28
PDGFRA_ex_4	chr4	55143521	55143671	151	1450	2107	1872.12
PDGFRA_ex_5	chr4	55144041	55144214	174	846	1291	1110.61
PDGFRA_ex_6	chr4	55144496	55144724	229	833	1632	1368.42
PDGFRA_ex_7	chr4	55146461	55146680	220	295	1445	1023.76
PDGFRA_ex_8	chr4	55151506	55151679	174	999	1706	1482.33
PDGFRA_ex_9	chr4	55151986	55152174	189	295	1364	963.164
PDGFRA_ex_10	chr4	55153571	55153751	181	983	1529	1309.1
PDGFRA_ex_11	chr4	55154941	55155077	137	993	1414	1265.08
PDGFRA_ex_12	chr4	55155151	55155322	172	1768	2346	2112.51
KIT_ex	chr4	55592001	55592232	232	1181	2168	1797.28
KIT_ex_2	chr4	55593361	55593499	139	1262	1804	1622.3
KIT_ex_3	chr4	55593551	55593724	174	1258	1885	1721.1
KIT_ex_4	chr4	55593961	55594111	151	1331	1978	1763.66
KIT_ex_5	chr4	55594151	55594327	177	1303	2074	1807.24
KIT_ex_6	chr4	55595471	55595693	223	802	1397	1188.79
KIT_ex_7	chr4	55597456	55597604	149	885	1353	1199.81
KIT_ex_8	chr4	55598001	55598189	189	669	1957	1469.24
KIT_ex_9	chr4	55599211	55599391	181	844	1414	1196.81
KIT_ex_10	chr4	55602631	55602806	176	1279	1935	1734.98
KIT_ex_11	chr4	55602856	55602999	144	995	1693	1397.66
KIT_ex_12	chr4	55603311	55603491	181	917	1483	1295.15
KDR_ex	chr4	55955013	55955154	142	937	1277	1142.91
KDR_ex_2	chr4	55962373	55962551	179	872	1381	1206.73
KDR_ex_3	chr4	55964278	55964468	191	857	1504	1278.79
FBXW7_ex	chr4	153247190	153247405	216	959	1681	1428.46
MARCH1_ex	chr4	164534436	164534688	253	1403	2822	2291.18
TRIP13_ex	chr5	917097	917247	151	1005	1456	1276.57
NKD2_ex	chr5	1034312	1034466	155	1122	1796	1556.74
SLC6A19_ex	chr5	1216902	1217054	153	778	1349	1147.84
TERT_ex	chr5	1295072	1295271	200	48	105	77.94
FBXL7_ex	chr5	15927993	15928621	629	778	2046	1566.17
CDH18_ex	chr5	19473429	19473853	425	1443	2910	2404.95
CDH12_ex	chr5	21751830	21752361	532	1203	2874	2356.95
CDH12_ex_2	chr5	22078530	22078784	255	1222	2726	2195.77
CDH9_ex	chr5	26881229	26881749	521	1683	3008	2579.07
CDH9_ex_2	chr5	26906034	26906250	217	1429	2595	2145.05
CDH9_ex_3	chr5	26915729	26916048	320	1226	2524	2063.84
ADAMTS12_ex	chr5	33576138	33577189	1052	1616	2895	2505.36
ADAMTS12_ex_2	chr5	33683948	33684170	223	910	1431	1242.88
SLC45A2_ex	chr5	33947248	33947491	244	1375	2193	1866.83
UGT3A2_ex	chr5	36037928	36038001	74	1024	1204	1134.09
UGT3A2_ex_2	chr5	36038013	36038091	79	750	1148	988.899
SKP2_ex	chr5	36183948	36184102	155	1014	1672	1475.35
SLC1A3_ex	chr5	36679773	36679913	141	1201	1813	1574.55
NUP155_ex	chr5	37370928	37371073	146	767	1202	1033.73
EGFLAM_ex	chr5	38352293	38352437	145	945	1444	1269.17
C9_ex	chr5	39306733	39306870	138	1163	1627	1446.58
HCN1_ex	chr5	45262028	45262905	878	1412	3217	2617.8
HCN1_ex_2	chr5	45267168	45267374	207	1541	2668	2252.97
HCN1_ex_3	chr5	45353198	45353353	156	1014	1527	1324.93
HTR1A_ex	chr5	63256324	63257490	1167	847	2434	1914.42
HAPLN1_ex	chr5	82937302	82937528	227	529	878	761.185
FBN2_ex	chr5	127648290	127648512	223	1101	1786	1517.39
PDGFRB_ex	chr5	149498288	149498434	147	1051	1469	1302.69
PDGFRB_ex_2	chr5	149499008	149499153	146	1128	1647	1425.8
PDGFRB_ex_3	chr5	149499553	149499723	171	1338	1929	1706.82
PDGFRB_ex_4	chr5	149500428	149500605	178	991	1563	1348.46
PDGFRB_ex_5	chr5	149500738	149500927	190	883	1346	1176.93
PDGFRB_ex_6	chr5	149501418	149501626	209	999	1965	1605.17
PDGFRB_ex_7	chr5	149502573	149502798	226	1184	2295	1900.85
PDGFRB_ex_8	chr5	149503788	149503961	174	1067	1580	1383.25
PDGFRB_ex_9	chr5	149504258	149504418	161	386	709	596.478
PDGFRB_ex_10	chr5	149504978	149505164	187	588	1220	968.422
GABRA6_ex	chr5	161128482	161128768	287	954	2248	1778.14
SLIT3_ex	chr5	168134946	168135167	222	930	1525	1277.55
ROS1_ex	chr6	117609633	117609983	351	844	1811	1452.36
ROS1_ex_2	chr6	117622113	117622313	201	1015	1956	1639.59
ROS1_ex_3	chr6	117629933	117630106	174	878	1599	1370.8
ROS1_ex_4	chr6	117631223	117631463	241	784	1766	1413.92
ROS1_ex_5	chr6	117632148	117632288	141	1150	1572	1415.3
ROS1_ex_6	chr6	117638273	117638470	198	924	1470	1241.31
ROS1_ex_7	chr6	117639298	117639453	156	947	1413	1244.33
ROS1_ex_8	chr6	117641008	117641428	421	1100	2603	2138.4
ROS1_ex_9	chr6	117641438	117642993	1556	506	2285	1901.47
ROS1_ex_10	chr6	117645158	117646127	970	1685	2235	1985.74
ROS1_ex_11	chr6	117647288	117648778	1491	463	2590	2057.17
ROS1_ex_12	chr6	117648943	117650620	1678	1615	2712	2204.54
ROS1_ex_13	chr6	117657883	117658535	653	883	2337	1809.78
PARK2_ex	chr6	161969889	161970031	143	534	763	674.077
PACRG_ex	chr6	163149267	163149420	154	925	1615	1380.92
C6orf118_ex	chr6	165715051	165715324	274	858	1938	1615.14
C6orf118_ex_2	chr6	165715336	165715696	361	1586	2538	2180.85
HDAC9_ex	chr7	18705854	18706045	192	1169	1955	1684.09
POM121L12_ex	chr7	53103391	53104267	877	1000	2384	1788.52
VSTM2A_ex	chr7	54617611	54617769	159	682	1219	1065.12
EGFR_ex	chr7	55241591	55241759	169	1029	1539	1344.59
EGFR_ex_2	chr7	55242381	55242526	146	1010	1563	1352.26
EGFR_ex_3	chr7	55248951	55249200	250	1017	1557	1372.4
EGFR_ex_4	chr7	55259376	55259601	226	963	2022	1646.9
EGFR_ex_5	chr7	55260416	55260574	159	770	1138	995.522
EGFR_ex_6	chr7	55266386	55266601	216	910	1646	1364.4
EGFR_ex_7	chr7	55267986	55268123	138	1161	1643	1439.48
LANCL2_ex	chr7	55492961	55493101	141	1621	2313	2037.86
ZNF713_ex	chr7	55990836	55990988	153	1025	1578	1368.65
ZAN_ex	chr7	100385525	100385744	220	939	1512	1278.27
MET_ex	chr7	116411893	116412071	179	1513	2383	2037.37
MET_ex_2	chr7	116417408	116417550	143	1368	1939	1717.07
MET_ex_3	chr7	116418808	116419051	244	1322	2213	1884.89
MET_ex_4	chr7	116422018	116422192	175	852	1389	1196.31
MET_ex_5	chr7	116423323	116423536	214	1552	2252	2011.14
MET_ex_6	chr7	116435673	116435857	185	923	2004	1634.77
MET_ex_7	chr7	116435918	116436202	285	1460	2349	2081.98
KCND2_ex	chr7	119914661	119915728	1068	1024	2821	2170.33
GRM8_ex	chr7	126172979	126173946	968	862	2967	2414.52
CHRM2_ex	chr7	136699601	136701045	1445	1245	3067	2524.69
BRAF_ex	chr7	140434372	140434446	75	841	1169	1008.11
BRAF_ex_2	chr7	140434482	140434561	80	341	881	590.938
BRAF_ex_3	chr7	140439682	140439757	76	534	683	635.434
BRAF_ex_4	chr7	140449052	140449119	68	728	993	875.5
BRAF_ex_5	chr7	140449177	140449255	79	567	899	750.278
BRAF_ex_6	chr7	140453047	140453225	179	814	1226	1090.64
BRAF_ex_7	chr7	140453937	140454069	133	1054	1653	1457.71
BRAF_ex_8	chr7	140476747	140476828	82	726	1149	947.207
BRAF_ex_9	chr7	140476842	140476919	78	905	1256	1141.63
BRAF_ex_10	chr7	140477762	140477913	152	965	1585	1377.26
BRAF_ex_11	chr7	140481379	140481507	129	266	423	366.132
CNTNAP2_ex	chr7	146829378	146829605	228	1295	2116	1798.4
CSMD1_ex	chr8	2855544	2855681	138	1028	1505	1316.12
SGCZ_ex	chr8	13959864	13960019	156	853	1373	1182.47
LPL_ex	chr8	19809280	19809487	208	1521	2316	2030.83
WHSC1L1_ex	chr8	38173423	38173569	147	1074	1527	1335.15
FGFR1_ex	chr8	38271413	38271567	155	1034	1531	1387.21
FGFR1_ex_2	chr8	38271643	38271843	201	1104	1815	1564.11
FGFR1_ex_3	chr8	38272033	38272174	142	847	1282	1086.06
FGFR1_ex_4	chr8	38272268	38272446	179	1300	2014	1775.78
FGFR1_ex_5	chr8	38273358	38273606	249	891	2247	1733
FGFR1_ex_6	chr8	38274798	38274969	172	847	1266	1120.48
FGFR1_ex_7	chr8	38275353	38275526	174	917	1718	1431.67
DCAF4L2_ex	chr8	88885057	88885301	245	1696	2601	2279.99
DCAF4L2_ex_2	chr8	88885302	88885455	154	1274	2020	1623.83
DCAF4L2_ex_3	chr8	88885462	88885546	85	1196	1536	1356.33
DCAF4L2_ex_4	chr8	88885557	88886235	679	1250	2971	2329
CSMD3_ex	chr8	113256609	113256816	208	1368	2297	1981.56
CSMD3_ex_2	chr8	113301569	113301781	213	1169	2262	1861.77
CSMD3_ex_3	chr8	113304734	113304955	222	1366	2472	2016.09
CSMD3_ex_4	chr8	113568979	113569192	214	1097	2164	1780.66
CSMD3_ex_5	chr8	113694634	113694887	254	1213	2113	1817.44
CSMD3_ex_6	chr8	113697629	113697972	344	1600	2936	2495.29
MYC_ex	chr8	128750807	128750953	147	1038	1914	1575.48
TG_ex	chr8	133905914	133906161	248	1412	2394	2026.75
FAM135B_ex	chr8	139151207	139151354	148	887	1568	1344.3
FAM135B_ex_2	chr8	139163432	139165467	2036	102	2539	1979.39
COL22A1_ex	chr8	139606232	139606449	218	600	1066	923.28
PTPRD_ex	chr9	8528610	8528754	145	1118	1581	1391.71
CDKN2A_ex	chr9	21968154	21968293	140	886	1905	1549.89
CDKN2A_ex_2	chr9	21968669	21968817	149	928	1344	1204.26
CDKN2A_ex_3	chr9	21970869	21971023	155	581	834	752.161
CDKN2A_ex_4	chr9	21971074	21971146	73	398	682	583.534
CDKN2A_ex_5	chr9	21974444	21974836	393	558	2232	1589.51
ASTN2_ex	chr9	119976629	119976988	360	855	1861	1503.75
ABL1_ex	chr9	133738125	133738431	307	1167	2406	1941.83
ABL1_ex_2	chr9	133747485	133747622	138	994	1432	1257.16
ABL1_ex_3	chr9	133748215	133748439	225	869	1923	1528.97
ABL1_ex_4	chr9	133750230	133750477	248	1309	1952	1735
ABL1_ex_5	chr9	133753770	133753998	229	994	1584	1360.75
ABL1_ex_6	chr9	133755415	133755561	147	976	1536	1331.4
NOTCH1_ex	chr9	139390492	139392023	1532	791	2131	1798.98
NOTCH1_ex_2	chr9	139396697	139396976	280	347	1390	958.775
NOTCH1_ex_3	chr9	139397602	139397822	221	892	1787	1489.84
NOTCH1_ex_4	chr9	139399092	139399590	499	472	1440	1128.14
RET_ex	chr10	43606627	43609247	2621	903	2320	1868.24
RET_ex_2	chr10	43609672	43612193	2522	962	2446	1861.56
RET_ex_3	chr10	43613787	43613935	149	482	755	668.537
RET_ex_4	chr10	43614952	43615241	290	693	1497	1152.79
RET_ex_5	chr10	43615497	43615675	179	1211	1949	1692.05
RET_ex_6	chr10	43617347	43617495	149	1102	1681	1481.43
RET_ex_7	chr10	43619092	43619274	183	1293	1922	1675.24
RET_ex_8	chr10	43620297	43620443	147	1252	1898	1683.1
GRID1_ex	chr10	87628744	87628948	205	1125	1952	1633.98
PTEN_ex	chr10	89624272	89624350	79	1115	1411	1292.99
PTEN_ex_2	chr10	89653752	89653825	74	537	762	668.554
PTEN_ex_3	chr10	89653832	89653909	78	581	785	708.821
PTEN_ex_4	chr10	89685272	89685376	105	702	905	817.829
PTEN_ex_5	chr10	89690752	89690894	143	1009	1523	1308.3
PTEN_ex_6	chr10	89692737	89692810	74	639	947	814.257
PTEN_ex_7	chr10	89692877	89692951	75	1173	1282	1240.76
PTEN_ex_8	chr10	89692972	89693037	66	929	1299	1132.79
PTEN_ex_9	chr10	89711887	89711966	80	679	829	780.925
PTEN_ex_10	chr10	89717577	89717776	200	720	1411	1149.91
PTEN_ex_11	chr10	89720642	89720880	239	210	1609	1084.75
PTEN_ex_12	chr10	89725022	89725169	148	646	995	852.284
FGFR2_ex	chr10	123243190	123243329	140	940	1404	1235.7
FGFR2_ex_2	chr10	123244880	123245060	181	958	1597	1377.85
FGFR2_ex_3	chr10	123246830	123246966	137	609	952	826.847
FGFR2_ex_4	chr10	123247475	123247652	178	804	1302	1117.68
FGFR2_ex_5	chr10	123256010	123256272	263	721	1579	1289.66
FGFR2_ex_6	chr10	123257975	123258163	189	585	1063	911.487
FGFR2_ex_7	chr10	123260315	123260496	182	727	1220	1015.38
HRAS_ex	chr11	533740	533979	240	1348	2341	1972.49
HRAS_ex_2	chr11	534190	534303	114	1019	1450	1289.35
MS4A3_ex	chr11	59828607	59828816	210	827	1632	1332.04
MRGPRD_ex	chr11	68747893	68748040	148	936	1347	1189.89
TPCN2_ex	chr11	68822653	68822798	146	651	1049	892.562
MYEOV_ex	chr11	69063388	69063542	155	1286	2043	1773.65
CCND1_ex	chr11	69458601	69458742	142	1085	1556	1362.64
FGF3_ex	chr11	69631066	69631206	141	994	1455	1282.37
NCAM1_ex	chr11	113102866	113103090	225	798	1512	1235.08
NTM_ex	chr11	132081890	132082058	169	773	1415	1164.64
ABCC9_ex	chr12	22068669	22068839	171	1013	1624	1390.63
KRAS_ex	chr12	25378518	25378628	111	1138	1599	1459.52
KRAS_ex_2	chr12	25378668	25378736	69	955	1415	1185.57
KRAS_ex_3	chr12	25380138	25380301	164	963	1752	1487.21
KRAS_ex_4	chr12	25380308	25380385	78	826	1426	1162.68
KRAS_ex_5	chr12	25398223	25398302	80	455	542	510.288
IFLTD1_ex	chr12	25702298	25702436	139	981	1417	1242.31
MDM2_ex	chr12	69233264	69233407	144	925	1337	1189.73
NAV3_ex	chr12	78400185	78400668	484	1281	2718	2166.91
NAV3_ex_2	chr12	78400730	78401224	495	1242	2732	2247.08
TUBA3C_ex	chr13	19748070	19748146	77	327	430	387.429
TPTE2_ex	chr13	20039425	20039497	73	613	747	698.11
MPHOSPH8_ex	chr13	20240560	20240714	155	894	1364	1198.85
PSPC1_ex	chr13	20346455	20346607	153	812	1176	1055.66
ZMYM5_ex	chr13	20412927	20413034	108	1030	1303	1182.43
RB1_ex	chr13	48878015	48878209	195	233	662	483.097
RB1_ex_2	chr13	48881385	48881558	174	1307	2078	1814.95
RB1_ex_3	chr13	48916700	48917022	323	1231	2014	1739.88
RB1_ex_4	chr13	48919190	48919357	168	946	1640	1394.38
RB1_ex_5	chr13	48921900	48922036	137	746	1123	1008.77
RB1_ex_6	chr13	48923050	48923182	133	803	1100	988.09
RB1_ex_7	chr13	48934130	48934295	166	988	1492	1301.1
RB1_ex_8	chr13	48936925	48937127	203	1075	1863	1569.75
RB1_ex_9	chr13	48938995	48939127	133	1038	1435	1265.05
RB1_ex_10	chr13	48941595	48941782	188	1004	1541	1342.22
RB1_ex_11	chr13	48942630	48942761	132	1328	1786	1595.58
RB1_ex_12	chr13	48947500	48947645	146	630	1000	882.836
RB1_ex_13	chr13	48951030	48951209	180	1153	1954	1673.6
RB1_ex_14	chr13	48953715	48953810	96	585	946	821.812
RB1_ex_15	chr13	48954170	48954235	66	168	451	276.667
RB1_ex_16	chr13	48954295	48954404	110	578	1014	885.473
RB1_ex_17	chr13	48955375	48955626	252	872	2019	1647.96
LPAR6_ex	chr13	48985970	48986111	142	1506	2184	1943.59
RB1_ex_18	chr13	49027105	49027282	178	811	1403	1199.61
RB1_ex_19	chr13	49030315	49030517	203	957	1729	1456.54
RB1_ex_20	chr13	49033800	49034007	208	222	1573	1062.92
RB1_ex_21	chr13	49037835	49037984	150	691	1035	907.927
RB1_ex_22	chr13	49039110	49039277	168	123	1483	831.512
RB1_ex_23	chr13	49039315	49039518	204	1383	2185	1902.46
RB1_ex_24	chr13	49047430	49047576	147	968	1376	1204.82
RB1_ex_25	chr13	49050815	49050983	169	1791	2507	2225.04
RB1_ex_26	chr13	49051440	49051572	133	738	1154	1020.93
RB1_ex_27	chr13	49054085	49054245	161	940	1509	1292.45
KLHL1_ex	chr13	70681316	70681856	541	1441	2837	2403.68
SLITRK1_ex	chr13	84453597	84455634	2038	1367	2744	2372.41
LRFN5_ex	chr14	42355817	42357220	1404	1169	2959	2340.05
C14orf177_ex	chr14	99183471	99183646	176	1058	1636	1399.22
AKT1_ex	chr14	105246390	105246570	181	1386	1998	1775.86
MKRN3_ex	chr15	23810934	23812061	1128	922	2456	1824.97
MKRN3_ex_2	chr15	23812104	23812496	393	1149	2093	1788.21
MAP2K1_ex	chr15	66727329	66727602	274	648	1209	957.865
MAP2K1_ex_2	chr15	66729049	66729123	75	793	1154	980.92
MAP2K1_ex_3	chr15	66729139	66729253	115	758	1209	1035.41
MAP2K1_ex_4	chr15	66735574	66735650	77	584	951	796.779
MAP2K1_ex_5	chr15	66735664	66735738	75	804	1060	973.987
MAP2K1_ex_6	chr15	66737009	66737088	80	458	568	533.888
MAP2K1_ex_7	chr15	66774059	66774241	183	821	1525	1293.01
MAP2K1_ex_8	chr15	66777294	66777550	257	1066	2213	1857.16
MAP2K1_ex_9	chr15	66779539	66779676	138	797	1291	1094.43
MAP2K1_ex_10	chr15	66781504	66781654	151	738	1141	1021.8
MAP2K1_ex_11	chr15	66781994	66782146	153	913	1436	1249.88
MAP2K1_ex_12	chr15	66782804	66782984	181	952	1588	1360.22
TP53_ex	chr17	7572889	7573037	149	1000	1680	1416.4
TP53_ex_2	chr17	7573894	7574051	158	641	980	856.911
TP53_ex_3	chr17	7576809	7576957	149	1707	2176	2030.71
TP53_ex_4	chr17	7576984	7577173	190	1048	1889	1593.95
TP53_ex_5	chr17	7577469	7577648	180	692	1851	1436.62
TP53_ex_6	chr17	7578154	7578326	173	1150	1611	1492.53
TP53_ex_7	chr17	7578339	7578589	251	1365	1920	1723.41
TP53_ex_8	chr17	7579289	7579605	317	618	2010	1571.5
TP53_ex_9	chr17	7579639	7579772	134	82	1160	485.187
