Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
ALK_ex_9	chr2	29445348	29445487	140	704	1041	945.6
ALK_ex_10	chr2	29446178	29446811	634	825	1433	1220.09
ALK_ex_11	chr2	29446818	29448463	1646	861	1442	1256.42
SLC8A1_ex	chr2	40655614	40657081	1468	783	1566	1339.94
SLC8A1_ex_2	chr2	40657084	40657440	357	934	1401	1294.55
LRRTM4_ex	chr2	77745452	77746964	1513	923	1840	1549.45
REG3A_ex	chr2	79384672	79384750	79	550	717	658.797
REG3A_ex_2	chr2	79384762	79384840	79	405	649	546.823
REG3A_ex_3	chr2	79385437	79385543	107	842	1144	1040.86
CTNNA2_ex	chr2	80085113	80085323	211	697	1428	1161.27
CTNNA2_ex_2	chr2	80101198	80101492	295	633	1250	1085.81
CTNNA2_ex_3	chr2	80136708	80136972	265	555	1052	874.562
LRRTM1_ex	chr2	80529410	80530860	1451	427	1447	1208.13
ST6GAL2_ex	chr2	107423111	107423415	305	578	1365	1110.2
CNTNAP5_ex	chr2	125261856	125262161	306	704	1334	1100.92
LRP1B_ex	chr2	141242897	141243115	219	865	1572	1298.32
LRP1B_ex_2	chr2	141665412	141665650	239	643	1163	988.314
KCNJ3_ex	chr2	155711255	155711854	600	813	1640	1420.82
NFE2L2_ex	chr2	178095482	178096587	1106	960	1855	1677.05
NFE2L2_ex_2	chr2	178096587	178096759	173	1074	1734	1575.95
NFE2L2_ex_3	chr2	178097127	178097309	183	975	1646	1420.52
NFE2L2_ex_4	chr2	178097952	178098091	140	748	1080	951.086
NFE2L2_ex_5	chr2	178098702	178099022	321	753	1782	1446.67
SF3B1_ex	chr2	198267256	198267583	328	576	1455	1089.38
ERBB4_ex	chr2	212286709	212286845	137	829	1233	1098.37
ERBB4_ex_2	chr2	212288844	212289051	208	856	1434	1218.59
ERBB4_ex_3	chr2	212293094	212293234	141	857	1253	1108.96
ERBB4_ex_4	chr2	212295644	212295847	204	709	1351	1147.87
ERBB4_ex_5	chr2	212426604	212426850	247	895	1530	1329.89
ERBB4_ex_6	chr2	212483874	212484009	136	822	1243	1108.45
ERBB4_ex_7	chr2	212488614	212488802	189	928	1611	1388.48
CUL3_ex	chr2	225338940	225339104	165	744	1210	1071.8
CUL3_ex_2	chr2	225342895	225343098	204	871	1452	1235.23
CUL3_ex_3	chr2	225346585	225346828	244	872	1483	1280.84
CUL3_ex_4	chr2	225360525	225360695	171	742	1507	1252.26
CUL3_ex_5	chr2	225362445	225362591	147	851	1373	1199.61
CUL3_ex_6	chr2	225365045	225365224	180	809	1339	1147.63
CUL3_ex_7	chr2	225367655	225367800	146	849	1275	1109.36
CUL3_ex_8	chr2	225368335	225368547	213	712	1274	1077.44
CUL3_ex_9	chr2	225370650	225370855	206	739	1335	1113.69
CUL3_ex_10	chr2	225371545	225371754	210	865	1376	1180.65
CUL3_ex_11	chr2	225376050	225376300	251	682	1185	1020.64
CUL3_ex_12	chr2	225378220	225378390	171	312	1124	951.854
CUL3_ex_13	chr2	225379295	225379508	214	783	1411	1191.83
CUL3_ex_14	chr2	225400220	225400397	178	801	1257	1097.73
CUL3_ex_15	chr2	225422350	225422599	250	277	1261	957.32
CUL3_ex_16	chr2	225449620	225449754	135	695	1026	894.067
ASB18_ex	chr2	237172815	237172971	157	652	1037	869.962
RAF1_ex	chr3	12625987	12626199	213	847	1306	1156.69
RAF1_ex_2	chr3	12632272	12632487	216	626	1205	1006.79
RAF1_ex_3	chr3	12633172	12633310	139	784	1205	1057.03
MYD88_ex	chr3	38182589	38182802	214	669	1616	1287.08
CTNNB1_ex	chr3	41266046	41266203	158	733	1098	955.405
FOXP1_ex	chr3	71015043	71015201	159	939	1398	1245.11
PDZRN3_ex	chr3	73432596	73433959	1364	645	1380	1166.29
ROBO1_ex	chr3	78766421	78766566	146	749	1167	1019.52
ZIC4_ex	chr3	147108706	147109059	354	477	1035	859.209
ZIC4_ex_2	chr3	147113616	147114276	661	821	1380	1133.99
ZIC1_ex	chr3	147127941	147128721	781	668	1208	1011.5
ZIC1_ex_2	chr3	147128786	147128884	99	808	1129	1014.14
IQCJ_ex	chr3	158982995	158983175	181	820	1255	1086.24
MECOM_ex	chr3	168840358	168840506	149	707	1201	1044.89
MYNN_ex	chr3	169501222	169501373	152	894	1351	1182.28
SAMD7_ex	chr3	169646232	169646375	144	853	1339	1142.06
PHC3_ex	chr3	169896647	169896721	75	926	1153	1061.87
CLDN11_ex	chr3	170140951	170141100	150	694	1116	974.46
SLC2A2_ex	chr3	170716001	170716143	143	689	947	839.797
PIK3CA_ex	chr3	178916514	178916999	486	947	1514	1348.59
PIK3CA_ex_2	chr3	178921304	178921594	291	851	1410	1220.18
PIK3CA_ex_3	chr3	178927964	178928132	169	710	1276	1095.9
PIK3CA_ex_4	chr3	178935989	178936159	171	612	1154	955.825
PIK3CA_ex_5	chr3	178951854	178952172	319	716	1327	1135.32
SOX2_ex	chr3	181430124	181430303	180	319	918	686.506
SOX2_ex_2	chr3	181430354	181430630	277	824	1322	1136.1
SOX2_ex_3	chr3	181430674	181430922	249	773	1172	1014.57
SOX2_ex_4	chr3	181430929	181431073	145	565	1012	849.034
ATP11B_ex	chr3	182584062	182584219	158	558	928	780.367
MCCC1_ex	chr3	182733212	182733363	152	755	1149	1001.37
MCF2L2_ex	chr3	183014776	183014924	149	912	1357	1196.6
KLHL6_ex	chr3	183273223	183273359	137	907	1321	1173.04
HTR3E_ex	chr3	183818283	183818415	133	781	1103	982.481
TP63_ex	chr3	189455494	189455678	185	650	1078	925.481
TP63_ex_2	chr3	189526039	189526349	311	674	1435	1177.69
TP63_ex_3	chr3	189586344	189586525	182	676	1270	1075.06
GABRA2_ex	chr4	46252300	46252618	319	898	1570	1353.56
FRYL_ex	chr4	48622620	48622811	192	895	1486	1281.41
PDGFRA_ex	chr4	55139671	55139926	256	700	1195	1029.61
PDGFRA_ex_2	chr4	55140661	55140810	150	758	1189	1034.04
PDGFRA_ex_3	chr4	55140976	55141165	190	819	1140	1032.81
PDGFRA_ex_4	chr4	55143521	55143671	151	956	1310	1188.99
PDGFRA_ex_5	chr4	55144041	55144214	174	629	1022	871.011
PDGFRA_ex_6	chr4	55144496	55144724	229	721	1206	1057
PDGFRA_ex_7	chr4	55146461	55146680	220	444	1071	845.318
PDGFRA_ex_8	chr4	55151506	55151679	174	702	1240	1072.01
PDGFRA_ex_9	chr4	55151986	55152174	189	657	1052	896.127
PDGFRA_ex_10	chr4	55153571	55153751	181	729	1129	976.823
PDGFRA_ex_11	chr4	55154941	55155077	137	816	1097	991.927
PDGFRA_ex_12	chr4	55155151	55155322	172	1136	1451	1325.62
KIT_ex	chr4	55592001	55592232	232	773	1393	1181.39
KIT_ex_2	chr4	55593361	55593499	139	834	1143	1052.86
KIT_ex_3	chr4	55593551	55593724	174	921	1308	1195.87
KIT_ex_4	chr4	55593961	55594111	151	948	1267	1178.98
KIT_ex_5	chr4	55594151	55594327	177	878	1296	1180.47
KIT_ex_6	chr4	55595471	55595693	223	617	1065	898.637
KIT_ex_7	chr4	55597456	55597604	149	691	1063	937.517
KIT_ex_8	chr4	55598001	55598189	189	574	1536	1158.95
KIT_ex_9	chr4	55599211	55599391	181	595	1018	869.956
KIT_ex_10	chr4	55602631	55602806	176	818	1242	1116.81
KIT_ex_11	chr4	55602856	55602999	144	772	1069	995.056
KIT_ex_12	chr4	55603311	55603491	181	712	1061	955.558
KDR_ex	chr4	55955013	55955154	142	715	1003	896.951
KDR_ex_2	chr4	55962373	55962551	179	674	1068	938.436
KDR_ex_3	chr4	55964278	55964468	191	607	1078	925.675
FBXW7_ex	chr4	153247190	153247405	216	800	1280	1124.45
MARCH1_ex	chr4	164534436	164534688	253	897	1722	1441.36
TRIP13_ex	chr5	917097	917247	151	770	1136	1003.25
NKD2_ex	chr5	1034312	1034466	155	796	1282	1122.69
SLC6A19_ex	chr5	1216902	1217054	153	652	1166	982.948
TERT_ex	chr5	1295072	1295271	200	53	135	97.64
FBXL7_ex	chr5	15927993	15928621	629	790	1454	1245.8
CDH18_ex	chr5	19473429	19473853	425	1029	1866	1601.4
CDH12_ex	chr5	21751830	21752361	532	873	1803	1548.99
CDH12_ex_2	chr5	22078530	22078784	255	902	1677	1420.75
CDH9_ex	chr5	26881229	26881749	521	1072	1854	1631.51
CDH9_ex_2	chr5	26906034	26906250	217	987	1825	1505.76
CDH9_ex_3	chr5	26915729	26916048	320	900	1671	1398.2
ADAMTS12_ex	chr5	33576138	33577189	1052	1038	1693	1496.26
ADAMTS12_ex_2	chr5	33683948	33684170	223	703	1082	957.906
SLC45A2_ex	chr5	33947248	33947491	244	918	1427	1259.26
UGT3A2_ex	chr5	36037928	36038001	74	836	995	941.581
UGT3A2_ex_2	chr5	36038013	36038091	79	658	956	841.506
SKP2_ex	chr5	36183948	36184102	155	756	1263	1093.28
SLC1A3_ex	chr5	36679773	36679913	141	913	1393	1216.68
NUP155_ex	chr5	37370928	37371073	146	679	1072	915.616
EGFLAM_ex	chr5	38352293	38352437	145	701	1103	953.062
C9_ex	chr5	39306733	39306870	138	833	1204	1069.7
HCN1_ex	chr5	45262028	45262905	878	994	2021	1692.38
HCN1_ex_2	chr5	45267168	45267374	207	1037	1608	1419.08
HCN1_ex_3	chr5	45353198	45353353	156	747	1173	1013
HTR1A_ex	chr5	63256324	63257490	1167	715	1561	1311.7
HAPLN1_ex	chr5	82937302	82937528	227	514	810	719.427
FBN2_ex	chr5	127648290	127648512	223	794	1302	1120.61
PDGFRB_ex	chr5	149498288	149498434	147	796	1193	1045.12
PDGFRB_ex_2	chr5	149499008	149499153	146	812	1224	1047.45
PDGFRB_ex_3	chr5	149499553	149499723	171	877	1265	1121.8
PDGFRB_ex_4	chr5	149500428	149500605	178	804	1210	1051.17
PDGFRB_ex_5	chr5	149500738	149500927	190	702	1090	939.763
PDGFRB_ex_6	chr5	149501418	149501626	209	754	1266	1097.34
PDGFRB_ex_7	chr5	149502573	149502798	226	759	1472	1232.84
PDGFRB_ex_8	chr5	149503788	149503961	174	844	1249	1107.53
PDGFRB_ex_9	chr5	149504258	149504418	161	425	671	595.006
PDGFRB_ex_10	chr5	149504978	149505164	187	518	986	806.947
GABRA6_ex	chr5	161128482	161128768	287	701	1490	1233.93
SLIT3_ex	chr5	168134946	168135167	222	674	1097	942.086
ROS1_ex	chr6	117609633	117609983	351	664	1278	1060.56
ROS1_ex_2	chr6	117622113	117622313	201	719	1367	1143.65
ROS1_ex_3	chr6	117629933	117630106	174	615	1185	988.161
ROS1_ex_4	chr6	117631223	117631463	241	717	1184	1042.27
ROS1_ex_5	chr6	117632148	117632288	141	788	1089	971.355
ROS1_ex_6	chr6	117638273	117638470	198	703	1127	977.566
ROS1_ex_7	chr6	117639298	117639453	156	736	1116	974.026
ROS1_ex_8	chr6	117641008	117641428	421	777	1562	1337.96
ROS1_ex_9	chr6	117641438	117642993	1556	601	1372	1204.2
ROS1_ex_10	chr6	117645158	117646127	970	1081	1368	1242.73
ROS1_ex_11	chr6	117647288	117648778	1491	850	1572	1323.42
ROS1_ex_12	chr6	117648943	117650620	1678	1034	1610	1324.87
ROS1_ex_13	chr6	117657883	117658535	653	664	1392	1137.75
PARK2_ex	chr6	161969889	161970031	143	491	699	615.937
PACRG_ex	chr6	163149267	163149420	154	688	1189	1018.67
C6orf118_ex	chr6	165715051	165715324	274	655	1306	1129.2
C6orf118_ex_2	chr6	165715336	165715696	361	1016	1589	1387.98
HDAC9_ex	chr7	18705854	18706045	192	864	1333	1189.91
POM121L12_ex	chr7	53103391	53104267	877	845	1596	1283.78
VSTM2A_ex	chr7	54617611	54617769	159	566	999	875.755
EGFR_ex	chr7	55241591	55241759	169	725	1117	981.533
EGFR_ex_2	chr7	55242381	55242526	146	772	1178	1040.88
EGFR_ex_3	chr7	55248951	55249200	250	753	1154	1034.81
EGFR_ex_4	chr7	55259376	55259601	226	716	1274	1101.14
EGFR_ex_5	chr7	55260416	55260574	159	629	928	821.421
EGFR_ex_6	chr7	55266386	55266601	216	646	1179	1004.38
EGFR_ex_7	chr7	55267986	55268123	138	817	1193	1054.51
LANCL2_ex	chr7	55492961	55493101	141	1043	1570	1397.15
ZNF713_ex	chr7	55990836	55990988	153	796	1200	1043.77
ZAN_ex	chr7	100385525	100385744	220	659	1079	940.6
MET_ex	chr7	116411893	116412071	179	913	1519	1297.64
MET_ex_2	chr7	116417408	116417550	143	923	1360	1202.74
MET_ex_3	chr7	116418808	116419051	244	925	1474	1282.67
MET_ex_4	chr7	116422018	116422192	175	660	1155	978.709
MET_ex_5	chr7	116423323	116423536	214	1055	1426	1304.92
MET_ex_6	chr7	116435673	116435857	185	695	1354	1150.29
MET_ex_7	chr7	116435918	116436202	285	938	1452	1320.68
KCND2_ex	chr7	119914661	119915728	1068	778	1642	1416.68
GRM8_ex	chr7	126172979	126173946	968	671	1675	1483.35
CHRM2_ex	chr7	136699601	136701045	1445	856	1775	1583.21
BRAF_ex	chr7	140434372	140434446	75	738	1026	905.867
BRAF_ex_2	chr7	140434482	140434561	80	399	918	652.025
BRAF_ex_3	chr7	140439682	140439757	76	538	683	634.158
BRAF_ex_4	chr7	140449052	140449119	68	647	861	782.368
BRAF_ex_5	chr7	140449177	140449255	79	525	810	688.924
BRAF_ex_6	chr7	140453047	140453225	179	661	995	877.229
BRAF_ex_7	chr7	140453937	140454069	133	787	1261	1101.81
BRAF_ex_8	chr7	140476747	140476828	82	621	983	812.024
BRAF_ex_9	chr7	140476842	140476919	78	773	1056	962.91
BRAF_ex_10	chr7	140477762	140477913	152	712	1212	1067.26
BRAF_ex_11	chr7	140481379	140481507	129	278	472	396.86
CNTNAP2_ex	chr7	146829378	146829605	228	926	1434	1261.68
CSMD1_ex	chr8	2855544	2855681	138	804	1173	1019.54
SGCZ_ex	chr8	13959864	13960019	156	711	1102	956.218
LPL_ex	chr8	19809280	19809487	208	963	1377	1245.77
WHSC1L1_ex	chr8	38173423	38173569	147	832	1229	1048.5
FGFR1_ex	chr8	38271413	38271567	155	787	1199	1075.11
FGFR1_ex_2	chr8	38271643	38271843	201	870	1301	1160.02
FGFR1_ex_3	chr8	38272033	38272174	142	721	1009	912.211
FGFR1_ex_4	chr8	38272268	38272446	179	966	1415	1288.02
FGFR1_ex_5	chr8	38273358	38273606	249	687	1559	1243.07
FGFR1_ex_6	chr8	38274798	38274969	172	642	1067	923.657
FGFR1_ex_7	chr8	38275353	38275526	174	668	1287	1069.23
DCAF4L2_ex	chr8	88885057	88885301	245	1106	1701	1499.31
DCAF4L2_ex_2	chr8	88885302	88885455	154	981	1359	1190.87
DCAF4L2_ex_3	chr8	88885462	88885546	85	956	1130	1018.64
DCAF4L2_ex_4	chr8	88885557	88886235	679	854	1682	1463.37
CSMD3_ex	chr8	113256609	113256816	208	938	1626	1371.35
CSMD3_ex_2	chr8	113301569	113301781	213	852	1568	1322.6
CSMD3_ex_3	chr8	113304734	113304955	222	891	1693	1393.58
CSMD3_ex_4	chr8	113568979	113569192	214	793	1509	1275.21
CSMD3_ex_5	chr8	113694634	113694887	254	932	1523	1327.69
CSMD3_ex_6	chr8	113697629	113697972	344	1056	1669	1514.58
MYC_ex	chr8	128750807	128750953	147	759	1362	1133.53
TG_ex	chr8	133905914	133906161	248	944	1685	1429.34
FAM135B_ex	chr8	139151207	139151354	148	631	1165	982.608
FAM135B_ex_2	chr8	139163432	139165467	2036	96	1520	1276.62
COL22A1_ex	chr8	139606232	139606449	218	542	916	804.115
PTPRD_ex	chr9	8528610	8528754	145	810	1226	1074.99
CDKN2A_ex	chr9	21968154	21968293	140	677	1405	1169.04
CDKN2A_ex_2	chr9	21968669	21968817	149	741	1119	986.02
CDKN2A_ex_3	chr9	21970869	21971023	155	549	780	711.29
CDKN2A_ex_4	chr9	21971074	21971146	73	381	647	562.301
CDKN2A_ex_5	chr9	21974444	21974836	393	444	1506	1117.87
ASTN2_ex	chr9	119976629	119976988	360	654	1239	1051.87
ABL1_ex	chr9	133738125	133738431	307	839	1427	1235.42
ABL1_ex_2	chr9	133747485	133747622	138	718	1090	953.739
ABL1_ex_3	chr9	133748215	133748439	225	647	1290	1067.94
ABL1_ex_4	chr9	133750230	133750477	248	884	1255	1147.5
ABL1_ex_5	chr9	133753770	133753998	229	698	1140	993.397
ABL1_ex_6	chr9	133755415	133755561	147	742	1170	1004.07
NOTCH1_ex	chr9	139390492	139392023	1532	608	1442	1256.36
NOTCH1_ex_2	chr9	139396697	139396976	280	300	1101	789
NOTCH1_ex_3	chr9	139397602	139397822	221	733	1325	1142.41
NOTCH1_ex_4	chr9	139399092	139399590	499	451	1093	907.419
RET_ex	chr10	43606627	43609247	2621	635	1490	1276.38
RET_ex_2	chr10	43609672	43612193	2522	714	1512	1268.33
RET_ex_3	chr10	43613787	43613935	149	464	729	640.51
RET_ex_4	chr10	43614952	43615241	290	588	1172	936.741
RET_ex_5	chr10	43615497	43615675	179	815	1329	1159.63
RET_ex_6	chr10	43617347	43617495	149	789	1289	1119.71
RET_ex_7	chr10	43619092	43619274	183	956	1455	1287.52
RET_ex_8	chr10	43620297	43620443	147	937	1363	1216.46
GRID1_ex	chr10	87628744	87628948	205	770	1336	1119.88
PTEN_ex	chr10	89624272	89624350	79	974	1197	1108.66
PTEN_ex_2	chr10	89653752	89653825	74	497	729	633.108
PTEN_ex_3	chr10	89653832	89653909	78	516	733	653.679
PTEN_ex_4	chr10	89685272	89685376	105	604	801	723.105
PTEN_ex_5	chr10	89690752	89690894	143	747	1206	1050.07
PTEN_ex_6	chr10	89692737	89692810	74	551	762	688.946
PTEN_ex_7	chr10	89692877	89692951	75	879	966	932.107
PTEN_ex_8	chr10	89692972	89693037	66	680	991	857.015
PTEN_ex_9	chr10	89711887	89711966	80	592	730	684.75
PTEN_ex_10	chr10	89717577	89717776	200	497	1165	911.605
PTEN_ex_11	chr10	89720642	89720880	239	310	1176	897.351
PTEN_ex_12	chr10	89725022	89725169	148	461	795	686.149
FGFR2_ex	chr10	123243190	123243329	140	679	1099	949.557
FGFR2_ex_2	chr10	123244880	123245060	181	657	1101	947.287
FGFR2_ex_3	chr10	123246830	123246966	137	469	799	692.526
FGFR2_ex_4	chr10	123247475	123247652	178	577	926	798.506
FGFR2_ex_5	chr10	123256010	123256272	263	553	1021	886.951
FGFR2_ex_6	chr10	123257975	123258163	189	456	870	737.63
FGFR2_ex_7	chr10	123260315	123260496	182	593	1011	859.132
HRAS_ex	chr11	533740	533979	240	1002	1616	1418.19
HRAS_ex_2	chr11	534190	534303	114	858	1236	1096.71
MS4A3_ex	chr11	59828607	59828816	210	609	1157	957.595
MRGPRD_ex	chr11	68747893	68748040	148	721	1034	910.649
TPCN2_ex	chr11	68822653	68822798	146	606	969	825.438
MYEOV_ex	chr11	69063388	69063542	155	940	1396	1262.31
CCND1_ex	chr11	69458601	69458742	142	836	1212	1066.98
FGF3_ex	chr11	69631066	69631206	141	730	1088	953.929
NCAM1_ex	chr11	113102866	113103090	225	572	1102	908.876
NTM_ex	chr11	132081890	132082058	169	561	1079	875.746
ABCC9_ex	chr12	22068669	22068839	171	747	1163	996.515
KRAS_ex	chr12	25378518	25378628	111	805	1160	1065.35
KRAS_ex_2	chr12	25378668	25378736	69	753	1080	938.261
KRAS_ex_3	chr12	25380138	25380301	164	694	1246	1073.26
KRAS_ex_4	chr12	25380308	25380385	78	634	1081	881.474
KRAS_ex_5	chr12	25398223	25398302	80	489	581	550.925
IFLTD1_ex	chr12	25702298	25702436	139	654	1108	947.54
MDM2_ex	chr12	69233264	69233407	144	747	1104	982.236
NAV3_ex	chr12	78400185	78400668	484	910	1561	1374.83
NAV3_ex_2	chr12	78400730	78401224	495	885	1615	1438.06
TUBA3C_ex	chr13	19748070	19748146	77	332	431	392.312
TPTE2_ex	chr13	20039425	20039497	73	594	708	664.466
MPHOSPH8_ex	chr13	20240560	20240714	155	716	1117	966.723
PSPC1_ex	chr13	20346455	20346607	153	640	959	848.595
ZMYM5_ex	chr13	20412927	20413034	108	758	992	899.352
RB1_ex	chr13	48878015	48878209	195	238	705	506.169
RB1_ex_2	chr13	48881385	48881558	174	893	1381	1235.75
RB1_ex_3	chr13	48916700	48917022	323	764	1288	1140.49
RB1_ex_4	chr13	48919190	48919357	168	654	1135	967.048
RB1_ex_5	chr13	48921900	48922036	137	593	946	832.219
RB1_ex_6	chr13	48923050	48923182	133	662	957	838.008
RB1_ex_7	chr13	48934130	48934295	166	702	1161	1008.82
RB1_ex_8	chr13	48936925	48937127	203	708	1262	1053.34
RB1_ex_9	chr13	48938995	48939127	133	757	1074	962.865
RB1_ex_10	chr13	48941595	48941782	188	741	1185	1024.69
RB1_ex_11	chr13	48942630	48942761	132	824	1181	1058.06
RB1_ex_12	chr13	48947500	48947645	146	543	902	781.836
RB1_ex_13	chr13	48951030	48951209	180	773	1306	1100.95
RB1_ex_14	chr13	48953715	48953810	96	717	981	883.802
RB1_ex_15	chr13	48954170	48954235	66	263	569	394.758
RB1_ex_16	chr13	48954295	48954404	110	631	968	861.236
RB1_ex_17	chr13	48955375	48955626	252	656	1292	1091.37
LPAR6_ex	chr13	48985970	48986111	142	1026	1500	1332.54
RB1_ex_18	chr13	49027105	49027282	178	622	1123	945.899
RB1_ex_19	chr13	49030315	49030517	203	682	1238	1053.41
RB1_ex_20	chr13	49033800	49034007	208	764	1225	1059.94
RB1_ex_21	chr13	49037835	49037984	150	569	890	774.64
RB1_ex_22	chr13	49039110	49039277	168	345	1103	802.482
RB1_ex_23	chr13	49039315	49039518	204	922	1413	1252.34
RB1_ex_24	chr13	49047430	49047576	147	695	1076	912.857
RB1_ex_25	chr13	49050815	49050983	169	1091	1524	1367.03
RB1_ex_26	chr13	49051440	49051572	133	579	921	804.165
RB1_ex_27	chr13	49054085	49054245	161	703	1192	1008.98
KLHL1_ex	chr13	70681316	70681856	541	1018	1746	1535.39
SLITRK1_ex	chr13	84453597	84455634	2038	882	1623	1443.01
LRFN5_ex	chr14	42355817	42357220	1404	750	1717	1434.12
C14orf177_ex	chr14	99183471	99183646	176	758	1192	1016.2
AKT1_ex	chr14	105246390	105246570	181	998	1417	1289.91
MKRN3_ex	chr15	23810934	23812061	1128	661	1375	1148.73
MKRN3_ex_2	chr15	23812104	23812496	393	756	1296	1127
MAP2K1_ex	chr15	66727329	66727602	274	583	949	784.208
MAP2K1_ex_2	chr15	66729049	66729123	75	650	946	816.387
MAP2K1_ex_3	chr15	66729139	66729253	115	624	1013	880.983
MAP2K1_ex_4	chr15	66735574	66735650	77	491	786	661.805
MAP2K1_ex_5	chr15	66735664	66735738	75	634	855	783.48
MAP2K1_ex_6	chr15	66737009	66737088	80	434	572	526.025
MAP2K1_ex_7	chr15	66774059	66774241	183	696	1238	1051.18
MAP2K1_ex_8	chr15	66777294	66777550	257	759	1467	1263.18
MAP2K1_ex_9	chr15	66779539	66779676	138	634	1085	937.391
MAP2K1_ex_10	chr15	66781504	66781654	151	614	915	824.808
MAP2K1_ex_11	chr15	66781994	66782146	153	697	1158	988.987
MAP2K1_ex_12	chr15	66782804	66782984	181	752	1185	1050.76
TP53_ex	chr17	7572889	7573037	149	745	1195	1044.23
TP53_ex_2	chr17	7573894	7574051	158	563	904	776.563
TP53_ex_3	chr17	7576809	7576957	149	1077	1431	1316.2
TP53_ex_4	chr17	7576984	7577173	190	764	1255	1093.74
TP53_ex_5	chr17	7577469	7577648	180	637	1342	1100.32
TP53_ex_6	chr17	7578154	7578326	173	897	1226	1146.94
TP53_ex_7	chr17	7578339	7578589	251	1015	1368	1238.37
TP53_ex_8	chr17	7579289	7579605	317	836	1369	1193.57
TP53_ex_9	chr17	7579639	7579772	134	188	1156	966.687
TP53_ex_10	chr17	7579804	7579954	151	910	1194	1103.76
POLDIP2_ex	chr17	26684291	26684509	219	121	427	309.183
ERBB2_ex	chr17	37879768	37879938	171	819	1404	1210.73
ERBB2_ex_2	chr17	37880143	37880277	135	962	1335	1196.64
ERBB2_ex_3	chr17	37880943	37881204	262	956	1414	1265.69
ERBB2_ex_4	chr17	37881268	37881488	221	1101	1423	1291.41
ERBB2_ex_5	chr17	37881538	37881678	141	568	1159	994.518
ERBB2_ex_6	chr17	37881938	37882156	219	827	1402	1219.84
ERBB2_ex_7	chr17	37882788	37882929	142	902	1372	1190.94
