Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
CUL3_ex_5	chr2	225362445	225362591	147	1310	2036	1783.48
CUL3_ex_6	chr2	225365045	225365224	180	1252	1988	1699.14
CUL3_ex_7	chr2	225367655	225367800	146	1269	1832	1606.6
CUL3_ex_8	chr2	225368335	225368547	213	1032	1804	1526.08
CUL3_ex_9	chr2	225370650	225370855	206	1194	2248	1827.74
CUL3_ex_10	chr2	225371545	225371754	210	1335	2183	1848.15
CUL3_ex_11	chr2	225376050	225376300	251	1134	2225	1775.35
CUL3_ex_12	chr2	225378220	225378390	171	550	1217	1012.4
CUL3_ex_13	chr2	225379295	225379508	214	1426	2420	2036.07
CUL3_ex_14	chr2	225400220	225400397	178	811	1874	1516.78
CUL3_ex_15	chr2	225422350	225422599	250	214	2328	1551.53
CUL3_ex_16	chr2	225449620	225449754	135	690	1073	915.859
ASB18_ex	chr2	237172815	237172971	157	1101	1597	1382.38
RAF1_ex	chr3	12625987	12626199	213	1719	2704	2334.67
RAF1_ex_2	chr3	12632272	12632487	216	1038	2084	1726.53
RAF1_ex_3	chr3	12633172	12633310	139	1405	2020	1774.58
MYD88_ex	chr3	38182589	38182802	214	919	2285	1800.47
CTNNB1_ex	chr3	41266046	41266203	158	1057	1409	1253.94
FOXP1_ex	chr3	71015043	71015201	159	1486	2153	1909.72
PDZRN3_ex	chr3	73432596	73433959	1364	1116	2898	2284.47
ROBO1_ex	chr3	78766421	78766566	146	949	1496	1297.11
ZIC4_ex	chr3	147108706	147109059	354	658	1512	1174.33
ZIC4_ex_2	chr3	147113616	147114276	661	1342	2755	2063.94
ZIC1_ex	chr3	147127941	147128721	781	785	2109	1597.02
ZIC1_ex_2	chr3	147128786	147128884	99	1339	1891	1629.82
IQCJ_ex	chr3	158982995	158983175	181	1480	2321	1997.52
MECOM_ex	chr3	168840358	168840506	149	1069	1619	1420.64
MYNN_ex	chr3	169501222	169501373	152	1311	2035	1771.85
SAMD7_ex	chr3	169646232	169646375	144	1196	1902	1666.06
PHC3_ex	chr3	169896647	169896721	75	1326	1562	1465.51
CLDN11_ex	chr3	170140951	170141100	150	1073	1727	1506.81
SLC2A2_ex	chr3	170716001	170716143	143	893	1380	1197.36
PIK3CA_ex	chr3	178916514	178916999	486	1485	3066	2472.64
PIK3CA_ex_2	chr3	178921304	178921594	291	1423	2659	2216.79
PIK3CA_ex_3	chr3	178927964	178928132	169	1117	2272	1879.69
PIK3CA_ex_4	chr3	178935989	178936159	171	877	1549	1331.96
PIK3CA_ex_5	chr3	178951854	178952172	319	1111	2130	1740.55
SOX2_ex	chr3	181430124	181430303	180	229	1274	759.739
SOX2_ex_2	chr3	181430354	181430630	277	1205	2200	1774.01
SOX2_ex_3	chr3	181430674	181430922	249	1167	1683	1443.91
SOX2_ex_4	chr3	181430929	181431073	145	681	1446	1123.59
ATP11B_ex	chr3	182584062	182584219	158	693	1123	957.481
MCCC1_ex	chr3	182733212	182733363	152	1130	1824	1575.15
MCF2L2_ex	chr3	183014776	183014924	149	1248	1832	1615.11
KLHL6_ex	chr3	183273223	183273359	137	1328	1925	1723.04
HTR3E_ex	chr3	183818283	183818415	133	1256	1955	1702.15
TP63_ex	chr3	189455494	189455678	185	1029	1735	1474.36
TP63_ex_2	chr3	189526039	189526349	311	891	1856	1502.73
TP63_ex_3	chr3	189586344	189586525	182	1250	1965	1696.27
GABRA2_ex	chr4	46252300	46252618	319	1351	2908	2294.75
FRYL_ex	chr4	48622620	48622811	192	1608	2611	2244.18
PDGFRA_ex	chr4	55139671	55139926	256	1327	2140	1811.55
PDGFRA_ex_2	chr4	55140661	55140810	150	1169	1895	1662.59
PDGFRA_ex_3	chr4	55140976	55141165	190	1606	2323	2053.87
PDGFRA_ex_4	chr4	55143521	55143671	151	1861	2727	2422.7
PDGFRA_ex_5	chr4	55144041	55144214	174	1075	1629	1402.14
PDGFRA_ex_6	chr4	55144496	55144724	229	1123	2133	1813.35
PDGFRA_ex_7	chr4	55146461	55146680	220	382	1651	1215.9
PDGFRA_ex_8	chr4	55151506	55151679	174	1600	2616	2252.9
PDGFRA_ex_9	chr4	55151986	55152174	189	411	1638	1169.63
PDGFRA_ex_10	chr4	55153571	55153751	181	1113	1878	1597.28
PDGFRA_ex_11	chr4	55154941	55155077	137	1349	1834	1660.69
PDGFRA_ex_12	chr4	55155151	55155322	172	2196	2890	2602.42
KIT_ex	chr4	55592001	55592232	232	1357	2560	2130.92
KIT_ex_2	chr4	55593361	55593499	139	1256	2250	1841.35
KIT_ex_3	chr4	55593551	55593724	174	1638	2413	2206.32
KIT_ex_4	chr4	55593961	55594111	151	1579	2233	2041.16
KIT_ex_5	chr4	55594151	55594327	177	1338	2220	1960.89
KIT_ex_6	chr4	55595471	55595693	223	954	1700	1445.76
KIT_ex_7	chr4	55597456	55597604	149	867	1318	1149.11
KIT_ex_8	chr4	55598001	55598189	189	724	2276	1685.62
KIT_ex_9	chr4	55599211	55599391	181	913	1543	1329.66
KIT_ex_10	chr4	55602631	55602806	176	1632	2634	2320.94
KIT_ex_11	chr4	55602856	55602999	144	1244	2003	1692.76
KIT_ex_12	chr4	55603311	55603491	181	1172	1752	1566.49
KDR_ex	chr4	55955013	55955154	142	1285	1812	1603.26
KDR_ex_2	chr4	55962373	55962551	179	827	1698	1408.89
KDR_ex_3	chr4	55964278	55964468	191	1072	1778	1507.82
FBXW7_ex	chr4	153247190	153247405	216	912	1770	1488.27
MARCH1_ex	chr4	164534436	164534688	253	1481	2791	2272.75
TRIP13_ex	chr5	917097	917247	151	1016	1428	1271.91
NKD2_ex	chr5	1034312	1034466	155	1365	2240	1930.17
SLC6A19_ex	chr5	1216902	1217054	153	853	1565	1313.73
TERT_ex	chr5	1295072	1295271	200	39	94	70.17
FBXL7_ex	chr5	15927993	15928621	629	968	2373	1723.73
CDH18_ex	chr5	19473429	19473853	425	1304	2673	2248.46
CDH12_ex	chr5	21751830	21752361	532	1043	2932	2384.69
CDH12_ex_2	chr5	22078530	22078784	255	1153	2606	2095.97
CDH9_ex	chr5	26881229	26881749	521	1611	3003	2559.42
CDH9_ex_2	chr5	26906034	26906250	217	1325	2420	2001.58
CDH9_ex_3	chr5	26915729	26916048	320	1124	2331	1871.43
ADAMTS12_ex	chr5	33576138	33577189	1052	1820	3511	3027.84
ADAMTS12_ex_2	chr5	33683948	33684170	223	948	1535	1305.19
SLC45A2_ex	chr5	33947248	33947491	244	1613	2983	2486.7
UGT3A2_ex	chr5	36037928	36038001	74	1013	1273	1190.3
UGT3A2_ex_2	chr5	36038013	36038091	79	809	1206	1064.76
SKP2_ex	chr5	36183948	36184102	155	1119	1868	1628.23
SLC1A3_ex	chr5	36679773	36679913	141	1131	1813	1579.52
NUP155_ex	chr5	37370928	37371073	146	652	1087	917.664
EGFLAM_ex	chr5	38352293	38352437	145	1063	1591	1410.24
C9_ex	chr5	39306733	39306870	138	1129	1677	1482.36
HCN1_ex	chr5	45262028	45262905	878	1368	3112	2592.21
HCN1_ex_2	chr5	45267168	45267374	207	1458	2627	2207.75
HCN1_ex_3	chr5	45353198	45353353	156	639	1355	1110.45
HTR1A_ex	chr5	63256324	63257490	1167	931	2875	2156.44
HAPLN1_ex	chr5	82937302	82937528	227	424	947	753.573
FBN2_ex	chr5	127648290	127648512	223	1091	1814	1550.42
PDGFRB_ex	chr5	149498288	149498434	147	1203	1715	1510.33
PDGFRB_ex_2	chr5	149499008	149499153	146	1160	1780	1528.18
PDGFRB_ex_3	chr5	149499553	149499723	171	1701	2561	2235.47
PDGFRB_ex_4	chr5	149500428	149500605	178	1219	1981	1718.8
PDGFRB_ex_5	chr5	149500738	149500927	190	1107	1712	1499.82
PDGFRB_ex_6	chr5	149501418	149501626	209	1076	2275	1858.41
PDGFRB_ex_7	chr5	149502573	149502798	226	1491	2997	2443.23
PDGFRB_ex_8	chr5	149503788	149503961	174	1204	1967	1640.74
PDGFRB_ex_9	chr5	149504258	149504418	161	425	672	570.248
PDGFRB_ex_10	chr5	149504978	149505164	187	700	1365	1117.06
GABRA6_ex	chr5	161128482	161128768	287	1018	2085	1707.21
SLIT3_ex	chr5	168134946	168135167	222	1247	2104	1765.77
ROS1_ex	chr6	117609633	117609983	351	1042	2119	1723.39
ROS1_ex_2	chr6	117622113	117622313	201	1254	2397	1998.45
ROS1_ex_3	chr6	117629933	117630106	174	1151	1974	1692.14
ROS1_ex_4	chr6	117631223	117631463	241	964	2174	1785.59
ROS1_ex_5	chr6	117632148	117632288	141	1265	1698	1521.79
ROS1_ex_6	chr6	117638273	117638470	198	1013	1624	1385.83
ROS1_ex_7	chr6	117639298	117639453	156	1059	1547	1376.89
ROS1_ex_8	chr6	117641008	117641428	421	1506	2940	2515.19
ROS1_ex_9	chr6	117641438	117642993	1556	298	2923	2383.54
ROS1_ex_10	chr6	117645158	117646127	970	1623	2899	2395.85
ROS1_ex_11	chr6	117647288	117648778	1491	483	3074	2572.08
ROS1_ex_12	chr6	117648943	117650620	1678	2118	3216	2674.84
ROS1_ex_13	chr6	117657883	117658535	653	983	2619	2110.6
PARK2_ex	chr6	161969889	161970031	143	571	782	687.545
PACRG_ex	chr6	163149267	163149420	154	964	1491	1308.38
C6orf118_ex	chr6	165715051	165715324	274	1102	2484	2038.76
C6orf118_ex_2	chr6	165715336	165715696	361	1859	3060	2669.79
HDAC9_ex	chr7	18705854	18706045	192	839	1590	1299.7
POM121L12_ex	chr7	53103391	53104267	877	1307	3008	2362.65
VSTM2A_ex	chr7	54617611	54617769	159	859	1501	1298.35
EGFR_ex	chr7	55241591	55241759	169	1454	2168	1901.68
EGFR_ex_2	chr7	55242381	55242526	146	1502	2353	2047.53
EGFR_ex_3	chr7	55248951	55249200	250	1487	2258	2019.66
EGFR_ex_4	chr7	55259376	55259601	226	1552	3083	2526.25
EGFR_ex_5	chr7	55260416	55260574	159	1153	1750	1557.89
EGFR_ex_6	chr7	55266386	55266601	216	1580	2582	2213.74
EGFR_ex_7	chr7	55267986	55268123	138	1891	2668	2329.5
LANCL2_ex	chr7	55492961	55493101	141	1922	2648	2372.56
ZNF713_ex	chr7	55990836	55990988	153	1650	2395	2116.64
ZAN_ex	chr7	100385525	100385744	220	743	1581	1273.41
MET_ex	chr7	116411893	116412071	179	1976	3074	2629.3
MET_ex_2	chr7	116417408	116417550	143	1873	2662	2373.98
MET_ex_3	chr7	116418808	116419051	244	1875	3184	2694.66
MET_ex_4	chr7	116422018	116422192	175	1092	1596	1394.61
MET_ex_5	chr7	116423323	116423536	214	2179	2994	2700.26
MET_ex_6	chr7	116435673	116435857	185	1279	2644	2175.66
MET_ex_7	chr7	116435918	116436202	285	1876	3409	2846.2
KCND2_ex	chr7	119914661	119915728	1068	1215	3678	2642.63
GRM8_ex	chr7	126172979	126173946	968	1200	3610	2999.29
CHRM2_ex	chr7	136699601	136701045	1445	1457	3760	3093.27
BRAF_ex	chr7	140434372	140434446	75	838	1435	1138.28
BRAF_ex_2	chr7	140434482	140434561	80	440	1115	737.188
BRAF_ex_3	chr7	140439682	140439757	76	469	605	563.882
BRAF_ex_4	chr7	140449052	140449119	68	869	1143	1021.4
BRAF_ex_5	chr7	140449177	140449255	79	707	1062	929.734
BRAF_ex_6	chr7	140453047	140453225	179	916	1469	1289
BRAF_ex_7	chr7	140453937	140454069	133	1502	2186	1945.74
BRAF_ex_8	chr7	140476747	140476828	82	879	1458	1204.61
BRAF_ex_9	chr7	140476842	140476919	78	923	1494	1270.38
BRAF_ex_10	chr7	140477762	140477913	152	1303	2182	1909.66
BRAF_ex_11	chr7	140481379	140481507	129	292	457	401.713
CNTNAP2_ex	chr7	146829378	146829605	228	1420	2406	2008.5
CSMD1_ex	chr8	2855544	2855681	138	991	1475	1283.59
SGCZ_ex	chr8	13959864	13960019	156	523	1160	936.064
LPL_ex	chr8	19809280	19809487	208	1731	2562	2287.45
WHSC1L1_ex	chr8	38173423	38173569	147	1105	1600	1420.89
FGFR1_ex	chr8	38271413	38271567	155	1046	1509	1354.22
FGFR1_ex_2	chr8	38271643	38271843	201	1212	1780	1566.92
FGFR1_ex_3	chr8	38272033	38272174	142	1006	1366	1203.75
FGFR1_ex_4	chr8	38272268	38272446	179	1351	2189	1939.66
FGFR1_ex_5	chr8	38273358	38273606	249	1063	2272	1772.01
FGFR1_ex_6	chr8	38274798	38274969	172	818	1262	1091.41
FGFR1_ex_7	chr8	38275353	38275526	174	915	1707	1451.7
DCAF4L2_ex	chr8	88885057	88885301	245	2333	3451	2997.43
DCAF4L2_ex_2	chr8	88885302	88885455	154	1624	2487	2040.88
DCAF4L2_ex_3	chr8	88885462	88885546	85	1565	2031	1796.67
DCAF4L2_ex_4	chr8	88885557	88886235	679	1833	4025	3194.4
CSMD3_ex	chr8	113256609	113256816	208	1625	2818	2388.83
CSMD3_ex_2	chr8	113301569	113301781	213	1366	2544	2142.92
CSMD3_ex_3	chr8	113304734	113304955	222	1627	2755	2292.85
CSMD3_ex_4	chr8	113568979	113569192	214	1412	2667	2231.4
CSMD3_ex_5	chr8	113694634	113694887	254	1628	2933	2476.61
CSMD3_ex_6	chr8	113697629	113697972	344	1939	3492	3005.15
MYC_ex	chr8	128750807	128750953	147	1364	2445	2060.31
TG_ex	chr8	133905914	133906161	248	2086	3627	3032.1
FAM135B_ex	chr8	139151207	139151354	148	1203	2249	1886.48
FAM135B_ex_2	chr8	139163432	139165467	2036	163	4142	3303.72
COL22A1_ex	chr8	139606232	139606449	218	963	1736	1476.93
PTPRD_ex	chr9	8528610	8528754	145	1208	1718	1486.21
CDKN2A_ex	chr9	21968154	21968293	140	917	2196	1716.71
CDKN2A_ex_2	chr9	21968669	21968817	149	1028	1427	1272.74
CDKN2A_ex_3	chr9	21970869	21971023	155	598	819	726.819
CDKN2A_ex_4	chr9	21971074	21971146	73	372	594	526.534
CDKN2A_ex_5	chr9	21974444	21974836	393	537	2593	1699.34
ASTN2_ex	chr9	119976629	119976988	360	1101	2608	2025.19
ABL1_ex	chr9	133738125	133738431	307	1709	3130	2627.41
ABL1_ex_2	chr9	133747485	133747622	138	1395	1974	1733.2
ABL1_ex_3	chr9	133748215	133748439	225	1338	2663	2181.78
ABL1_ex_4	chr9	133750230	133750477	248	1783	2756	2407.58
ABL1_ex_5	chr9	133753770	133753998	229	1466	2541	2166.46
ABL1_ex_6	chr9	133755415	133755561	147	1542	2262	1995.68
NOTCH1_ex	chr9	139390492	139392023	1532	975	2980	2377.26
NOTCH1_ex_2	chr9	139396697	139396976	280	393	1519	1047.54
NOTCH1_ex_3	chr9	139397602	139397822	221	1053	2127	1750.47
NOTCH1_ex_4	chr9	139399092	139399590	499	563	1655	1280.42
RET_ex	chr10	43606627	43609247	2621	712	3351	2585.22
RET_ex_2	chr10	43609672	43612193	2522	1273	3419	2510.01
RET_ex_3	chr10	43613787	43613935	149	504	717	635.55
RET_ex_4	chr10	43614952	43615241	290	782	1744	1326.58
RET_ex_5	chr10	43615497	43615675	179	1448	2321	1995.49
RET_ex_6	chr10	43617347	43617495	149	1367	2133	1874.89
RET_ex_7	chr10	43619092	43619274	183	1425	2245	1936.16
RET_ex_8	chr10	43620297	43620443	147	1473	2084	1856.64
GRID1_ex	chr10	87628744	87628948	205	1524	2584	2163.17
PTEN_ex	chr10	89624272	89624350	79	1014	1243	1158.32
PTEN_ex_2	chr10	89653752	89653825	74	557	857	738.743
PTEN_ex_3	chr10	89653832	89653909	78	678	909	836.577
PTEN_ex_4	chr10	89685272	89685376	105	654	837	778.971
PTEN_ex_5	chr10	89690752	89690894	143	725	1455	1155.76
PTEN_ex_6	chr10	89692737	89692810	74	333	768	535.243
PTEN_ex_7	chr10	89692877	89692951	75	1144	1347	1283.24
PTEN_ex_8	chr10	89692972	89693037	66	920	1299	1139.59
PTEN_ex_9	chr10	89711887	89711966	80	676	797	748.862
PTEN_ex_10	chr10	89717577	89717776	200	696	1402	1144.39
PTEN_ex_11	chr10	89720642	89720880	239	135	1822	1226.56
PTEN_ex_12	chr10	89725022	89725169	148	710	1052	920.25
FGFR2_ex	chr10	123243190	123243329	140	1482	2280	2009.1
FGFR2_ex_2	chr10	123244880	123245060	181	1614	2865	2461.46
FGFR2_ex_3	chr10	123246830	123246966	137	1099	1696	1476.44
FGFR2_ex_4	chr10	123247475	123247652	178	1494	2448	2076.73
FGFR2_ex_5	chr10	123256010	123256272	263	1079	2526	2072.21
FGFR2_ex_6	chr10	123257975	123258163	189	918	1757	1497.74
FGFR2_ex_7	chr10	123260315	123260496	182	1042	1800	1549.02
HRAS_ex	chr11	533740	533979	240	1208	2394	1921.87
HRAS_ex_2	chr11	534190	534303	114	765	1289	1116.87
MS4A3_ex	chr11	59828607	59828816	210	1058	2030	1657.07
MRGPRD_ex	chr11	68747893	68748040	148	1059	1577	1367.17
TPCN2_ex	chr11	68822653	68822798	146	606	946	817.829
MYEOV_ex	chr11	69063388	69063542	155	1483	2366	2083.52
CCND1_ex	chr11	69458601	69458742	142	1172	1709	1505.04
FGF3_ex	chr11	69631066	69631206	141	1187	1883	1662.89
NCAM1_ex	chr11	113102866	113103090	225	1024	2063	1691.55
NTM_ex	chr11	132081890	132082058	169	895	1692	1415.04
ABCC9_ex	chr12	22068669	22068839	171	1160	1719	1494.35
KRAS_ex	chr12	25378518	25378628	111	1194	1637	1486.95
KRAS_ex_2	chr12	25378668	25378736	69	714	1232	971.797
KRAS_ex_3	chr12	25380138	25380301	164	971	1500	1329.77
KRAS_ex_4	chr12	25380308	25380385	78	724	1250	1005.77
KRAS_ex_5	chr12	25398223	25398302	80	362	417	393.137
IFLTD1_ex	chr12	25702298	25702436	139	1119	1616	1422.12
MDM2_ex	chr12	69233264	69233407	144	893	1284	1147.72
NAV3_ex	chr12	78400185	78400668	484	1251	2678	2203.25
NAV3_ex_2	chr12	78400730	78401224	495	1240	2724	2266.8
TUBA3C_ex	chr13	19748070	19748146	77	393	491	450.701
TPTE2_ex	chr13	20039425	20039497	73	801	929	881.055
MPHOSPH8_ex	chr13	20240560	20240714	155	1071	1562	1380.59
PSPC1_ex	chr13	20346455	20346607	153	940	1378	1231.71
ZMYM5_ex	chr13	20412927	20413034	108	1226	1620	1466.16
RB1_ex	chr13	48878015	48878209	195	198	551	402.415
RB1_ex_2	chr13	48881385	48881558	174	1325	2067	1815.43
RB1_ex_3	chr13	48916700	48917022	323	1476	2219	1996.98
RB1_ex_4	chr13	48919190	48919357	168	1056	1831	1542.51
RB1_ex_5	chr13	48921900	48922036	137	736	1094	961.066
RB1_ex_6	chr13	48923050	48923182	133	721	1275	1068.95
RB1_ex_7	chr13	48934130	48934295	166	1189	1878	1635.51
RB1_ex_8	chr13	48936925	48937127	203	1199	2078	1743.26
RB1_ex_9	chr13	48938995	48939127	133	990	1371	1223.29
RB1_ex_10	chr13	48941595	48941782	188	1111	1777	1545.91
RB1_ex_11	chr13	48942630	48942761	132	1514	1977	1782.77
RB1_ex_12	chr13	48947500	48947645	146	791	1165	1031.86
RB1_ex_13	chr13	48951030	48951209	180	1373	2278	1953.78
RB1_ex_14	chr13	48953715	48953810	96	695	1083	931.76
RB1_ex_15	chr13	48954170	48954235	66	30	76	45.8485
RB1_ex_16	chr13	48954295	48954404	110	213	901	634.573
RB1_ex_17	chr13	48955375	48955626	252	622	2191	1553.02
LPAR6_ex	chr13	48985970	48986111	142	1384	2056	1814.09
RB1_ex_18	chr13	49027105	49027282	178	900	1425	1240.4
RB1_ex_19	chr13	49030315	49030517	203	1041	1765	1491.78
RB1_ex_20	chr13	49033800	49034007	208	254	1882	1294.14
RB1_ex_21	chr13	49037835	49037984	150	810	1160	1043.92
RB1_ex_22	chr13	49039110	49039277	168	77	1703	974.833
RB1_ex_23	chr13	49039315	49039518	204	1565	2396	2089.86
RB1_ex_24	chr13	49047430	49047576	147	1040	1497	1325.66
RB1_ex_25	chr13	49050815	49050983	169	1757	2645	2342.86
RB1_ex_26	chr13	49051440	49051572	133	563	862	750.323
RB1_ex_27	chr13	49054085	49054245	161	906	1493	1249.67
KLHL1_ex	chr13	70681316	70681856	541	1220	2717	2226.91
SLITRK1_ex	chr13	84453597	84455634	2038	1399	3166	2685.51
LRFN5_ex	chr14	42355817	42357220	1404	1436	3654	3002.4
C14orf177_ex	chr14	99183471	99183646	176	1245	1955	1701.47
AKT1_ex	chr14	105246390	105246570	181	1748	2861	2529.52
MKRN3_ex	chr15	23810934	23812061	1128	1103	3229	2359.43
MKRN3_ex_2	chr15	23812104	23812496	393	1467	2886	2394.06
MAP2K1_ex	chr15	66727329	66727602	274	711	1242	1010.22
MAP2K1_ex_2	chr15	66729049	66729123	75	950	1394	1181.32
MAP2K1_ex_3	chr15	66729139	66729253	115	1025	1464	1315.97
MAP2K1_ex_4	chr15	66735574	66735650	77	776	1163	984.13
MAP2K1_ex_5	chr15	66735664	66735738	75	1018	1280	1190.71
MAP2K1_ex_6	chr15	66737009	66737088	80	549	724	657.4
MAP2K1_ex_7	chr15	66774059	66774241	183	925	1497	1301.11
MAP2K1_ex_8	chr15	66777294	66777550	257	1406	2775	2298.09
MAP2K1_ex_9	chr15	66779539	66779676	138	746	1202	1055.63
MAP2K1_ex_10	chr15	66781504	66781654	151	729	1129	986.907
MAP2K1_ex_11	chr15	66781994	66782146	153	1044	1468	1307.41
MAP2K1_ex_12	chr15	66782804	66782984	181	1055	1715	1467.62
TP53_ex	chr17	7572889	7573037	149	1385	2161	1850.42
TP53_ex_2	chr17	7573894	7574051	158	766	1127	972.506
TP53_ex_3	chr17	7576809	7576957	149	2441	2821	2653.37
TP53_ex_4	chr17	7576984	7577173	190	1157	2371	1910.87
TP53_ex_5	chr17	7577469	7577648	180	618	2073	1547.12
TP53_ex_6	chr17	7578154	7578326	173	1119	2012	1659.31
TP53_ex_7	chr17	7578339	7578589	251	1598	2243	2002.53
