#STAMP depth report v1.2
#date=Sat Feb  6 11:21:32 PST 2016
#bam=SampleB.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=60
#max=2650
#avg=1709.73
#med=1767
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
CUL3_ex_15	chr2	225422350	225422599	250	355	1893	1358.94	1474.5
CUL3_ex_16	chr2	225449620	225449754	135	760	1134	983.548	994
ASB18_ex	chr2	237172815	237172971	157	1073	1590	1368.38	1400
RAF1_ex	chr3	12625987	12626199	213	1353	2213	1900.87	1982
RAF1_ex_2	chr3	12632272	12632487	216	905	1786	1487.36	1556.5
RAF1_ex_3	chr3	12633172	12633310	139	1185	1836	1614.19	1652
MYD88_ex	chr3	38182589	38182802	214	773	2149	1693.19	1794
CTNNB1_ex	chr3	41266046	41266203	158	1143	1663	1459.68	1493
FOXP1_ex	chr3	71015043	71015201	159	1408	2004	1781.24	1826
PDZRN3_ex	chr3	73432596	73433959	1364	970	2295	1869.28	1899
ROBO1_ex	chr3	78766421	78766566	146	1022	1667	1456.05	1490
ZIC4_ex	chr3	147108706	147109059	354	663	1421	1172.44	1241
ZIC4_ex_2	chr3	147113616	147114276	661	1237	2218	1762.59	1745
ZIC1_ex	chr3	147127941	147128721	781	927	1991	1555.35	1572
ZIC1_ex_2	chr3	147128786	147128884	99	1356	1837	1648.87	1723
IQCJ_ex	chr3	158982995	158983175	181	1304	2054	1780.56	1836
MECOM_ex	chr3	168840358	168840506	149	1054	1578	1399.83	1450
MYNN_ex	chr3	169501222	169501373	152	1160	1796	1576.16	1611
SAMD7_ex	chr3	169646232	169646375	144	1209	1819	1577.08	1602.5
PHC3_ex	chr3	169896647	169896721	75	1197	1537	1437.39	1464
CLDN11_ex	chr3	170140951	170141100	150	1016	1632	1430.11	1489
SLC2A2_ex	chr3	170716001	170716143	143	942	1456	1259.93	1284
PIK3CA_ex	chr3	178916514	178916999	486	1225	2216	1905.95	1988.5
PIK3CA_ex_2	chr3	178921304	178921594	291	1270	2138	1856.83	1931
PIK3CA_ex_3	chr3	178927964	178928132	169	1006	1917	1590.5	1669
PIK3CA_ex_4	chr3	178935989	178936159	171	852	1517	1281.82	1322
PIK3CA_ex_5	chr3	178951854	178952172	319	1019	1935	1642.18	1720
SOX2_ex	chr3	181430124	181430303	180	383	1299	904.95	944.5
SOX2_ex_2	chr3	181430354	181430630	277	1128	2116	1734.27	1790
SOX2_ex_3	chr3	181430674	181430922	249	1160	1696	1479.67	1553
SOX2_ex_4	chr3	181430929	181431073	145	826	1513	1238.14	1274
ATP11B_ex	chr3	182584062	182584219	158	696	1168	988.854	1020
MCCC1_ex	chr3	182733212	182733363	152	1127	1736	1531.5	1588.5
MCF2L2_ex	chr3	183014776	183014924	149	1191	1810	1589.68	1612
KLHL6_ex	chr3	183273223	183273359	137	1268	1806	1600.36	1622
HTR3E_ex	chr3	183818283	183818415	133	1225	1666	1486.33	1520
TP63_ex	chr3	189455494	189455678	185	1018	1606	1376.14	1410
TP63_ex_2	chr3	189526039	189526349	311	900	1785	1510.03	1579
TP63_ex_3	chr3	189586344	189586525	182	1057	1752	1502	1549
GABRA2_ex	chr4	46252300	46252618	319	1140	2199	1831.37	1920
FRYL_ex	chr4	48622620	48622811	192	1308	2106	1827.77	1882
PDGFRA_ex	chr4	55139671	55139926	256	1064	1839	1561.64	1615.5
PDGFRA_ex_2	chr4	55140661	55140810	150	1173	1851	1611.71	1660.5
PDGFRA_ex_3	chr4	55140976	55141165	190	1345	1945	1721.16	1769
PDGFRA_ex_4	chr4	55143521	55143671	151	1546	2241	2015.56	2062
PDGFRA_ex_5	chr4	55144041	55144214	174	1009	1634	1411.8	1455.5
PDGFRA_ex_6	chr4	55144496	55144724	229	1209	1924	1706.37	1776
PDGFRA_ex_7	chr4	55146461	55146680	220	674	1562	1218.7	1265
PDGFRA_ex_8	chr4	55151506	55151679	174	1259	2088	1825.63	1909
PDGFRA_ex_9	chr4	55151986	55152174	189	885	1565	1292.16	1304
PDGFRA_ex_10	chr4	55153571	55153751	181	1100	1701	1484.52	1541
PDGFRA_ex_11	chr4	55154941	55155077	137	1131	1620	1480.63	1531
PDGFRA_ex_12	chr4	55155151	55155322	172	1646	2275	2030.15	2054.5
KIT_ex	chr4	55592001	55592232	232	1146	2098	1759.25	1826.5
KIT_ex_2	chr4	55593361	55593499	139	1246	1877	1688.81	1790
KIT_ex_3	chr4	55593551	55593724	174	1442	2073	1889.66	1932.5
KIT_ex_4	chr4	55593961	55594111	151	1383	2028	1844.18	1894
KIT_ex_5	chr4	55594151	55594327	177	1381	1998	1812.78	1856
KIT_ex_6	chr4	55595471	55595693	223	913	1704	1435.79	1512
KIT_ex_7	chr4	55597456	55597604	149	979	1593	1374.2	1429
KIT_ex_8	chr4	55598001	55598189	189	869	2175	1678.76	1715
KIT_ex_9	chr4	55599211	55599391	181	980	1576	1353.96	1400
KIT_ex_10	chr4	55602631	55602806	176	1317	2190	1909.81	1975.5
KIT_ex_11	chr4	55602856	55602999	144	1114	1683	1491.95	1560.5
KIT_ex_12	chr4	55603311	55603491	181	1051	1643	1468.07	1524
KDR_ex	chr4	55955013	55955154	142	1178	1725	1499.39	1540
KDR_ex_2	chr4	55962373	55962551	179	1048	1733	1513.32	1572
KDR_ex_3	chr4	55964278	55964468	191	979	1629	1383.44	1420
FBXW7_ex	chr4	153247190	153247405	216	1004	1749	1506.85	1582.5
MARCH1_ex	chr4	164534436	164534688	253	1233	2270	1887.36	1957
TRIP13_ex	chr5	917097	917247	151	1059	1579	1377.99	1418
NKD2_ex	chr5	1034312	1034466	155	1211	1937	1678.7	1727
SLC6A19_ex	chr5	1216902	1217054	153	796	1492	1267.41	1298
TERT_ex	chr5	1295072	1295271	200	60	145	108.055	112
FBXL7_ex	chr5	15927993	15928621	629	1001	2117	1710.43	1769
CDH18_ex	chr5	19473429	19473853	425	1141	2247	1934.38	2035
CDH12_ex	chr5	21751830	21752361	532	1126	2521	2063.55	2215.5
CDH12_ex_2	chr5	22078530	22078784	255	1260	2192	1897.9	1957
CDH9_ex	chr5	26881229	26881749	521	1368	2433	2097.46	2164
CDH9_ex_2	chr5	26906034	26906250	217	1272	2216	1862.33	1933
CDH9_ex_3	chr5	26915729	26916048	320	1090	2023	1717.1	1832
ADAMTS12_ex	chr5	33576138	33577189	1052	1553	2650	2407.12	2468
ADAMTS12_ex_2	chr5	33683948	33684170	223	968	1615	1369.76	1396
SLC45A2_ex	chr5	33947248	33947491	244	1445	2305	2023.41	2135.5
UGT3A2_ex	chr5	36037928	36038001	74	1147	1456	1355.86	1394.5
UGT3A2_ex_2	chr5	36038013	36038091	79	941	1388	1207.08	1241
SKP2_ex	chr5	36183948	36184102	155	1123	1956	1710.01	1780
SLC1A3_ex	chr5	36679773	36679913	141	1134	1864	1614.58	1672
NUP155_ex	chr5	37370928	37371073	146	704	1182	1003.65	1024.5
EGFLAM_ex	chr5	38352293	38352437	145	1073	1738	1507.94	1550
C9_ex	chr5	39306733	39306870	138	1088	1632	1443.42	1466.5
HCN1_ex	chr5	45262028	45262905	878	1180	2453	2131.97	2187
HCN1_ex_2	chr5	45267168	45267374	207	1303	2203	1900.15	1981
HCN1_ex_3	chr5	45353198	45353353	156	995	1522	1315.54	1357.5
HTR1A_ex	chr5	63256324	63257490	1167	952	2193	1786.28	1824
HAPLN1_ex	chr5	82937302	82937528	227	585	1029	878.947	907
FBN2_ex	chr5	127648290	127648512	223	1017	1763	1502.51	1560
PDGFRB_ex	chr5	149498288	149498434	147	1186	1773	1547.63	1596
PDGFRB_ex_2	chr5	149499008	149499153	146	1235	1935	1640.22	1668.5
PDGFRB_ex_3	chr5	149499553	149499723	171	1453	2254	1954.03	1985
PDGFRB_ex_4	chr5	149500428	149500605	178	1153	1886	1628.25	1671
PDGFRB_ex_5	chr5	149500738	149500927	190	1048	1628	1393.54	1434
PDGFRB_ex_6	chr5	149501418	149501626	209	1092	2089	1744.28	1814
PDGFRB_ex_7	chr5	149502573	149502798	226	1191	2423	1952.93	1998.5
PDGFRB_ex_8	chr5	149503788	149503961	174	1254	1843	1609.59	1648.5
PDGFRB_ex_9	chr5	149504258	149504418	161	527	845	734.05	765
PDGFRB_ex_10	chr5	149504978	149505164	187	726	1351	1108.68	1154
GABRA6_ex	chr5	161128482	161128768	287	817	1886	1504.66	1573
SLIT3_ex	chr5	168134946	168135167	222	1088	1956	1636.73	1683
ROS1_ex	chr6	117609633	117609983	351	922	1737	1464.31	1540
ROS1_ex_2	chr6	117622113	117622313	201	1067	2033	1683.35	1757
ROS1_ex_3	chr6	117629933	117630106	174	1021	1780	1536.25	1589.5
ROS1_ex_4	chr6	117631223	117631463	241	1130	1834	1629.27	1718
ROS1_ex_5	chr6	117632148	117632288	141	1140	1677	1480.6	1511
ROS1_ex_6	chr6	117638273	117638470	198	1038	1666	1413.13	1438
ROS1_ex_7	chr6	117639298	117639453	156	1003	1464	1299.49	1331.5
ROS1_ex_8	chr6	117641008	117641428	421	1114	2364	1963.87	1995
ROS1_ex_9	chr6	117641438	117642993	1556	922	2151	1858.94	1913.5
ROS1_ex_10	chr6	117645158	117646127	970	1609	2230	1941.33	1947
ROS1_ex_11	chr6	117647288	117648778	1491	1459	2325	2009.41	2011
ROS1_ex_12	chr6	117648943	117650620	1678	1706	2371	2064.4	2110
ROS1_ex_13	chr6	117657883	117658535	653	889	2053	1710.1	1846
PARK2_ex	chr6	161969889	161970031	143	623	858	768.196	780
PACRG_ex	chr6	163149267	163149420	154	995	1647	1423.02	1461
C6orf118_ex	chr6	165715051	165715324	274	936	1960	1690.84	1823
C6orf118_ex_2	chr6	165715336	165715696	361	1449	2335	2062.53	2110
HDAC9_ex	chr7	18705854	18706045	192	1202	2001	1739.94	1793.5
POM121L12_ex	chr7	53103391	53104267	877	1040	2194	1745.6	1821
VSTM2A_ex	chr7	54617611	54617769	159	770	1444	1243.69	1264
EGFR_ex	chr7	55241591	55241759	169	1256	1865	1644.77	1685
EGFR_ex_2	chr7	55242381	55242526	146	1310	2087	1823.11	1853.5
EGFR_ex_3	chr7	55248951	55249200	250	1258	1918	1713.59	1762.5
EGFR_ex_4	chr7	55259376	55259601	226	1227	2273	1902.03	1976
EGFR_ex_5	chr7	55260416	55260574	159	1009	1588	1387.99	1424
EGFR_ex_6	chr7	55266386	55266601	216	1164	2050	1735.2	1805.5
EGFR_ex_7	chr7	55267986	55268123	138	1378	1865	1660.49	1680.5
LANCL2_ex	chr7	55492961	55493101	141	1451	2134	1902.61	1959
ZNF713_ex	chr7	55990836	55990988	153	1255	1812	1590.81	1617
ZAN_ex	chr7	100385525	100385744	220	734	1550	1224.57	1291.5
MET_ex	chr7	116411893	116412071	179	1434	2324	1992.41	2047
MET_ex_2	chr7	116417408	116417550	143	1399	2035	1811.78	1859
MET_ex_3	chr7	116418808	116419051	244	1407	2261	1966.71	2048.5
MET_ex_4	chr7	116422018	116422192	175	912	1428	1232.09	1268
MET_ex_5	chr7	116423323	116423536	214	1543	2222	1995.27	2070
MET_ex_6	chr7	116435673	116435857	185	960	2019	1691.09	1830
MET_ex_7	chr7	116435918	116436202	285	1313	2359	2060.59	2155
KCND2_ex	chr7	119914661	119915728	1068	960	2506	1981.61	2035
GRM8_ex	chr7	126172979	126173946	968	960	2438	2142.66	2208
CHRM2_ex	chr7	136699601	136701045	1445	1254	2609	2231.88	2270
BRAF_ex	chr7	140434372	140434446	75	968	1329	1171.97	1182
BRAF_ex_2	chr7	140434482	140434561	80	461	1166	806.362	797.5
BRAF_ex_3	chr7	140439682	140439757	76	669	799	746.658	753.5
BRAF_ex_4	chr7	140449052	140449119	68	853	1130	1015.38	1025.5
BRAF_ex_5	chr7	140449177	140449255	79	677	1026	867.633	885
BRAF_ex_6	chr7	140453047	140453225	179	842	1349	1161.17	1186
BRAF_ex_7	chr7	140453937	140454069	133	1167	1813	1606.41	1643
BRAF_ex_8	chr7	140476747	140476828	82	838	1335	1131	1184.5
BRAF_ex_9	chr7	140476842	140476919	78	1017	1377	1249.62	1300
BRAF_ex_10	chr7	140477762	140477913	152	1057	1747	1537.16	1580.5
BRAF_ex_11	chr7	140481379	140481507	129	319	531	459.031	476
CNTNAP2_ex	chr7	146829378	146829605	228	1002	1895	1561.04	1595
CSMD1_ex	chr8	2855544	2855681	138	924	1408	1232.22	1261.5
SGCZ_ex	chr8	13959864	13960019	156	848	1325	1147.96	1185.5
LPL_ex	chr8	19809280	19809487	208	1462	1998	1827.68	1888.5
WHSC1L1_ex	chr8	38173423	38173569	147	1026	1508	1324.01	1345
FGFR1_ex	chr8	38271413	38271567	155	948	1461	1301.98	1332
FGFR1_ex_2	chr8	38271643	38271843	201	1071	1711	1486.88	1552
FGFR1_ex_3	chr8	38272033	38272174	142	1024	1394	1247.54	1265.5
FGFR1_ex_4	chr8	38272268	38272446	179	1228	1963	1730.87	1761
FGFR1_ex_5	chr8	38273358	38273606	249	849	1996	1571.43	1649
FGFR1_ex_6	chr8	38274798	38274969	172	890	1404	1219.21	1257
FGFR1_ex_7	chr8	38275353	38275526	174	911	1638	1392.26	1440
DCAF4L2_ex	chr8	88885057	88885301	245	1395	2181	1933.89	1977
DCAF4L2_ex_2	chr8	88885302	88885455	154	1106	1703	1419.21	1420
DCAF4L2_ex_3	chr8	88885462	88885546	85	1063	1301	1166.46	1149
DCAF4L2_ex_4	chr8	88885557	88886235	679	1133	2356	1935.09	2006
CSMD3_ex	chr8	113256609	113256816	208	1127	1960	1653.46	1692.5
CSMD3_ex_2	chr8	113301569	113301781	213	953	1801	1494.81	1517
CSMD3_ex_3	chr8	113304734	113304955	222	1102	1813	1528.88	1562
CSMD3_ex_4	chr8	113568979	113569192	214	1032	1829	1546.7	1620.5
CSMD3_ex_5	chr8	113694634	113694887	254	1017	1809	1544.05	1609
CSMD3_ex_6	chr8	113697629	113697972	344	1271	2004	1812.74	1889
MYC_ex	chr8	128750807	128750953	147	998	1748	1474.15	1539
TG_ex	chr8	133905914	133906161	248	1397	2475	2053.74	2132.5
FAM135B_ex	chr8	139151207	139151354	148	936	1635	1403.33	1464
FAM135B_ex_2	chr8	139163432	139165467	2036	455	2333	1962.08	2014
COL22A1_ex	chr8	139606232	139606449	218	760	1487	1237.52	1290.5
PTPRD_ex	chr9	8528610	8528754	145	1160	1898	1656.55	1720
CDKN2A_ex	chr9	21968154	21968293	140	815	1856	1474.35	1552.5
CDKN2A_ex_2	chr9	21968669	21968817	149	934	1443	1254.15	1275
CDKN2A_ex_3	chr9	21970869	21971023	155	628	851	749.865	752
CDKN2A_ex_4	chr9	21971074	21971146	73	391	648	570.26	593
CDKN2A_ex_5	chr9	21974444	21974836	393	560	2039	1475	1540
ASTN2_ex	chr9	119976629	119976988	360	988	2206	1754.19	1825.5
ABL1_ex	chr9	133738125	133738431	307	1289	2274	1961.04	2021
ABL1_ex_2	chr9	133747485	133747622	138	1204	1797	1588.86	1614.5
ABL1_ex_3	chr9	133748215	133748439	225	1073	1981	1677.6	1749
ABL1_ex_4	chr9	133750230	133750477	248	1434	2071	1883.8	1980.5
ABL1_ex_5	chr9	133753770	133753998	229	1208	2079	1758.58	1818
ABL1_ex_6	chr9	133755415	133755561	147	1287	1869	1616.5	1640
NOTCH1_ex	chr9	139390492	139392023	1532	833	2250	1823.6	1823
NOTCH1_ex_2	chr9	139396697	139396976	280	446	1385	1020.49	1082.5
NOTCH1_ex_3	chr9	139397602	139397822	221	971	1844	1547.23	1578
NOTCH1_ex_4	chr9	139399092	139399590	499	584	1364	1144.23	1207
RET_ex	chr10	43606627	43609247	2621	1402	2616	2163.53	2201
RET_ex_2	chr10	43609672	43612193	2522	1081	2571	2033.78	2008
RET_ex_3	chr10	43613787	43613935	149	687	982	874.013	883
RET_ex_4	chr10	43614952	43615241	290	804	1638	1289.91	1344.5
RET_ex_5	chr10	43615497	43615675	179	1274	2152	1849.36	1917
RET_ex_6	chr10	43617347	43617495	149	1372	2036	1813.89	1868
RET_ex_7	chr10	43619092	43619274	183	1306	2017	1752.54	1795
RET_ex_8	chr10	43620297	43620443	147	1314	2025	1784.15	1820
GRID1_ex	chr10	87628744	87628948	205	1326	2225	1895.04	1941
PTEN_ex	chr10	89624272	89624350	79	1159	1398	1291.66	1297
PTEN_ex_2	chr10	89653752	89653825	74	605	976	820.135	832
PTEN_ex_3	chr10	89653832	89653909	78	795	1046	959.628	993.5
PTEN_ex_4	chr10	89685272	89685376	105	779	1025	934.476	950
PTEN_ex_5	chr10	89690752	89690894	143	1124	1734	1525.85	1569
PTEN_ex_6	chr10	89692737	89692810	74	736	1087	919.662	922.5
PTEN_ex_7	chr10	89692877	89692951	75	1288	1548	1468.27	1506
PTEN_ex_8	chr10	89692972	89693037	66	1091	1550	1349.88	1345.5
PTEN_ex_9	chr10	89711887	89711966	80	778	977	906.212	924.5
PTEN_ex_10	chr10	89717577	89717776	200	688	1509	1210.98	1254.5
PTEN_ex_11	chr10	89720642	89720880	239	417	1609	1193.12	1305
PTEN_ex_12	chr10	89725022	89725169	148	709	1133	998.27	1030.5
FGFR2_ex	chr10	123243190	123243329	140	1137	1808	1602.74	1648.5
FGFR2_ex_2	chr10	123244880	123245060	181	1241	1983	1749.74	1827
FGFR2_ex_3	chr10	123246830	123246966	137	845	1334	1176.36	1217
FGFR2_ex_4	chr10	123247475	123247652	178	1123	1873	1579.54	1618
FGFR2_ex_5	chr10	123256010	123256272	263	1001	1919	1628.65	1744
FGFR2_ex_6	chr10	123257975	123258163	189	706	1391	1163.46	1222
FGFR2_ex_7	chr10	123260315	123260496	182	1017	1611	1390.29	1428.5
HRAS_ex	chr11	533740	533979	240	1165	2092	1750.13	1804
HRAS_ex_2	chr11	534190	534303	114	1012	1502	1343.84	1382
MS4A3_ex	chr11	59828607	59828816	210	910	1885	1527.77	1581.5
MRGPRD_ex	chr11	68747893	68748040	148	1054	1550	1335.17	1344.5
TPCN2_ex	chr11	68822653	68822798	146	644	911	814.534	831
MYEOV_ex	chr11	69063388	69063542	155	1471	2249	1979.52	2022
CCND1_ex	chr11	69458601	69458742	142	1238	1748	1538.54	1569
FGF3_ex	chr11	69631066	69631206	141	1174	1703	1501.87	1513
NCAM1_ex	chr11	113102866	113103090	225	971	1978	1602.91	1686
NTM_ex	chr11	132081890	132082058	169	835	1711	1392.97	1453
ABCC9_ex	chr12	22068669	22068839	171	974	1676	1428.77	1467
KRAS_ex	chr12	25378518	25378628	111	1260	1731	1602.55	1669
KRAS_ex_2	chr12	25378668	25378736	69	1077	1494	1294.01	1290
KRAS_ex_3	chr12	25380138	25380301	164	1004	1675	1461.99	1510.5
KRAS_ex_4	chr12	25380308	25380385	78	803	1401	1132.64	1135.5
KRAS_ex_5	chr12	25398223	25398302	80	522	620	578.837	578
IFLTD1_ex	chr12	25702298	25702436	139	1169	1734	1525.4	1577
MDM2_ex	chr12	69233264	69233407	144	873	1256	1111.32	1136
NAV3_ex	chr12	78400185	78400668	484	1201	2248	1862	1807.5
NAV3_ex_2	chr12	78400730	78401224	495	1157	2140	1898.57	1945
TUBA3C_ex	chr13	19748070	19748146	77	442	555	511.312	514
TPTE2_ex	chr13	20039425	20039497	73	803	959	899.89	905
MPHOSPH8_ex	chr13	20240560	20240714	155	926	1474	1278.99	1305
PSPC1_ex	chr13	20346455	20346607	153	775	1254	1104.24	1144
ZMYM5_ex	chr13	20412927	20413034	108	1067	1482	1342.59	1364
RB1_ex	chr13	48878015	48878209	195	230	713	512.841	530
RB1_ex_2	chr13	48881385	48881558	174	1155	1777	1569.67	1631.5
RB1_ex_3	chr13	48916700	48917022	323	1245	1920	1744.89	1809
RB1_ex_4	chr13	48919190	48919357	168	1002	1787	1521.48	1576.5
RB1_ex_5	chr13	48921900	48922036	137	823	1218	1063.51	1087
RB1_ex_6	chr13	48923050	48923182	133	983	1448	1257.24	1295
RB1_ex_7	chr13	48934130	48934295	166	1100	1711	1506.83	1553.5
RB1_ex_8	chr13	48936925	48937127	203	1072	1833	1544.17	1580
RB1_ex_9	chr13	48938995	48939127	133	984	1307	1182.62	1195
RB1_ex_10	chr13	48941595	48941782	188	1082	1663	1467.01	1520.5
