#STAMP depth report v1.2
#date=Sat Feb  6 11:34:24 PST 2016
#bam=HD753.barcode-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130725
#min=0
#max=10079
#avg=2353.03
#med=2331
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
REG3A_ex_3	chr2	79385437	79385543	107	1238	1670	1516.79	1531
CTNNA2_ex	chr2	80085113	80085323	211	1124	2117	1729.57	1769
CTNNA2_ex_2	chr2	80101198	80101492	295	547	1952	1534.3	1635
CTNNA2_ex_3	chr2	80136708	80136972	265	695	1459	1174.96	1224
LRRTM1_ex	chr2	80529410	80530860	1451	757	3058	2289.8	2329
ST6GAL2_ex	chr2	107423111	107423415	305	1037	2439	1924.91	2018
CNTNAP5_ex	chr2	125261856	125262161	306	1039	2160	1722.7	1781
LRP1B_ex	chr2	141242897	141243115	219	1104	2039	1674.32	1700
LRP1B_ex_2	chr2	141665412	141665650	239	711	1289	1079.19	1126
KCNJ3_ex	chr2	155711255	155711854	600	1242	2750	2214.06	2323.5
NFE2L2_ex	chr2	178095482	178096587	1106	1252	3099	2596.75	2679.5
NFE2L2_ex_2	chr2	178096587	178096759	173	1724	2522	2295.47	2369
NFE2L2_ex_3	chr2	178097127	178097309	183	1319	2204	1879.18	1930
NFE2L2_ex_4	chr2	178097952	178098091	140	778	1061	945.543	959
NFE2L2_ex_5	chr2	178098702	178099022	321	1019	2810	2141.39	2259
SF3B1_ex	chr2	198267256	198267583	328	326	1891	1393.36	1496
ERBB4_ex	chr2	212286709	212286845	137	1089	1483	1329.29	1348
ERBB4_ex_2	chr2	212288844	212289051	208	1268	2112	1796.79	1876
ERBB4_ex_3	chr2	212293094	212293234	141	1181	1696	1491.59	1519
ERBB4_ex_4	chr2	212295644	212295847	204	918	2168	1745.75	1820
ERBB4_ex_5	chr2	212426604	212426850	247	1279	2266	1893.56	1957
ERBB4_ex_6	chr2	212483874	212484009	136	928	1379	1224.45	1261
ERBB4_ex_7	chr2	212488614	212488802	189	977	1964	1605.39	1657
CUL3_ex	chr2	225338940	225339104	165	1197	1918	1681.41	1740
CUL3_ex_2	chr2	225342895	225343098	204	1257	2132	1795.87	1852
CUL3_ex_3	chr2	225346585	225346828	244	1443	2532	2099.9	2163.5
CUL3_ex_4	chr2	225360525	225360695	171	1150	2217	1851.81	1932
CUL3_ex_5	chr2	225362445	225362591	147	1316	1985	1732.06	1761
CUL3_ex_6	chr2	225365045	225365224	180	1269	2006	1725.78	1751.5
CUL3_ex_7	chr2	225367655	225367800	146	1311	1883	1664.06	1692.5
CUL3_ex_8	chr2	225368335	225368547	213	1079	1890	1614.21	1662
CUL3_ex_9	chr2	225370650	225370855	206	1270	2207	1839.22	1853
CUL3_ex_10	chr2	225371545	225371754	210	1328	2147	1837.52	1894
CUL3_ex_11	chr2	225376050	225376300	251	1164	2209	1764.94	1814
CUL3_ex_12	chr2	225378220	225378390	171	498	1181	966.708	1021
CUL3_ex_13	chr2	225379295	225379508	214	1325	2328	1958.4	2018
CUL3_ex_14	chr2	225400220	225400397	178	1051	1860	1577.35	1627
CUL3_ex_15	chr2	225422350	225422599	250	206	1992	1343.19	1502.5
CUL3_ex_16	chr2	225449620	225449754	135	723	1094	945.074	950
ASB18_ex	chr2	237172815	237172971	157	1123	1631	1434.43	1470
RAF1_ex	chr3	12625987	12626199	213	1740	2760	2367.1	2480
RAF1_ex_2	chr3	12632272	12632487	216	1051	2009	1697.93	1779.5
RAF1_ex_3	chr3	12633172	12633310	139	1362	2140	1914.45	1973
MYD88_ex	chr3	38182589	38182802	214	1028	2573	2039.7	2152
CTNNB1_ex	chr3	41266046	41266203	158	1133	1515	1368.49	1393
FOXP1_ex	chr3	71015043	71015201	159	1667	2385	2108.75	2155
PDZRN3_ex	chr3	73432596	73433959	1364	1286	3289	2497.49	2585
ROBO1_ex	chr3	78766421	78766566	146	1126	1723	1522.49	1569
ZIC4_ex	chr3	147108706	147109059	354	735	1722	1361.07	1419.5
ZIC4_ex_2	chr3	147113616	147114276	661	1674	3145	2405.55	2358
ZIC1_ex	chr3	147127941	147128721	781	895	2508	1850.67	1851
ZIC1_ex_2	chr3	147128786	147128884	99	1532	2215	1889.57	1950
IQCJ_ex	chr3	158982995	158983175	181	1844	2769	2419.01	2486
MECOM_ex	chr3	168840358	168840506	149	1359	1923	1734.46	1787
MYNN_ex	chr3	169501222	169501373	152	1593	2312	2010.52	2042.5
SAMD7_ex	chr3	169646232	169646375	144	1547	2290	2031.76	2068.5
PHC3_ex	chr3	169896647	169896721	75	1534	1857	1743.63	1758
CLDN11_ex	chr3	170140951	170141100	150	1330	2080	1799.27	1879
SLC2A2_ex	chr3	170716001	170716143	143	1084	1575	1390.18	1390
PIK3CA_ex	chr3	178916514	178916999	486	1707	3401	2784.21	2885
PIK3CA_ex_2	chr3	178921304	178921594	291	1727	3142	2665.79	2775
PIK3CA_ex_3	chr3	178927964	178928132	169	1245	2464	2062.14	2124
PIK3CA_ex_4	chr3	178935989	178936159	171	1061	1759	1539.92	1595
PIK3CA_ex_5	chr3	178951854	178952172	319	1264	2450	2034.5	2142
SOX2_ex	chr3	181430124	181430303	180	456	1694	1103.53	1100
SOX2_ex_2	chr3	181430354	181430630	277	1539	2879	2282.48	2350
SOX2_ex_3	chr3	181430674	181430922	249	1412	2035	1766.12	1806
SOX2_ex_4	chr3	181430929	181431073	145	892	1897	1427.45	1445
ATP11B_ex	chr3	182584062	182584219	158	869	1291	1124.56	1144.5
MCCC1_ex	chr3	182733212	182733363	152	1485	2220	1944.95	1974
MCF2L2_ex	chr3	183014776	183014924	149	1492	2235	1978.41	1997
KLHL6_ex	chr3	183273223	183273359	137	1575	2315	2025.83	2078
HTR3E_ex	chr3	183818283	183818415	133	1649	2278	2010.2	2044
TP63_ex	chr3	189455494	189455678	185	1322	2120	1814.86	1873
TP63_ex_2	chr3	189526039	189526349	311	1068	2407	1883.51	1947
TP63_ex_3	chr3	189586344	189586525	182	1412	2285	1950.71	2010.5
GABRA2_ex	chr4	46252300	46252618	319	1348	2722	2180.66	2254
FRYL_ex	chr4	48622620	48622811	192	1675	2507	2205.51	2282
PDGFRA_ex	chr4	55139671	55139926	256	1447	2547	2119.8	2170
PDGFRA_ex_2	chr4	55140661	55140810	150	1550	2288	2037.93	2088
PDGFRA_ex_3	chr4	55140976	55141165	190	1856	2633	2332.99	2389
PDGFRA_ex_4	chr4	55143521	55143671	151	2122	3171	2793.72	2845
PDGFRA_ex_5	chr4	55144041	55144214	174	1196	1940	1648.44	1670
PDGFRA_ex_6	chr4	55144496	55144724	229	1343	2319	2007.11	2087
PDGFRA_ex_7	chr4	55146461	55146680	220	484	1914	1455.57	1604.5
PDGFRA_ex_8	chr4	55151506	55151679	174	1784	2894	2543.94	2646
PDGFRA_ex_9	chr4	55151986	55152174	189	539	1742	1273.57	1344
PDGFRA_ex_10	chr4	55153571	55153751	181	1328	2185	1865.47	1905
PDGFRA_ex_11	chr4	55154941	55155077	137	1449	2090	1871.82	1954
PDGFRA_ex_12	chr4	55155151	55155322	172	2497	3303	2978.01	3021
KIT_ex	chr4	55592001	55592232	232	1586	3096	2525.03	2547.5
KIT_ex_2	chr4	55593361	55593499	139	1657	2775	2352.75	2434
KIT_ex_3	chr4	55593551	55593724	174	1873	2984	2653.71	2803
KIT_ex_4	chr4	55593961	55594111	151	1849	2505	2308.58	2394
KIT_ex_5	chr4	55594151	55594327	177	1767	2756	2457.49	2566
KIT_ex_6	chr4	55595471	55595693	223	1146	1928	1642.82	1683
KIT_ex_7	chr4	55597456	55597604	149	1094	1793	1535.5	1572
KIT_ex_8	chr4	55598001	55598189	189	907	2622	1964.95	1993
KIT_ex_9	chr4	55599211	55599391	181	1106	1845	1585.01	1637
KIT_ex_10	chr4	55602631	55602806	176	1752	2923	2586.12	2691.5
KIT_ex_11	chr4	55602856	55602999	144	1391	2272	1909.82	1966
KIT_ex_12	chr4	55603311	55603491	181	1228	1945	1744.66	1811
KDR_ex	chr4	55955013	55955154	142	1405	1891	1718.23	1761
KDR_ex_2	chr4	55962373	55962551	179	1004	2048	1724.04	1803
KDR_ex_3	chr4	55964278	55964468	191	1252	2108	1807.99	1858
FBXW7_ex	chr4	153247190	153247405	216	1048	2024	1712.5	1777.5
MARCH1_ex	chr4	164534436	164534688	253	1524	2895	2358.7	2403
TRIP13_ex	chr5	917097	917247	151	1668	2356	2100.79	2155
NKD2_ex	chr5	1034312	1034466	155	2123	3428	2964.46	3051
SLC6A19_ex	chr5	1216902	1217054	153	1353	2408	2080.16	2144
TERT_ex	chr5	1295072	1295271	200	65	155	112.775	114
FBXL7_ex	chr5	15927993	15928621	629	1249	2994	2230.33	2439
CDH18_ex	chr5	19473429	19473853	425	1719	3562	2889.64	3028
CDH12_ex	chr5	21751830	21752361	532	1316	3836	3002.33	3252.5
CDH12_ex_2	chr5	22078530	22078784	255	1737	3503	2871.85	2965
CDH9_ex	chr5	26881229	26881749	521	1936	3719	3148.45	3320
CDH9_ex_2	chr5	26906034	26906250	217	1617	3003	2511.26	2631
CDH9_ex_3	chr5	26915729	26916048	320	1410	2945	2372.39	2506.5
ADAMTS12_ex	chr5	33576138	33577189	1052	2334	4377	3792.11	3881
ADAMTS12_ex_2	chr5	33683948	33684170	223	1266	1982	1718.5	1763
SLC45A2_ex	chr5	33947248	33947491	244	2028	3524	3000.07	3183
UGT3A2_ex	chr5	36037928	36038001	74	1434	1744	1645.95	1667
UGT3A2_ex_2	chr5	36038013	36038091	79	1005	1634	1382.63	1429
SKP2_ex	chr5	36183948	36184102	155	1386	2274	1996.4	2080
SLC1A3_ex	chr5	36679773	36679913	141	1455	2325	2000.14	2069
NUP155_ex	chr5	37370928	37371073	146	876	1380	1203.06	1232
EGFLAM_ex	chr5	38352293	38352437	145	1538	2189	1941.17	1991
C9_ex	chr5	39306733	39306870	138	1626	2412	2141.44	2195
HCN1_ex	chr5	45262028	45262905	878	1861	3680	3074.45	3152.5
HCN1_ex_2	chr5	45267168	45267374	207	1776	3033	2563.68	2679
HCN1_ex_3	chr5	45353198	45353353	156	1138	1727	1533.44	1586.5
HTR1A_ex	chr5	63256324	63257490	1167	1063	3301	2483.57	2556
HAPLN1_ex	chr5	82937302	82937528	227	552	1082	875.018	910
FBN2_ex	chr5	127648290	127648512	223	1517	2462	2134.67	2215
PDGFRB_ex	chr5	149498288	149498434	147	1625	2338	2037.23	2078
PDGFRB_ex_2	chr5	149499008	149499153	146	1615	2429	2105.08	2151
PDGFRB_ex_3	chr5	149499553	149499723	171	2240	3193	2834.63	2879
PDGFRB_ex_4	chr5	149500428	149500605	178	1735	2685	2337.56	2393.5
PDGFRB_ex_5	chr5	149500738	149500927	190	1385	2136	1877.11	1924.5
PDGFRB_ex_6	chr5	149501418	149501626	209	1456	3278	2601.16	2733
PDGFRB_ex_7	chr5	149502573	149502798	226	1859	3887	3154.33	3274
PDGFRB_ex_8	chr5	149503788	149503961	174	1646	2538	2184.95	2242.5
PDGFRB_ex_9	chr5	149504258	149504418	161	496	961	798.422	833
PDGFRB_ex_10	chr5	149504978	149505164	187	933	1668	1384.7	1420
GABRA6_ex	chr5	161128482	161128768	287	1250	2710	2195.76	2289
SLIT3_ex	chr5	168134946	168135167	222	1597	2696	2275.37	2368
ROS1_ex	chr6	117609633	117609983	351	1207	2369	1972.4	2032
ROS1_ex_2	chr6	117622113	117622313	201	1398	2560	2152.64	2234
ROS1_ex_3	chr6	117629933	117630106	174	1356	2301	1995.87	2051.5
ROS1_ex_4	chr6	117631223	117631463	241	1067	2281	1874.97	1966
ROS1_ex_5	chr6	117632148	117632288	141	1317	1802	1602.51	1637
ROS1_ex_6	chr6	117638273	117638470	198	1304	1963	1702.95	1746.5
ROS1_ex_7	chr6	117639298	117639453	156	1169	1642	1471.37	1516
ROS1_ex_8	chr6	117641008	117641428	421	1583	3435	2839.31	2956
ROS1_ex_9	chr6	117641438	117642993	1556	439	3072	2553.08	2714
ROS1_ex_10	chr6	117645158	117646127	970	1913	3039	2613.48	2697
ROS1_ex_11	chr6	117647288	117648778	1491	628	3248	2724.29	2835
ROS1_ex_12	chr6	117648943	117650620	1678	2222	3496	2916.46	2955
ROS1_ex_13	chr6	117657883	117658535	653	1081	2771	2250.24	2471
PARK2_ex	chr6	161969889	161970031	143	573	824	725.336	733
PACRG_ex	chr6	163149267	163149420	154	1035	1675	1446.94	1463
C6orf118_ex	chr6	165715051	165715324	274	1130	2705	2240.17	2474
C6orf118_ex_2	chr6	165715336	165715696	361	2090	3316	2938.73	3027
HDAC9_ex	chr7	18705854	18706045	192	1270	2295	1924.07	1993
POM121L12_ex	chr7	53103391	53104267	877	1196	2995	2296.35	2328
VSTM2A_ex	chr7	54617611	54617769	159	915	1594	1377.41	1437
EGFR_ex	chr7	55241591	55241759	169	1484	2259	1942.05	1957
EGFR_ex_2	chr7	55242381	55242526	146	1577	2395	2099.98	2132
EGFR_ex_3	chr7	55248951	55249200	250	1573	2631	2244.46	2328.5
EGFR_ex_4	chr7	55259376	55259601	226	1519	2790	2357.48	2422
EGFR_ex_5	chr7	55260416	55260574	159	1129	1816	1598.36	1645
EGFR_ex_6	chr7	55266386	55266601	216	1639	2734	2329.08	2426.5
EGFR_ex_7	chr7	55267986	55268123	138	1829	2711	2369.07	2423
LANCL2_ex	chr7	55492961	55493101	141	1878	2751	2462.19	2506
ZNF713_ex	chr7	55990836	55990988	153	1618	2325	2069.2	2105
ZAN_ex	chr7	100385525	100385744	220	1340	2521	2117.35	2205.5
MET_ex	chr7	116411893	116412071	179	3576	5584	4778.45	4891
MET_ex_2	chr7	116417408	116417550	143	3210	4653	4173.64	4260
MET_ex_3	chr7	116418808	116419051	244	3345	5421	4650.96	4817.5
MET_ex_4	chr7	116422018	116422192	175	1981	2886	2549.71	2629
MET_ex_5	chr7	116423323	116423536	214	3719	5293	4712.64	4846
MET_ex_6	chr7	116435673	116435857	185	2210	4760	3831.98	3964
MET_ex_7	chr7	116435918	116436202	285	3335	6290	5253.42	5492
KCND2_ex	chr7	119914661	119915728	1068	1769	4902	3715.96	3790
GRM8_ex	chr7	126172979	126173946	968	1372	3853	3265.45	3431
CHRM2_ex	chr7	136699601	136701045	1445	1515	3942	3440.6	3565
BRAF_ex	chr7	140434372	140434446	75	1062	1641	1344.6	1358
BRAF_ex_2	chr7	140434482	140434561	80	534	1289	886.2	877
BRAF_ex_3	chr7	140439682	140439757	76	649	764	711.368	712.5
BRAF_ex_4	chr7	140449052	140449119	68	1045	1357	1224.82	1228
BRAF_ex_5	chr7	140449177	140449255	79	820	1272	1098.72	1123
BRAF_ex_6	chr7	140453047	140453225	179	1121	1666	1488.55	1520
BRAF_ex_7	chr7	140453937	140454069	133	1580	2323	2096.71	2164
BRAF_ex_8	chr7	140476747	140476828	82	975	1521	1281.91	1339
BRAF_ex_9	chr7	140476842	140476919	78	1085	1601	1417.05	1481
BRAF_ex_10	chr7	140477762	140477913	152	1473	2454	2145.09	2182
BRAF_ex_11	chr7	140481379	140481507	129	378	572	510.891	523
CNTNAP2_ex	chr7	146829378	146829605	228	1441	2573	2139.38	2186
CSMD1_ex	chr8	2855544	2855681	138	963	1414	1257.14	1290
SGCZ_ex	chr8	13959864	13960019	156	728	1229	1046.35	1071.5
LPL_ex	chr8	19809280	19809487	208	1762	2645	2332.48	2381
WHSC1L1_ex	chr8	38173423	38173569	147	1021	1551	1370.64	1393
FGFR1_ex	chr8	38271413	38271567	155	1054	1567	1420.38	1455
FGFR1_ex_2	chr8	38271643	38271843	201	1219	1895	1644.65	1687
FGFR1_ex_3	chr8	38272033	38272174	142	1001	1438	1237.39	1248.5
FGFR1_ex_4	chr8	38272268	38272446	179	1452	2339	2037.99	2067
FGFR1_ex_5	chr8	38273358	38273606	249	1099	2532	1969.79	2042
FGFR1_ex_6	chr8	38274798	38274969	172	935	1337	1201.27	1221
FGFR1_ex_7	chr8	38275353	38275526	174	922	1682	1418.16	1477.5
DCAF4L2_ex	chr8	88885057	88885301	245	2613	3793	3313.41	3394
DCAF4L2_ex_2	chr8	88885302	88885455	154	1808	2752	2292.48	2266.5
DCAF4L2_ex_3	chr8	88885462	88885546	85	1730	2137	1939.2	1916
DCAF4L2_ex_4	chr8	88885557	88886235	679	1982	4556	3527.43	3676
CSMD3_ex	chr8	113256609	113256816	208	2099	3513	2950.12	2994
CSMD3_ex_2	chr8	113301569	113301781	213	1735	3150	2632.25	2679
CSMD3_ex_3	chr8	113304734	113304955	222	1875	3289	2760.58	2834.5
CSMD3_ex_4	chr8	113568979	113569192	214	1648	3216	2664.78	2765.5
CSMD3_ex_5	chr8	113694634	113694887	254	1900	3409	2895.05	3017.5
CSMD3_ex_6	chr8	113697629	113697972	344	2254	4016	3475.65	3645
MYC_ex	chr8	128750807	128750953	147	5807	10079	8450.01	8795
TG_ex	chr8	133905914	133906161	248	2634	4635	3863.46	4063
FAM135B_ex	chr8	139151207	139151354	148	1399	2617	2188.64	2285
FAM135B_ex_2	chr8	139163432	139165467	2036	421	5034	4058.28	4259.5
COL22A1_ex	chr8	139606232	139606449	218	1327	2433	2045.78	2114.5
PTPRD_ex	chr9	8528610	8528754	145	1097	1611	1373.97	1400
CDKN2A_ex	chr9	21968154	21968293	140	697	1500	1188.81	1241
CDKN2A_ex_2	chr9	21968669	21968817	149	752	1021	911.128	927
CDKN2A_ex_3	chr9	21970869	21971023	155	405	573	494.974	499
CDKN2A_ex_4	chr9	21971074	21971146	73	258	419	371.411	385
CDKN2A_ex_5	chr9	21974444	21974836	393	372	1741	1190.75	1279
ASTN2_ex	chr9	119976629	119976988	360	1099	2766	2127.3	2242.5
ABL1_ex	chr9	133738125	133738431	307	1935	3466	2946.81	3047
ABL1_ex_2	chr9	133747485	133747622	138	1583	2236	1973.25	1990
ABL1_ex_3	chr9	133748215	133748439	225	1447	3022	2443.23	2529
ABL1_ex_4	chr9	133750230	133750477	248	2067	3138	2695.4	2793.5
ABL1_ex_5	chr9	133753770	133753998	229	1580	2737	2306.72	2397
ABL1_ex_6	chr9	133755415	133755561	147	1544	2342	2065.7	2107
NOTCH1_ex	chr9	139390492	139392023	1532	1123	3395	2715.83	2712
NOTCH1_ex_2	chr9	139396697	139396976	280	490	1733	1249.93	1329
NOTCH1_ex_3	chr9	139397602	139397822	221	1242	2337	1953.29	2023
NOTCH1_ex_4	chr9	139399092	139399590	499	723	1964	1514.15	1576
RET_ex	chr10	43606627	43609247	2621	1107	3802	2926.14	2980
RET_ex_2	chr10	43609672	43612193	2522	1423	3905	2869.13	2819
RET_ex_3	chr10	43613787	43613935	149	636	933	829.919	838
RET_ex_4	chr10	43614952	43615241	290	990	2035	1585.81	1614
RET_ex_5	chr10	43615497	43615675	179	1661	2714	2300.43	2355
RET_ex_6	chr10	43617347	43617495	149	1721	2539	2234.64	2263
RET_ex_7	chr10	43619092	43619274	183	1700	2634	2282.42	2328
RET_ex_8	chr10	43620297	43620443	147	1635	2563	2255.74	2307
GRID1_ex	chr10	87628744	87628948	205	1706	2866	2416.87	2506
PTEN_ex	chr10	89624272	89624350	79	1003	1210	1117.96	1123
PTEN_ex_2	chr10	89653752	89653825	74	614	899	785.284	797.5
PTEN_ex_3	chr10	89653832	89653909	78	716	954	867.013	894.5
PTEN_ex_4	chr10	89685272	89685376	105	630	827	761.219	779
PTEN_ex_5	chr10	89690752	89690894	143	1086	1575	1375.43	1397
PTEN_ex_6	chr10	89692737	89692810	74	561	995	770.959	771.5
PTEN_ex_7	chr10	89692877	89692951	75	1265	1514	1412.87	1447
PTEN_ex_8	chr10	89692972	89693037	66	1105	1503	1338.64	1360
PTEN_ex_9	chr10	89711887	89711966	80	700	817	776.375	784.5
PTEN_ex_10	chr10	89717577	89717776	200	732	1524	1245.57	1276.5
PTEN_ex_11	chr10	89720642	89720880	239	224	1871	1277.73	1441
PTEN_ex_12	chr10	89725022	89725169	148	787	1206	1067.05	1103.5
FGFR2_ex	chr10	123243190	123243329	140	1370	1955	1757.56	1815.5
FGFR2_ex_2	chr10	123244880	123245060	181	1359	2411	2052.76	2129
FGFR2_ex_3	chr10	123246830	123246966	137	943	1529	1335.54	1379
FGFR2_ex_4	chr10	123247475	123247652	178	1079	1912	1625.63	1690.5
FGFR2_ex_5	chr10	123256010	123256272	263	1101	2363	1949.16	2073
FGFR2_ex_6	chr10	123257975	123258163	189	849	1541	1314.38	1366
FGFR2_ex_7	chr10	123260315	123260496	182	967	1590	1375.08	1403.5
HRAS_ex	chr11	533740	533979	240	1517	2454	2070.88	2136
HRAS_ex_2	chr11	534190	534303	114	957	1529	1350.42	1424
MS4A3_ex	chr11	59828607	59828816	210	1263	2465	2012.45	2096
MRGPRD_ex	chr11	68747893	68748040	148	1422	2043	1768.38	1786.5
TPCN2_ex	chr11	68822653	68822798	146	852	1218	1068.1	1085
MYEOV_ex	chr11	69063388	69063542	155	2001	3152	2756.41	2802
CCND1_ex	chr11	69458601	69458742	142	1485	2112	1869.39	1904
FGF3_ex	chr11	69631066	69631206	141	1524	2206	1956.4	1977
NCAM1_ex	chr11	113102866	113103090	225	1354	2677	2184.79	2304
NTM_ex	chr11	132081890	132082058	169	1064	2065	1690.14	1739
ABCC9_ex	chr12	22068669	22068839	171	1216	1937	1686.7	1749
KRAS_ex	chr12	25378518	25378628	111	1458	1964	1798.13	1857
KRAS_ex_2	chr12	25378668	25378736	69	1005	1565	1297.16	1307
KRAS_ex_3	chr12	25380138	25380301	164	1107	1823	1614.17	1690.5
KRAS_ex_4	chr12	25380308	25380385	78	871	1526	1233.82	1256
KRAS_ex_5	chr12	25398223	25398302	80	504	611	582.538	587
IFLTD1_ex	chr12	25702298	25702436	139	1328	1861	1655.74	1694
MDM2_ex	chr12	69233264	69233407	144	1029	1497	1324.76	1355.5
NAV3_ex	chr12	78400185	78400668	484	1399	2875	2328.61	2264.5
NAV3_ex_2	chr12	78400730	78401224	495	1279	2956	2448.74	2532
TUBA3C_ex	chr13	19748070	19748146	77	383	471	439.987	442
TPTE2_ex	chr13	20039425	20039497	73	770	917	858.548	865
MPHOSPH8_ex	chr13	20240560	20240714	155	1080	1568	1394.54	1423
PSPC1_ex	chr13	20346455	20346607	153	984	1386	1257.05	1293
ZMYM5_ex	chr13	20412927	20413034	108	1319	1676	1546.37	1555
RB1_ex	chr13	48878015	48878209	195	180	567	405.918	436
RB1_ex_2	chr13	48881385	48881558	174	1336	1993	1755.39	1814.5
RB1_ex_3	chr13	48916700	48917022	323	1388	2312	1960.39	1994
RB1_ex_4	chr13	48919190	48919357	168	1095	1805	1531.18	1560.5
RB1_ex_5	chr13	48921900	48922036	137	764	1133	1000.81	1024
RB1_ex_6	chr13	48923050	48923182	133	831	1316	1123.93	1142
RB1_ex_7	chr13	48934130	48934295	166	1101	1785	1528.49	1562.5
RB1_ex_8	chr13	48936925	48937127	203	1265	2078	1751.98	1802
RB1_ex_9	chr13	48938995	48939127	133	1023	1316	1202.57	1216
