#STAMP depth report v1.2
#date=Sat Feb  6 11:25:52 PST 2016
#bam=HD753.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=80
#max=9029
#avg=2121.1
#med=2130
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
CUL3_ex_3	chr2	225346585	225346828	244	1259	2157	1851.38	1929.5
CUL3_ex_4	chr2	225360525	225360695	171	1029	2106	1738.95	1839
CUL3_ex_5	chr2	225362445	225362591	147	1148	1900	1655.09	1705
CUL3_ex_6	chr2	225365045	225365224	180	1161	1866	1592.62	1621
CUL3_ex_7	chr2	225367655	225367800	146	1165	1741	1526.05	1555.5
CUL3_ex_8	chr2	225368335	225368547	213	1016	1759	1495.94	1551
CUL3_ex_9	chr2	225370650	225370855	206	1137	1969	1643.37	1680.5
CUL3_ex_10	chr2	225371545	225371754	210	1214	1878	1632.66	1695
CUL3_ex_11	chr2	225376050	225376300	251	1031	1968	1580.43	1651
CUL3_ex_12	chr2	225378220	225378390	171	515	1425	1189.4	1230
CUL3_ex_13	chr2	225379295	225379508	214	1180	2118	1786.66	1861
CUL3_ex_14	chr2	225400220	225400397	178	1028	1749	1501.48	1556
CUL3_ex_15	chr2	225422350	225422599	250	408	1782	1333.7	1437.5
CUL3_ex_16	chr2	225449620	225449754	135	756	1163	995.163	1008
ASB18_ex	chr2	237172815	237172971	157	1112	1647	1424.66	1453
RAF1_ex	chr3	12625987	12626199	213	1504	2447	2096.08	2194
RAF1_ex_2	chr3	12632272	12632487	216	1006	1961	1635.49	1701.5
RAF1_ex_3	chr3	12633172	12633310	139	1266	1967	1767.36	1813
MYD88_ex	chr3	38182589	38182802	214	924	2378	1875.32	1997.5
CTNNB1_ex	chr3	41266046	41266203	158	1129	1569	1402.82	1440.5
FOXP1_ex	chr3	71015043	71015201	159	1505	2209	1951.92	2011
PDZRN3_ex	chr3	73432596	73433959	1364	1181	2845	2226.12	2264.5
ROBO1_ex	chr3	78766421	78766566	146	1028	1667	1447	1477.5
ZIC4_ex	chr3	147108706	147109059	354	748	1662	1334.16	1398.5
ZIC4_ex_2	chr3	147113616	147114276	661	1533	2724	2167.36	2197
ZIC1_ex	chr3	147127941	147128721	781	920	2200	1735.81	1784
ZIC1_ex_2	chr3	147128786	147128884	99	1423	1991	1746.1	1809
IQCJ_ex	chr3	158982995	158983175	181	1645	2508	2172.75	2224
MECOM_ex	chr3	168840358	168840506	149	1253	1861	1653.45	1704
MYNN_ex	chr3	169501222	169501373	152	1402	2189	1889.55	1934.5
SAMD7_ex	chr3	169646232	169646375	144	1414	2171	1898.12	1922.5
PHC3_ex	chr3	169896647	169896721	75	1532	1878	1752.08	1771
CLDN11_ex	chr3	170140951	170141100	150	1282	2056	1761.27	1845.5
SLC2A2_ex	chr3	170716001	170716143	143	1055	1560	1366.21	1373
PIK3CA_ex	chr3	178916514	178916999	486	1487	2850	2386.64	2456
PIK3CA_ex_2	chr3	178921304	178921594	291	1524	2688	2310.36	2407
PIK3CA_ex_3	chr3	178927964	178928132	169	1197	2287	1917.79	1966
PIK3CA_ex_4	chr3	178935989	178936159	171	952	1711	1460.8	1524
PIK3CA_ex_5	chr3	178951854	178952172	319	1188	2199	1860.83	1947
SOX2_ex	chr3	181430124	181430303	180	462	1557	1056.79	1087.5
SOX2_ex_2	chr3	181430354	181430630	277	1410	2559	2067.29	2153
SOX2_ex_3	chr3	181430674	181430922	249	1281	1999	1697.35	1757
SOX2_ex_4	chr3	181430929	181431073	145	890	1807	1384.03	1417
ATP11B_ex	chr3	182584062	182584219	158	858	1357	1155.95	1176.5
MCCC1_ex	chr3	182733212	182733363	152	1351	2083	1832.62	1872
MCF2L2_ex	chr3	183014776	183014924	149	1478	2249	1966.58	1990
KLHL6_ex	chr3	183273223	183273359	137	1439	2225	1940.42	2006
HTR3E_ex	chr3	183818283	183818415	133	1656	2202	1973.08	2006
TP63_ex	chr3	189455494	189455678	185	1229	2054	1739.43	1802
TP63_ex_2	chr3	189526039	189526349	311	1051	2202	1794.9	1871
TP63_ex_3	chr3	189586344	189586525	182	1317	2234	1906.51	1977
GABRA2_ex	chr4	46252300	46252618	319	1184	2375	1923.78	2001
FRYL_ex	chr4	48622620	48622811	192	1407	2273	1964.29	2021
PDGFRA_ex	chr4	55139671	55139926	256	1361	2331	1969.98	2027
PDGFRA_ex_2	chr4	55140661	55140810	150	1403	2182	1919.45	1975
PDGFRA_ex_3	chr4	55140976	55141165	190	1652	2391	2116.15	2177.5
PDGFRA_ex_4	chr4	55143521	55143671	151	1950	2842	2509.61	2574
PDGFRA_ex_5	chr4	55144041	55144214	174	1130	1867	1589.3	1618
PDGFRA_ex_6	chr4	55144496	55144724	229	1363	2163	1915.49	2001
PDGFRA_ex_7	chr4	55146461	55146680	220	776	1819	1460.15	1534
PDGFRA_ex_8	chr4	55151506	55151679	174	1536	2616	2273.99	2371.5
PDGFRA_ex_9	chr4	55151986	55152174	189	1123	1769	1502.66	1540
PDGFRA_ex_10	chr4	55153571	55153751	181	1262	2142	1822.26	1867
PDGFRA_ex_11	chr4	55154941	55155077	137	1365	1895	1748.57	1796
PDGFRA_ex_12	chr4	55155151	55155322	172	2122	2942	2622.04	2670.5
KIT_ex	chr4	55592001	55592232	232	1380	2610	2172.34	2222.5
KIT_ex_2	chr4	55593361	55593499	139	1486	2385	2107.89	2228
KIT_ex_3	chr4	55593551	55593724	174	1670	2545	2303.56	2415
KIT_ex_4	chr4	55593961	55594111	151	1643	2276	2088.99	2127
KIT_ex_5	chr4	55594151	55594327	177	1584	2465	2191.99	2255
KIT_ex_6	chr4	55595471	55595693	223	1062	1839	1563.58	1607
KIT_ex_7	chr4	55597456	55597604	149	1052	1779	1508.56	1548
KIT_ex_8	chr4	55598001	55598189	189	1052	2524	1924.19	1945
KIT_ex_9	chr4	55599211	55599391	181	1025	1765	1509.39	1569
KIT_ex_10	chr4	55602631	55602806	176	1533	2637	2305.2	2396.5
KIT_ex_11	chr4	55602856	55602999	144	1339	1988	1773.29	1842
KIT_ex_12	chr4	55603311	55603491	181	1218	1879	1678.35	1746
KDR_ex	chr4	55955013	55955154	142	1314	1843	1651.57	1706
KDR_ex_2	chr4	55962373	55962551	179	1239	2031	1782.64	1848
KDR_ex_3	chr4	55964278	55964468	191	1169	1978	1694.55	1752
FBXW7_ex	chr4	153247190	153247405	216	1077	1931	1660.86	1727.5
MARCH1_ex	chr4	164534436	164534688	253	1317	2542	2067.42	2123
TRIP13_ex	chr5	917097	917247	151	1652	2436	2134.57	2187
NKD2_ex	chr5	1034312	1034466	155	1923	3176	2734.65	2817
SLC6A19_ex	chr5	1216902	1217054	153	1308	2402	2055.77	2091
TERT_ex	chr5	1295072	1295271	200	80	204	141.495	144
FBXL7_ex	chr5	15927993	15928621	629	1325	2624	2160.38	2247
CDH18_ex	chr5	19473429	19473853	425	1461	2951	2479.83	2616
CDH12_ex	chr5	21751830	21752361	532	1264	3091	2567.86	2800
CDH12_ex_2	chr5	22078530	22078784	255	1578	3120	2565.33	2669
CDH9_ex	chr5	26881229	26881749	521	1662	3110	2675.56	2809
CDH9_ex_2	chr5	26906034	26906250	217	1528	2708	2260.53	2371
CDH9_ex_3	chr5	26915729	26916048	320	1255	2602	2108.79	2224.5
ADAMTS12_ex	chr5	33576138	33577189	1052	1979	3543	3160.35	3237
ADAMTS12_ex_2	chr5	33683948	33684170	223	1209	1895	1639.85	1681
SLC45A2_ex	chr5	33947248	33947491	244	1733	3062	2628.6	2785
UGT3A2_ex	chr5	36037928	36038001	74	1436	1730	1641.35	1669.5
UGT3A2_ex_2	chr5	36038013	36038091	79	999	1619	1366.13	1392
SKP2_ex	chr5	36183948	36184102	155	1250	2129	1852.65	1916
SLC1A3_ex	chr5	36679773	36679913	141	1325	2196	1902.88	1970
NUP155_ex	chr5	37370928	37371073	146	845	1392	1208.61	1241.5
EGFLAM_ex	chr5	38352293	38352437	145	1448	2142	1888.27	1941
C9_ex	chr5	39306733	39306870	138	1511	2349	2060.2	2112.5
HCN1_ex	chr5	45262028	45262905	878	1567	3098	2685.1	2763
HCN1_ex_2	chr5	45267168	45267374	207	1506	2639	2227.7	2347
HCN1_ex_3	chr5	45353198	45353353	156	1126	1732	1503.81	1545.5
HTR1A_ex	chr5	63256324	63257490	1167	1018	2750	2180.22	2246
HAPLN1_ex	chr5	82937302	82937528	227	609	1092	921.784	959
FBN2_ex	chr5	127648290	127648512	223	1411	2364	2012.04	2098
PDGFRB_ex	chr5	149498288	149498434	147	1511	2328	2007.69	2042
PDGFRB_ex_2	chr5	149499008	149499153	146	1519	2351	2021.88	2067
PDGFRB_ex_3	chr5	149499553	149499723	171	1976	2936	2560.16	2604
PDGFRB_ex_4	chr5	149500428	149500605	178	1637	2536	2199.81	2247
PDGFRB_ex_5	chr5	149500738	149500927	190	1331	2058	1813.75	1874
PDGFRB_ex_6	chr5	149501418	149501626	209	1412	3000	2413	2521
PDGFRB_ex_7	chr5	149502573	149502798	226	1571	3326	2693.14	2783.5
PDGFRB_ex_8	chr5	149503788	149503961	174	1694	2444	2141.61	2196
PDGFRB_ex_9	chr5	149504258	149504418	161	614	1036	892.627	911
PDGFRB_ex_10	chr5	149504978	149505164	187	880	1722	1410.88	1452
GABRA6_ex	chr5	161128482	161128768	287	1119	2401	1969.36	2056
SLIT3_ex	chr5	168134946	168135167	222	1468	2560	2159.58	2250.5
ROS1_ex	chr6	117609633	117609983	351	1082	2118	1785.28	1856
ROS1_ex_2	chr6	117622113	117622313	201	1243	2286	1920.01	1997
ROS1_ex_3	chr6	117629933	117630106	174	1167	2099	1801.61	1859
ROS1_ex_4	chr6	117631223	117631463	241	1231	2067	1799.48	1899
ROS1_ex_5	chr6	117632148	117632288	141	1236	1777	1561.82	1595
ROS1_ex_6	chr6	117638273	117638470	198	1193	1892	1624.74	1674
ROS1_ex_7	chr6	117639298	117639453	156	1116	1626	1442.79	1496.5
ROS1_ex_8	chr6	117641008	117641428	421	1423	2818	2402.7	2494
ROS1_ex_9	chr6	117641438	117642993	1556	906	2673	2230.85	2274
ROS1_ex_10	chr6	117645158	117646127	970	1734	2638	2297.56	2335
ROS1_ex_11	chr6	117647288	117648778	1491	1527	2767	2395.84	2415
ROS1_ex_12	chr6	117648943	117650620	1678	2010	2915	2444.17	2464
ROS1_ex_13	chr6	117657883	117658535	653	1044	2406	1984.84	2132
PARK2_ex	chr6	161969889	161970031	143	624	869	771.937	784
PACRG_ex	chr6	163149267	163149420	154	996	1693	1444.77	1469
C6orf118_ex	chr6	165715051	165715324	274	1049	2388	2000.88	2183.5
C6orf118_ex_2	chr6	165715336	165715696	361	1743	2835	2515.34	2573
HDAC9_ex	chr7	18705854	18706045	192	1251	2224	1885.73	1962.5
POM121L12_ex	chr7	53103391	53104267	877	1190	2664	2071.74	2100
VSTM2A_ex	chr7	54617611	54617769	159	908	1574	1366.57	1415
EGFR_ex	chr7	55241591	55241759	169	1429	2177	1874.99	1891
EGFR_ex_2	chr7	55242381	55242526	146	1473	2269	1993.86	2039
EGFR_ex_3	chr7	55248951	55249200	250	1542	2373	2111.36	2201.5
EGFR_ex_4	chr7	55259376	55259601	226	1416	2592	2197.85	2287.5
EGFR_ex_5	chr7	55260416	55260574	159	1105	1790	1558.91	1593
EGFR_ex_6	chr7	55266386	55266601	216	1513	2494	2128.82	2191.5
EGFR_ex_7	chr7	55267986	55268123	138	1645	2446	2151.72	2195
LANCL2_ex	chr7	55492961	55493101	141	1672	2596	2301.66	2350
ZNF713_ex	chr7	55990836	55990988	153	1571	2246	1977.97	2013
ZAN_ex	chr7	100385525	100385744	220	1710	2917	2355.59	2361.5
MET_ex	chr7	116411893	116412071	179	2979	4937	4198.14	4305
MET_ex_2	chr7	116417408	116417550	143	2811	4104	3669.45	3759
MET_ex_3	chr7	116418808	116419051	244	2895	4742	4087.52	4224.5
MET_ex_4	chr7	116422018	116422192	175	1822	2756	2425.19	2487
MET_ex_5	chr7	116423323	116423536	214	3261	4600	4143.25	4295
MET_ex_6	chr7	116435673	116435857	185	2023	4100	3438.05	3655
MET_ex_7	chr7	116435918	116436202	285	2919	5189	4465.27	4632
KCND2_ex	chr7	119914661	119915728	1068	1641	4319	3324.71	3358
GRM8_ex	chr7	126172979	126173946	968	1250	3246	2834.09	2978
CHRM2_ex	chr7	136699601	136701045	1445	1478	3364	2965.22	3064
BRAF_ex	chr7	140434372	140434446	75	1153	1622	1397.13	1411
BRAF_ex_2	chr7	140434482	140434561	80	626	1432	1010.83	1006.5
BRAF_ex_3	chr7	140439682	140439757	76	709	916	846.842	857.5
BRAF_ex_4	chr7	140449052	140449119	68	1066	1343	1242.53	1267
BRAF_ex_5	chr7	140449177	140449255	79	840	1250	1092.9	1118
BRAF_ex_6	chr7	140453047	140453225	179	1106	1662	1488.46	1531
BRAF_ex_7	chr7	140453937	140454069	133	1456	2237	1999.92	2072
BRAF_ex_8	chr7	140476747	140476828	82	962	1464	1252.01	1299
BRAF_ex_9	chr7	140476842	140476919	78	1171	1555	1430.74	1492.5
BRAF_ex_10	chr7	140477762	140477913	152	1344	2294	1994.82	2042
BRAF_ex_11	chr7	140481379	140481507	129	389	624	548.636	560
CNTNAP2_ex	chr7	146829378	146829605	228	1292	2302	1932.55	1988.5
CSMD1_ex	chr8	2855544	2855681	138	939	1396	1230.9	1261
SGCZ_ex	chr8	13959864	13960019	156	804	1207	1049.54	1081.5
LPL_ex	chr8	19809280	19809487	208	1590	2347	2093.38	2146.5
WHSC1L1_ex	chr8	38173423	38173569	147	960	1475	1294.53	1317
FGFR1_ex	chr8	38271413	38271567	155	1032	1526	1367.68	1398
FGFR1_ex_2	chr8	38271643	38271843	201	1186	1778	1560.29	1599
FGFR1_ex_3	chr8	38272033	38272174	142	992	1341	1219.71	1243.5
FGFR1_ex_4	chr8	38272268	38272446	179	1361	2159	1896.9	1934
FGFR1_ex_5	chr8	38273358	38273606	249	981	2270	1772.2	1835
FGFR1_ex_6	chr8	38274798	38274969	172	886	1355	1193.19	1216.5
FGFR1_ex_7	chr8	38275353	38275526	174	884	1640	1378.41	1449
DCAF4L2_ex	chr8	88885057	88885301	245	2279	3339	2956.71	3048
DCAF4L2_ex_2	chr8	88885302	88885455	154	1676	2511	2079.34	2055
DCAF4L2_ex_3	chr8	88885462	88885546	85	1603	1980	1781.58	1759
DCAF4L2_ex_4	chr8	88885557	88886235	679	1767	3800	3043.21	3146
CSMD3_ex	chr8	113256609	113256816	208	1848	3099	2621.18	2673.5
CSMD3_ex_2	chr8	113301569	113301781	213	1513	2857	2379.55	2440
CSMD3_ex_3	chr8	113304734	113304955	222	1652	2919	2475.37	2567
CSMD3_ex_4	chr8	113568979	113569192	214	1489	2862	2388.87	2489.5
CSMD3_ex_5	chr8	113694634	113694887	254	1712	3050	2600.07	2697.5
CSMD3_ex_6	chr8	113697629	113697972	344	1992	3388	3013.57	3147.5
MYC_ex	chr8	128750807	128750953	147	5080	9029	7612	7963
TG_ex	chr8	133905914	133906161	248	2327	4111	3457.21	3616
FAM135B_ex	chr8	139151207	139151354	148	1496	2560	2190.14	2275.5
FAM135B_ex_2	chr8	139163432	139165467	2036	485	4189	3484.95	3583
COL22A1_ex	chr8	139606232	139606449	218	1319	2496	2058.64	2123
PTPRD_ex	chr9	8528610	8528754	145	1026	1534	1339.98	1369
CDKN2A_ex	chr9	21968154	21968293	140	704	1475	1166.01	1202
CDKN2A_ex_2	chr9	21968669	21968817	149	713	1027	905.228	921
CDKN2A_ex_3	chr9	21970869	21971023	155	427	601	528.265	526
CDKN2A_ex_4	chr9	21971074	21971146	73	293	470	419.753	432
CDKN2A_ex_5	chr9	21974444	21974836	393	399	1623	1151.52	1230
ASTN2_ex	chr9	119976629	119976988	360	1024	2436	1922.16	2039.5
ABL1_ex	chr9	133738125	133738431	307	1702	3013	2592.19	2698
ABL1_ex_2	chr9	133747485	133747622	138	1429	2120	1863.97	1892
ABL1_ex_3	chr9	133748215	133748439	225	1301	2696	2194.24	2271
ABL1_ex_4	chr9	133750230	133750477	248	1832	2720	2432.57	2536
ABL1_ex_5	chr9	133753770	133753998	229	1463	2473	2123.73	2186
ABL1_ex_6	chr9	133755415	133755561	147	1455	2239	1961.22	1993
NOTCH1_ex	chr9	139390492	139392023	1532	1127	2903	2432.64	2432
NOTCH1_ex_2	chr9	139396697	139396976	280	496	1732	1249.87	1321
NOTCH1_ex_3	chr9	139397602	139397822	221	1190	2288	1904.51	1960
NOTCH1_ex_4	chr9	139399092	139399590	499	734	1928	1498.75	1555
RET_ex	chr10	43606627	43609247	2621	986	3239	2688.38	2712
RET_ex_2	chr10	43609672	43612193	2522	1284	3440	2550.57	2509
RET_ex_3	chr10	43613787	43613935	149	654	992	873.631	887
RET_ex_4	chr10	43614952	43615241	290	971	2020	1567.7	1587.5
RET_ex_5	chr10	43615497	43615675	179	1524	2444	2109.89	2175
RET_ex_6	chr10	43617347	43617495	149	1585	2421	2125.31	2154
RET_ex_7	chr10	43619092	43619274	183	1607	2511	2166.67	2196
RET_ex_8	chr10	43620297	43620443	147	1542	2398	2122.05	2181
GRID1_ex	chr10	87628744	87628948	205	1526	2612	2207.6	2295
PTEN_ex	chr10	89624272	89624350	79	1007	1238	1145.04	1146
PTEN_ex_2	chr10	89653752	89653825	74	606	937	801.054	808
PTEN_ex_3	chr10	89653832	89653909	78	725	983	894.167	929.5
PTEN_ex_4	chr10	89685272	89685376	105	657	870	799.19	820
PTEN_ex_5	chr10	89690752	89690894	143	1045	1719	1487.89	1536
PTEN_ex_6	chr10	89692737	89692810	74	654	1026	838.419	843
PTEN_ex_7	chr10	89692877	89692951	75	1227	1471	1380.95	1417
PTEN_ex_8	chr10	89692972	89693037	66	1084	1466	1321.74	1349
PTEN_ex_9	chr10	89711887	89711966	80	776	893	851.8	862.5
PTEN_ex_10	chr10	89717577	89717776	200	653	1517	1215.2	1254.5
PTEN_ex_11	chr10	89720642	89720880	239	599	1849	1398.63	1485
PTEN_ex_12	chr10	89725022	89725169	148	702	1124	989.811	1016.5
FGFR2_ex	chr10	123243190	123243329	140	1229	1849	1662.38	1712
FGFR2_ex_2	chr10	123244880	123245060	181	1247	2237	1915.22	1993
FGFR2_ex_3	chr10	123246830	123246966	137	922	1544	1368.07	1403
FGFR2_ex_4	chr10	123247475	123247652	178	1154	1852	1596.79	1647
FGFR2_ex_5	chr10	123256010	123256272	263	1162	2160	1822.85	1918
FGFR2_ex_6	chr10	123257975	123258163	189	796	1560	1316.45	1372
FGFR2_ex_7	chr10	123260315	123260496	182	969	1607	1382.46	1418.5
HRAS_ex	chr11	533740	533979	240	1411	2291	1956.49	2011
HRAS_ex_2	chr11	534190	534303	114	1036	1621	1438.18	1506.5
MS4A3_ex	chr11	59828607	59828816	210	1136	2317	1886.87	1979
MRGPRD_ex	chr11	68747893	68748040	148	1340	1966	1694.57	1700
TPCN2_ex	chr11	68822653	68822798	146	851	1276	1112.86	1134.5
MYEOV_ex	chr11	69063388	69063542	155	1738	2818	2478.06	2547
CCND1_ex	chr11	69458601	69458742	142	1531	2127	1896.69	1949
FGF3_ex	chr11	69631066	69631206	141	1493	2223	1944.04	1966
NCAM1_ex	chr11	113102866	113103090	225	1273	2538	2068.61	2185
NTM_ex	chr11	132081890	132082058	169	981	1990	1615.11	1684
ABCC9_ex	chr12	22068669	22068839	171	1143	1897	1627.09	1687
KRAS_ex	chr12	25378518	25378628	111	1306	1838	1684.06	1767
KRAS_ex_2	chr12	25378668	25378736	69	1023	1543	1289.42	1306
KRAS_ex_3	chr12	25380138	25380301	164	1043	1745	1536.04	1611.5
KRAS_ex_4	chr12	25380308	25380385	78	840	1462	1180.68	1195.5
KRAS_ex_5	chr12	25398223	25398302	80	540	650	615.325	616.5
IFLTD1_ex	chr12	25702298	25702436	139	1242	1876	1643.84	1694
MDM2_ex	chr12	69233264	69233407	144	1037	1519	1336.33	1369.5
NAV3_ex	chr12	78400185	78400668	484	1318	2592	2099.87	2007
NAV3_ex_2	chr12	78400730	78401224	495	1192	2482	2133.27	2173
TUBA3C_ex	chr13	19748070	19748146	77	414	506	471.013	475
TPTE2_ex	chr13	20039425	20039497	73	801	967	910.918	927
MPHOSPH8_ex	chr13	20240560	20240714	155	1065	1570	1385.61	1432
PSPC1_ex	chr13	20346455	20346607	153	936	1425	1263.87	1306
ZMYM5_ex	chr13	20412927	20413034	108	1263	1626	1491.19	1503
RB1_ex	chr13	48878015	48878209	195	198	639	450.815	481
RB1_ex_2	chr13	48881385	48881558	174	1197	1882	1639.9	1692.5
RB1_ex_3	chr13	48916700	48917022	323	1233	2054	1775.47	1831
RB1_ex_4	chr13	48919190	48919357	168	954	1744	1458.93	1500
RB1_ex_5	chr13	48921900	48922036	137	797	1232	1078.5	1120
RB1_ex_6	chr13	48923050	48923182	133	941	1368	1183.7	1212
RB1_ex_7	chr13	48934130	48934295	166	1054	1740	1486.19	1515
RB1_ex_8	chr13	48936925	48937127	203	1114	1894	1584.79	1629
